cenario,modelo,falha,accuracy,balanced_accuracy,precision_pos,recall_pos,f1_pos,specificity,eventos_reais_teste,eventos_detectados,diferenca_eventos,fp,fn,tp,tn
com_erro,catboost,lacuna,1.0,1.0,1.0,1.0,1.0,0.5999999999066666,1.6,1.6,0.0,0.0,0.0,7.6,6.6
com_erro,catboost,oscilacao,0.9833333333333334,0.975,0.9777777777777779,1.0,0.9882352941176471,0.9499999996558334,1.4,1.6,0.2,0.2,0.0,9.8,3.0
com_erro,catboost,queda,0.9285714285714286,0.9285714285714286,0.0,0.0,0.0,0.9285714284268707,0.0,0.5,0.5,0.5,0.0,0.0,6.0
com_erro,mlp,lacuna,1.0,1.0,1.0,1.0,1.0,0.79999999972,1.6,1.6,0.0,0.0,0.0,3.6,2.8
com_erro,mlp,oscilacao,0.9833333333333332,0.9857142857142858,1.0,0.9714285714285715,0.9846153846153847,0.9999999996266666,1.4,1.4,0.0,0.0,0.2,10.8,3.0
com_erro,mlp,queda,1.0,1.0,0.0,0.0,0.0,0.9999999998375,0.0,0.0,0.0,0.0,0.0,0.0,6.5
com_erro,random_forest,lacuna,0.941304347826087,0.9522619047619048,0.9377777777777778,0.9428571428571428,0.9326797385620914,0.7616666665423473,1.8,1.8,0.0,0.4,0.4,7.6,6.0
com_erro,random_forest,oscilacao,0.9576086956521739,0.9274509803921568,0.9596638655462184,0.9882352941176471,0.9728506787330318,0.8666666662488888,1.4,1.6,0.2,0.4,0.2,9.8,2.8
com_erro,random_forest,queda,0.9285714285714286,0.9285714285714286,0.5,0.5,0.5,0.928571428385204,0.5,1.0,0.5,0.5,0.0,0.5,5.0
com_erro,xgboost,lacuna,0.9913043478260869,0.9941176470588236,1.0,0.9882352941176471,0.9939393939393939,0.59999999994,1.6,1.6,0.0,0.0,0.2,8.4,7.2
com_erro,xgboost,oscilacao,0.9826086956521738,0.9790476190476192,0.9882352941176471,0.9866666666666667,0.9870428422152561,0.5714285712790816,1.2,1.4,0.2,0.2,0.2,15.6,3.2
com_erro,xgboost,queda,0.8571428571428572,0.8571428571428572,0.5,0.5,0.5,0.8571428570561225,0.5,1.0,0.5,1.0,0.0,0.5,9.5
sem_erro,catboost,lacuna,0.8397515527950311,0.8397515527950311,0.0,0.0,0.0,0.8397515527528414,0.0,0.8,0.8,1.4,0.0,0.0,18.4
sem_erro,catboost,oscilacao,0.5,0.5,0.0,0.0,0.0,0.49999999990555555,0.0,1.2,1.2,5.2,0.0,0.0,2.8
sem_erro,catboost,queda,1.0,1.0,0.0,0.0,0.0,0.9999999998611111,0.0,0.0,0.0,0.0,0.0,0.0,7.5
sem_erro,mlp,lacuna,0.9178571428571429,0.9178571428571429,0.0,0.0,0.0,0.9178571427648597,0.0,0.4,0.4,0.6,0.0,0.0,9.6
sem_erro,mlp,oscilacao,0.06666666666666667,0.06666666666666667,0.0,0.0,0.0,0.06666666665555555,0.0,1.2,1.2,7.6,0.0,0.0,0.4
sem_erro,mlp,queda,1.0,1.0,0.0,0.0,0.0,0.9999999999157609,0.0,0.0,0.0,0.0,0.0,0.0,15.5
sem_erro,random_forest,lacuna,0.5630434782608695,0.5630434782608695,0.0,0.0,0.0,0.5630434782243423,0.0,1.2,1.2,4.6,0.0,0.0,10.0
sem_erro,random_forest,oscilacao,0.3,0.3,0.0,0.0,0.0,0.299999999925,0.0,0.8,0.8,6.4,0.0,0.0,1.2
sem_erro,random_forest,queda,1.0,1.0,0.0,0.0,0.0,0.9999999999136905,0.0,0.0,0.0,0.0,0.0,0.0,14.5
sem_erro,xgboost,lacuna,1.0,1.0,0.0,0.0,0.0,0.9999999999565217,0.0,0.0,0.0,0.0,0.0,0.0,23.0
sem_erro,xgboost,oscilacao,0.3391304347826087,0.3391304347826087,0.0,0.0,0.0,0.3391304347678639,0.0,0.8,0.8,7.4,0.0,0.0,7.8
sem_erro,xgboost,queda,1.0,1.0,0.0,0.0,0.0,0.9999999999519451,0.0,0.0,0.0,0.0,0.0,0.0,21.0
