falha_detectada,inicio_idx,fim_idx,inicio,fim,duracao_pts,valor_constante,variavel,falha_avaliada
stuck,1628,1658,2023-10-18 07:20:00,2023-10-18 12:20:00,31,1.0,"MP2,5_1",stuck
