23/10/23;0:8:34;351;22.0000;92.6000;1.0;2.0;3.7;7.3;
23/10/23;0:19:21;352;21.9000;94.0000;3.0;4.0;2.1;3.6;
23/10/23;0:30:8;353;21.8000;93.7000;2.0;3.0;3.2;7.6;
23/10/23;0:40:56;354;21.6000;94.4000;2.0;3.0;3.3;9.2;
23/10/23;0:51:43;355;21.8000;94.4000;3.0;4.0;4.4;7.3;
23/10/23;1:2:30;356;21.8000;94.2000;2.0;3.0;3.5;6.1;
23/10/23;1:13:18;357;21.9000;93.9000;2.0;3.0;3.4;4.6;
23/10/23;1:24:5;358;22.0000;93.6000;2.0;3.0;2.5;7.3;
23/10/23;1:34:52;359;21.9000;93.2000;2.0;3.0;4.8;6.3;
23/10/23;1:45:39;360;21.8000;93.5000;2.0;3.0;5.3;11.1;
23/10/23;1:56:26;361;21.9000;93.3000;1.0;2.0;8.7;15.9;
23/10/23;2:7:13;362;22.0000;93.0000;2.0;3.0;7.4;10.4;
23/10/23;2:18:0;363;22.1000;92.7000;2.0;3.0;8.3;9.3;
23/10/23;2:28:48;364;22.2000;92.2000;3.0;4.0;6.9;7.7;
23/10/23;2:39:35;365;22.2000;91.8000;3.0;4.0;7.6;18.7;
23/10/23;2:50:22;366;22.3000;91.9000;3.0;4.0;6.9;7.7;
23/10/23;3:1:9;367;22.2000;91.8000;4.0;5.0;7.2;11.6;
23/10/23;3:11:56;368;22.2000;92.2000;2.0;3.0;7.3;10.0;
23/10/23;3:22:43;369;22.1000;91.0000;3.0;4.0;8.2;11.5;
23/10/23;3:33:30;370;22.1000;91.3000;3.0;4.0;7.1;9.1;
23/10/23;3:44:17;371;22.0000;91.5000;2.0;3.0;7.7;11.6;
23/10/23;3:55:5;372;22.0000;92.0000;3.0;4.0;5.5;7.9;
23/10/23;4:5:52;373;21.8000;92.0000;2.0;3.0;5.5;9.0;
23/10/23;4:16:39;374;21.6000;92.3000;3.0;4.0;6.0;7.3;
23/10/23;4:27:25;375;21.5000;92.3000;4.0;5.0;7.6;10.6;
23/10/23;4:38:13;376;21.6000;91.7000;2.0;3.0;6.4;7.0;
23/10/23;4:49:0;377;21.9000;90.8000;3.0;4.0;6.9;7.7;
