Deslocamento,TP,FP,TN,FN,ACC,Precision,Recall,F1,Balanced_ACC
5,179,42,2020,24,0.9708609271523179,0.8099547511312217,0.8817733990147784,0.8443396226415094,0.9307024124074862
10,90,21,1007,12,0.9707964601769912,0.8108108108108109,0.8823529411764706,0.8450704225352113,0.9309624628061342
15,61,11,676,7,0.976158940397351,0.8472222222222222,0.8970588235294118,0.8714285714285714,0.9405235893484032
20,47,13,501,4,0.9699115044247788,0.7833333333333333,0.9215686274509803,0.8468468468468469,0.948138399328603
25,38,9,401,2,0.9755555555555555,0.8085106382978723,0.95,0.8735632183908046,0.9640243902439024
30,27,6,337,5,0.9706666666666667,0.8181818181818182,0.84375,0.8307692307692308,0.9131286443148687
35,26,2,288,4,0.98125,0.9285714285714286,0.8666666666666667,0.896551724137931,0.9298850574712644
40,20,6,250,4,0.9642857142857143,0.7692307692307693,0.8333333333333334,0.8,0.9049479166666667
45,19,3,223,5,0.968,0.8636363636363636,0.7916666666666666,0.8260869565217391,0.8891961651917404
50,17,1,204,3,0.9822222222222222,0.9444444444444444,0.85,0.8947368421052632,0.9225609756097561
55,18,3,183,1,0.9804878048780488,0.8571428571428571,0.9473684210526315,0.9,0.9656196943972835
60,14,1,168,2,0.9837837837837838,0.9333333333333333,0.875,0.9032258064516129,0.9345414201183432
65,14,2,156,3,0.9714285714285714,0.875,0.8235294117647058,0.8484848484848485,0.9054355919583024
70,15,1,142,2,0.98125,0.9375,0.8823529411764706,0.9090909090909091,0.9376799670917317
75,14,3,133,0,0.98,0.8235294117647058,1.0,0.9032258064516129,0.9889705882352942
80,9,2,125,4,0.9571428571428572,0.8181818181818182,0.6923076923076923,0.75,0.8382798304058147
85,10,2,116,2,0.9692307692307692,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.9081920903954803
90,10,2,112,1,0.976,0.8333333333333334,0.9090909090909091,0.8695652173913043,0.9457735247208932
