Deslocamento,TP,FP,TN,FN,ACC,Precision,Recall,F1,Balanced_ACC
5,163,0,2102,5,0.9977973568281938,1.0,0.9702380952380952,0.9848942598187311,0.9851190476190477
10,78,0,1052,5,0.9955947136563876,1.0,0.9397590361445783,0.968944099378882,0.9698795180722892
15,50,0,700,5,0.9933774834437086,1.0,0.9090909090909091,0.9523809523809523,0.9545454545454546
20,42,0,520,3,0.9946902654867257,1.0,0.9333333333333333,0.9655172413793104,0.9666666666666667
25,30,0,418,2,0.9955555555555555,1.0,0.9375,0.967741935483871,0.96875
30,27,0,345,3,0.992,1.0,0.9,0.9473684210526315,0.95
35,20,0,302,3,0.9907692307692307,1.0,0.8695652173913043,0.9302325581395349,0.9347826086956521
40,20,0,257,3,0.9892857142857143,1.0,0.8695652173913043,0.9302325581395349,0.9347826086956521
45,16,0,233,1,0.996,1.0,0.9411764705882353,0.9696969696969697,0.9705882352941176
50,19,0,205,1,0.9955555555555555,1.0,0.95,0.9743589743589743,0.975
55,12,0,191,2,0.9902439024390244,1.0,0.8571428571428571,0.9230769230769231,0.9285714285714286
60,13,0,172,5,0.9736842105263158,1.0,0.7222222222222222,0.8387096774193549,0.8611111111111112
