Deslocamento,TP,FP,TN,FN,ACC,Precision,Recall,F1,Balanced_ACC
5,195,38,2017,15,0.9766004415011037,0.8369098712446352,0.9285714285714286,0.8803611738148984,0.9550399721932569
10,97,16,1013,9,0.9779735682819384,0.8584070796460177,0.9150943396226415,0.8858447488584474,0.9497726314245375
15,61,16,668,10,0.9655629139072848,0.7922077922077922,0.8591549295774648,0.8243243243243243,0.9178815583559838
20,45,4,508,8,0.9787610619469026,0.9183673469387755,0.8490566037735849,0.8823529411764706,0.9206220518867925
25,37,12,397,4,0.9644444444444444,0.7551020408163265,0.9024390243902439,0.8222222222222222,0.9365495855447552
30,29,3,338,5,0.9786666666666667,0.90625,0.8529411764705882,0.8787878787878788,0.922071761255822
35,24,3,288,5,0.975,0.8888888888888888,0.8275862068965517,0.8571428571428571,0.9086384642730181
40,19,3,248,10,0.9535714285714286,0.8636363636363636,0.6551724137931034,0.7450980392156863,0.8216101112790218
45,21,5,221,3,0.968,0.8076923076923077,0.875,0.84,0.9264380530973451
50,15,2,203,5,0.9688888888888889,0.8823529411764706,0.75,0.8108108108108109,0.8701219512195122
55,17,4,182,2,0.9707317073170731,0.8095238095238095,0.8947368421052632,0.85,0.9366157328805886
60,10,4,167,4,0.9567567567567568,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.8454469507101086
65,13,1,157,4,0.9714285714285714,0.9285714285714286,0.7647058823529411,0.8387096774193549,0.8791883842144452
70,12,0,146,2,0.9875,1.0,0.8571428571428571,0.9230769230769231,0.9285714285714286
