Deslocamento,TP,FP,TN,FN,ACC,Precision,Recall,F1,Balanced_ACC
5,186,86,1994,4,0.960352422907489,0.6838235294117647,0.9789473684210527,0.8051948051948052,0.9688006072874494
10,90,41,998,6,0.958590308370044,0.6870229007633588,0.9375,0.7929515418502202,0.949019489894129
15,61,7,685,2,0.9880794701986755,0.8970588235294118,0.9682539682539683,0.9312977099236641,0.979069180658776
20,40,7,514,4,0.9805309734513274,0.851063829787234,0.9090909090909091,0.8791208791208791,0.9478276042575466
25,39,7,402,2,0.98,0.8478260869565217,0.9512195121951219,0.896551724137931,0.967052298884847
30,30,6,338,1,0.9813333333333333,0.8333333333333334,0.967741935483871,0.8955223880597015,0.9751500375093773
35,25,13,285,2,0.9538461538461539,0.6578947368421053,0.9259259259259259,0.7692307692307693,0.9411508824260502
40,17,3,257,3,0.9785714285714285,0.85,0.85,0.85,0.9192307692307693
45,21,3,226,0,0.988,0.875,1.0,0.9333333333333333,0.9934497816593886
50,18,9,196,2,0.9511111111111111,0.6666666666666666,0.9,0.7659574468085106,0.9280487804878048
55,17,8,178,2,0.9512195121951219,0.68,0.8947368421052632,0.7727272727272727,0.9258630447085456
60,12,6,171,1,0.9631578947368421,0.6666666666666666,0.9230769230769231,0.7741935483870968,0.9445893089960886
