Deslocamento,TP,FP,TN,FN,ACC,Precision,Recall,F1,Balanced_ACC
5,58,0,2195,22,0.9903296703296703,1.0,0.725,0.8405797101449275,0.8625
10,22,0,1096,17,0.9850220264317181,1.0,0.5641025641025641,0.7213114754098361,0.782051282051282
15,14,0,728,13,0.9827814569536424,1.0,0.5185185185185185,0.6829268292682927,0.7592592592592593
20,14,1,546,9,0.9824561403508771,0.9333333333333333,0.6086956521739131,0.7368421052631579,0.8034337493045068
