Deslocamento,TP,FP,TN,FN,ACC,Precision,Recall,F1,Balanced_ACC
5,176,32,2048,14,0.9797356828193833,0.8461538461538461,0.9263157894736842,0.8844221105527639,0.9554655870445344
10,88,15,1024,8,0.9797356828193833,0.8543689320388349,0.9166666666666666,0.8844221105527639,0.9511148540263074
15,56,3,689,7,0.9867549668874173,0.9491525423728814,0.8888888888888888,0.9180327868852459,0.9422768143866409
20,40,2,519,4,0.9893805309734514,0.9523809523809523,0.9090909090909091,0.9302325581395349,0.9526260687489094
25,32,2,407,9,0.9755555555555555,0.9411764705882353,0.7804878048780488,0.8533333333333334,0.8877989146639633
30,24,1,343,7,0.9786666666666667,0.96,0.7741935483870968,0.8571428571428571,0.8856432858214554
35,23,3,295,4,0.9784615384615385,0.8846153846153846,0.8518518518518519,0.8679245283018868,0.9208923688789461
40,17,1,259,3,0.9857142857142858,0.9444444444444444,0.85,0.8947368421052632,0.9230769230769231
45,17,1,228,4,0.98,0.9444444444444444,0.8095238095238095,0.8717948717948718,0.9025784986483676
50,12,0,205,8,0.9644444444444444,1.0,0.6,0.75,0.8
55,17,5,181,2,0.9658536585365853,0.7727272727272727,0.8947368421052632,0.8292682926829268,0.9339275608375779
60,12,1,176,1,0.9894736842105263,0.9230769230769231,0.9230769230769231,0.9230769230769231,0.9587136027813994
