Deslocamento,TP,FP,TN,FN,ACC,Precision,Recall,F1,Balanced_ACC
5,199,22,2015,24,0.9796460176991151,0.9004524886877828,0.8923766816143498,0.8963963963963963,0.9407882426235716
10,99,8,1010,13,0.9814159292035398,0.9252336448598131,0.8839285714285714,0.9041095890410958,0.9380350126298063
15,66,1,678,10,0.9854304635761589,0.9850746268656716,0.868421052631579,0.9230769230769231,0.9334741492907527
20,48,0,510,7,0.9876106194690265,1.0,0.8727272727272727,0.9320388349514563,0.9363636363636363
25,39,0,404,7,0.9844444444444445,1.0,0.8478260869565217,0.9176470588235294,0.9239130434782609
30,32,1,338,4,0.9866666666666667,0.9696969696969697,0.8888888888888888,0.927536231884058,0.9429695181907571
35,26,0,288,6,0.98125,1.0,0.8125,0.896551724137931,0.90625
40,22,0,253,5,0.9821428571428571,1.0,0.8148148148148148,0.8979591836734694,0.9074074074074074
45,22,0,225,3,0.988,1.0,0.88,0.9361702127659575,0.94
50,15,1,203,6,0.9688888888888889,0.9375,0.7142857142857143,0.8108108108108109,0.8546918767507004
55,15,1,184,5,0.9707317073170731,0.9375,0.75,0.8333333333333334,0.8722972972972973
60,16,0,167,2,0.9891891891891892,1.0,0.8888888888888888,0.9411764705882353,0.9444444444444444
65,9,0,154,7,0.9588235294117647,1.0,0.5625,0.72,0.78125
70,14,0,142,4,0.975,1.0,0.7777777777777778,0.875,0.8888888888888888
75,13,0,133,4,0.9733333333333334,1.0,0.7647058823529411,0.8666666666666667,0.8823529411764706
80,10,1,125,4,0.9642857142857143,0.9090909090909091,0.7142857142857143,0.8,0.8531746031746033
85,9,0,117,4,0.9692307692307692,1.0,0.6923076923076923,0.8181818181818182,0.8461538461538461
90,9,0,114,2,0.984,1.0,0.8181818181818182,0.9,0.9090909090909092
95,8,0,102,5,0.9565217391304348,1.0,0.6153846153846154,0.7619047619047619,0.8076923076923077
100,4,0,100,6,0.9454545454545454,1.0,0.4,0.5714285714285714,0.7
