Deslocamento,TP,FP,TN,FN,ACC,Precision,Recall,F1,Balanced_ACC
5,161,40,2042,22,0.9726269315673289,0.8009950248756219,0.8797814207650273,0.8385416666666666,0.9302845624478355
10,81,20,1018,11,0.9725663716814159,0.801980198019802,0.8804347826086957,0.8393782383419689,0.9305834799363324
15,58,19,675,3,0.9708609271523179,0.7532467532467533,0.9508196721311475,0.8405797101449275,0.9617210752586574
20,40,6,514,5,0.9805309734513274,0.8695652173913043,0.8888888888888888,0.8791208791208791,0.9386752136752137
25,35,16,396,3,0.9577777777777777,0.6862745098039216,0.9210526315789473,0.7865168539325843,0.9411088400613183
30,30,7,337,1,0.9786666666666667,0.8108108108108109,0.967741935483871,0.8823529411764706,0.9736965491372843
35,21,3,291,5,0.975,0.875,0.8076923076923077,0.84,0.8987441130298273
40,17,1,257,5,0.9785714285714285,0.9444444444444444,0.7727272727272727,0.85,0.8844256518675123
45,17,3,226,4,0.972,0.85,0.8095238095238095,0.8292682926829268,0.8982116864212935
50,19,5,199,2,0.9688888888888889,0.7916666666666666,0.9047619047619048,0.8444444444444444,0.9401260504201681
55,17,4,183,1,0.975609756097561,0.8095238095238095,0.9444444444444444,0.8717948717948718,0.9615270350564469
60,14,1,169,1,0.9891891891891892,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.9637254901960784
65,8,1,161,5,0.9657142857142857,0.8888888888888888,0.6153846153846154,0.7272727272727273,0.8046058879392213
70,11,2,144,3,0.96875,0.8461538461538461,0.7857142857142857,0.8148148148148148,0.8860078277886496
75,12,4,134,0,0.9733333333333334,0.75,1.0,0.8571428571428571,0.9855072463768115
80,10,3,125,2,0.9642857142857143,0.7692307692307693,0.8333333333333334,0.8,0.9049479166666667
