Deslocamento,TP,FP,TN,FN,ACC,Precision,Recall,F1,Balanced_ACC
5,184,81,1999,6,0.9616740088105726,0.6943396226415094,0.968421052631579,0.8087912087912088,0.9647393724696356
10,96,34,1005,0,0.9700440528634361,0.7384615384615385,1.0,0.8495575221238938,0.983638113570741
15,62,14,678,1,0.9801324503311258,0.8157894736842105,0.9841269841269841,0.8920863309352518,0.9819478851270759
20,41,13,508,3,0.9716814159292035,0.7592592592592593,0.9318181818181818,0.8367346938775511,0.9534330832315476
25,41,8,401,0,0.9822222222222222,0.8367346938775511,1.0,0.9111111111111111,0.9902200488997555
30,30,7,337,1,0.9786666666666667,0.8108108108108109,0.967741935483871,0.8823529411764706,0.9736965491372843
35,25,8,290,2,0.9692307692307692,0.7575757575757576,0.9259259259259259,0.8333333333333334,0.9495401441710167
40,18,5,255,2,0.975,0.782608695652174,0.9,0.8372093023255814,0.9403846153846154
45,21,6,223,0,0.976,0.7777777777777778,1.0,0.875,0.9868995633187774
50,20,5,200,0,0.9777777777777777,0.8,1.0,0.8888888888888888,0.9878048780487805
55,18,3,183,1,0.9804878048780488,0.8571428571428571,0.9473684210526315,0.9,0.9656196943972835
60,11,1,176,2,0.9842105263157894,0.9166666666666666,0.8461538461538461,0.88,0.920252064319861
