Deslocamento,TP,FP,TN,FN,ACC,Precision,Recall,F1,Balanced_ACC
5,224,73,1962,6,0.965121412803532,0.7542087542087542,0.9739130434782609,0.8500948766603416,0.9690204038030126
10,116,45,969,0,0.9601769911504425,0.7204968944099379,1.0,0.8375451263537906,0.9778106508875739
15,74,26,653,2,0.9629139072847682,0.74,0.9736842105263158,0.8409090909090909,0.9676963026122006
20,51,14,497,3,0.9699115044247788,0.7846153846153846,0.9444444444444444,0.8571428571428571,0.958523592085236
25,50,13,386,1,0.9688888888888889,0.7936507936507936,0.9803921568627451,0.8771929824561403,0.9739053516143299
30,36,8,331,0,0.9786666666666667,0.8181818181818182,1.0,0.9,0.9882005899705015
35,30,9,280,1,0.96875,0.7692307692307693,0.967741935483871,0.8571428571428571,0.9683000334858801
40,28,5,246,1,0.9785714285714285,0.8484848484848485,0.9655172413793104,0.9032258064516129,0.9727984613271055
45,26,6,218,0,0.976,0.8125,1.0,0.896551724137931,0.9866071428571428
50,29,6,190,0,0.9733333333333334,0.8285714285714286,1.0,0.90625,0.9846938775510203
55,19,2,182,2,0.9804878048780488,0.9047619047619048,0.9047619047619048,0.9047619047619048,0.9469461697722568
60,13,3,168,1,0.9783783783783784,0.8125,0.9285714285714286,0.8666666666666667,0.9555137844611529
65,17,2,154,2,0.9771428571428571,0.8947368421052632,0.8947368421052632,0.8947368421052632,0.9409581646423752
70,13,2,143,2,0.975,0.8666666666666667,0.8666666666666667,0.8666666666666667,0.9264367816091954
75,16,4,130,0,0.9733333333333334,0.8,1.0,0.8888888888888888,0.9850746268656716
80,9,1,129,1,0.9857142857142858,0.9,0.9,0.9,0.9461538461538461
