Deslocamento,TP,FP,TN,FN,ACC,Precision,Recall,F1,Balanced_ACC
5,117,9,2044,95,0.954083885209713,0.9285714285714286,0.5518867924528302,0.6923076923076923,0.7737514819546177
10,54,6,1019,51,0.9495575221238938,0.9,0.5142857142857142,0.6545454545454545,0.7542160278745644
15,35,1,683,36,0.9509933774834437,0.9722222222222222,0.49295774647887325,0.6542056074766355,0.7457478790873898
20,28,2,507,28,0.9469026548672567,0.9333333333333333,0.5,0.6511627906976745,0.7480353634577603
25,13,6,401,30,0.92,0.6842105263157895,0.3023255813953488,0.41935483870967744,0.6437917833266671
30,10,2,338,25,0.928,0.8333333333333334,0.2857142857142857,0.425531914893617,0.6399159663865546
35,11,0,290,19,0.940625,1.0,0.36666666666666664,0.5365853658536586,0.6833333333333333
40,8,1,254,17,0.9357142857142857,0.8888888888888888,0.32,0.47058823529411764,0.6580392156862745
45,5,0,226,19,0.924,1.0,0.20833333333333334,0.3448275862068966,0.6041666666666666
50,7,4,198,16,0.9111111111111111,0.6363636363636364,0.30434782608695654,0.4117647058823529,0.6422729229444684
55,5,0,186,14,0.9317073170731708,1.0,0.2631578947368421,0.4166666666666667,0.631578947368421
60,6,0,166,13,0.9297297297297298,1.0,0.3157894736842105,0.48,0.6578947368421053
65,3,0,161,11,0.9371428571428572,1.0,0.21428571428571427,0.35294117647058826,0.6071428571428571
70,6,1,144,9,0.9375,0.8571428571428571,0.4,0.5454545454545454,0.6965517241379311
75,7,1,134,8,0.94,0.875,0.4666666666666667,0.6086956521739131,0.7296296296296296
80,7,0,128,5,0.9642857142857143,1.0,0.5833333333333334,0.7368421052631579,0.7916666666666667
