Deslocamento,TP,FP,TN,FN,ACC,Precision,Recall,F1,Balanced_ACC
5,140,0,2102,23,0.9898454746136865,1.0,0.8588957055214724,0.9240924092409241,0.9294478527607362
10,70,1,1052,12,0.9885462555066079,0.9859154929577465,0.8536585365853658,0.9150326797385621,0.9263544344845158
15,49,0,699,7,0.990728476821192,1.0,0.875,0.9333333333333333,0.9375
20,34,0,524,7,0.9876106194690265,1.0,0.8292682926829268,0.9066666666666666,0.9146341463414633
25,27,0,416,7,0.9844444444444445,1.0,0.7941176470588235,0.8852459016393442,0.8970588235294117
30,22,1,348,4,0.9866666666666667,0.9565217391304348,0.8461538461538461,0.8979591836734694,0.921644258320476
35,14,0,297,9,0.971875,1.0,0.6086956521739131,0.7567567567567568,0.8043478260869565
40,16,0,259,5,0.9821428571428571,1.0,0.7619047619047619,0.8648648648648649,0.8809523809523809
45,11,1,231,7,0.968,0.9166666666666666,0.6111111111111112,0.7333333333333333,0.8034003831417624
50,16,0,205,4,0.9822222222222222,1.0,0.8,0.8888888888888888,0.9
55,10,0,191,4,0.9804878048780488,1.0,0.7142857142857143,0.8333333333333334,0.8571428571428572
60,9,0,172,4,0.9783783783783784,1.0,0.6923076923076923,0.8181818181818182,0.8461538461538461
65,5,0,163,7,0.96,1.0,0.4166666666666667,0.5882352941176471,0.7083333333333334
70,7,0,148,5,0.96875,1.0,0.5833333333333334,0.7368421052631579,0.7916666666666667
