Deslocamento,TP,FP,TN,FN,ACC,Precision,Recall,F1,Balanced_ACC
5,246,113,1902,4,0.9483443708609272,0.6852367688022284,0.984,0.8078817733990148,0.9639602977667494
10,118,53,951,8,0.9460176991150443,0.6900584795321637,0.9365079365079365,0.7946127946127947,0.9418595459432113
15,81,12,660,2,0.9814569536423841,0.8709677419354839,0.9759036144578314,0.9204545454545454,0.9790232358003442
20,58,13,489,5,0.968141592920354,0.8169014084507042,0.9206349206349206,0.8656716417910447,0.9473692531461455
25,51,10,389,0,0.9777777777777777,0.8360655737704918,1.0,0.9107142857142857,0.987468671679198
30,40,8,326,1,0.976,0.8333333333333334,0.975609756097561,0.898876404494382,0.9758288301445889
35,29,6,281,4,0.96875,0.8285714285714286,0.8787878787878788,0.8529411764705882,0.9289409777214654
40,26,6,244,4,0.9642857142857143,0.8125,0.8666666666666667,0.8387096774193549,0.9213333333333333
45,28,5,217,0,0.98,0.8484848484848485,1.0,0.9180327868852459,0.9887387387387387
50,29,3,193,0,0.9866666666666667,0.90625,1.0,0.9508196721311475,0.9923469387755102
55,22,3,180,0,0.9853658536585366,0.88,1.0,0.9361702127659575,0.9918032786885246
60,19,4,162,0,0.9783783783783784,0.8260869565217391,1.0,0.9047619047619048,0.9879518072289157
65,20,4,151,0,0.9771428571428571,0.8333333333333334,1.0,0.9090909090909091,0.9870967741935484
70,16,3,141,0,0.98125,0.8421052631578947,1.0,0.9142857142857143,0.9895833333333333
75,16,4,130,0,0.9733333333333334,0.8,1.0,0.8888888888888888,0.9850746268656716
80,9,5,124,2,0.95,0.6428571428571429,0.8181818181818182,0.72,0.8897110641296688
85,12,3,114,1,0.9692307692307692,0.8,0.9230769230769231,0.8571428571428571,0.9487179487179487
90,13,3,108,1,0.968,0.8125,0.9285714285714286,0.8666666666666667,0.9507722007722008
