Deslocamento,TP,FP,TN,FN,ACC,Precision,Recall,F1,Balanced_ACC
5,243,75,1940,7,0.9637969094922737,0.7641509433962265,0.972,0.8556338028169014,0.9673895781637717
10,124,36,968,2,0.9663716814159292,0.775,0.9841269841269841,0.8671328671328671,0.9741352052109025
15,81,10,662,2,0.9841059602649007,0.8901098901098901,0.9759036144578314,0.9310344827586207,0.9805113310384395
20,55,19,483,8,0.952212389380531,0.7432432432432432,0.873015873015873,0.8029197080291971,0.9175836337190919
25,50,6,393,1,0.9844444444444445,0.8928571428571429,0.9803921568627451,0.9345794392523364,0.9826772814388913
30,36,5,329,5,0.9733333333333334,0.8780487804878049,0.8780487804878049,0.8780487804878049,0.9315393603037827
35,28,5,282,5,0.96875,0.8484848484848485,0.8484848484848485,0.8484848484848485,0.915531622848696
40,27,3,247,3,0.9785714285714285,0.9,0.9,0.9,0.944
45,26,6,216,2,0.968,0.8125,0.9285714285714286,0.8666666666666667,0.9507722007722008
50,27,2,194,2,0.9822222222222222,0.9310344827586207,0.9310344827586207,0.9310344827586207,0.9604152005629838
55,21,1,182,1,0.9902439024390244,0.9545454545454546,0.9545454545454546,0.9545454545454546,0.9745404868355688
60,15,3,163,4,0.9621621621621622,0.8333333333333334,0.7894736842105263,0.8108108108108109,0.8857006975269499
65,17,2,153,3,0.9714285714285714,0.8947368421052632,0.85,0.8717948717948718,0.9185483870967741
70,11,1,143,5,0.9625,0.9166666666666666,0.6875,0.7857142857142857,0.8402777777777778
75,14,0,134,2,0.9866666666666667,1.0,0.875,0.9333333333333333,0.9375
80,6,0,129,5,0.9642857142857143,1.0,0.5454545454545454,0.7058823529411765,0.7727272727272727
85,7,2,115,6,0.9384615384615385,0.7777777777777778,0.5384615384615384,0.6363636363636364,0.7606837606837606
90,10,1,110,4,0.96,0.9090909090909091,0.7142857142857143,0.8,0.8526383526383526
