Deslocamento,TP,FP,TN,FN,ACC,Precision,Recall,F1,Balanced_ACC
5,147,0,2075,43,0.9810154525386313,1.0,0.7736842105263158,0.8724035608308606,0.8868421052631579
10,70,0,1041,24,0.9788546255506608,1.0,0.7446808510638298,0.8536585365853658,0.8723404255319149
15,40,0,691,24,0.9682119205298013,1.0,0.625,0.7692307692307693,0.8125
20,26,0,520,19,0.9663716814159292,1.0,0.5777777777777777,0.7323943661971831,0.7888888888888889
25,23,0,412,15,0.9666666666666667,1.0,0.6052631578947368,0.7540983606557377,0.8026315789473684
30,19,0,341,15,0.96,1.0,0.5588235294117647,0.7169811320754716,0.7794117647058824
35,11,0,294,15,0.953125,1.0,0.4230769230769231,0.5945945945945946,0.7115384615384616
40,11,0,257,12,0.9571428571428572,1.0,0.4782608695652174,0.6470588235294118,0.7391304347826086
45,10,0,228,12,0.952,1.0,0.45454545454545453,0.625,0.7272727272727273
50,10,0,202,13,0.9422222222222222,1.0,0.43478260869565216,0.6060606060606061,0.717391304347826
55,5,0,189,11,0.9463414634146341,1.0,0.3125,0.47619047619047616,0.65625
60,7,0,167,11,0.9405405405405406,1.0,0.3888888888888889,0.56,0.6944444444444444
65,3,0,163,9,0.9485714285714286,1.0,0.25,0.4,0.625
70,5,0,147,8,0.95,1.0,0.38461538461538464,0.5555555555555556,0.6923076923076923
