Deslocamento,TP,FP,TN,FN,ACC,Precision,Recall,F1,Balanced_ACC
5,207,0,2053,5,0.9977924944812362,1.0,0.9764150943396226,0.9880668257756563,0.9882075471698113
10,100,0,1025,5,0.995575221238938,1.0,0.9523809523809523,0.975609756097561,0.9761904761904762
15,66,0,684,5,0.9933774834437086,1.0,0.9295774647887324,0.9635036496350365,0.9647887323943662
20,53,0,509,3,0.9946902654867257,1.0,0.9464285714285714,0.9724770642201835,0.9732142857142857
25,40,0,407,3,0.9933333333333333,1.0,0.9302325581395349,0.963855421686747,0.9651162790697674
30,33,0,340,2,0.9946666666666667,1.0,0.9428571428571428,0.9705882352941176,0.9714285714285714
35,26,0,290,4,0.9875,1.0,0.8666666666666667,0.9285714285714286,0.9333333333333333
40,23,0,255,2,0.9928571428571429,1.0,0.92,0.9583333333333334,0.96
45,22,0,226,2,0.992,1.0,0.9166666666666666,0.9565217391304348,0.9583333333333333
50,22,0,202,1,0.9955555555555555,1.0,0.9565217391304348,0.9777777777777777,0.9782608695652174
55,17,0,186,2,0.9902439024390244,1.0,0.8947368421052632,0.9444444444444444,0.9473684210526316
60,18,0,166,1,0.9945945945945946,1.0,0.9473684210526315,0.972972972972973,0.9736842105263157
65,13,0,161,1,0.9942857142857143,1.0,0.9285714285714286,0.9629629629629629,0.9642857142857143
70,13,0,145,2,0.9875,1.0,0.8666666666666667,0.9285714285714286,0.9333333333333333
75,13,0,135,2,0.9866666666666667,1.0,0.8666666666666667,0.9285714285714286,0.9333333333333333
80,12,0,128,0,1.0,1.0,1.0,1.0,1.0
