Deslocamento,TP,FP,TN,FN,ACC,Precision,Recall,F1,Balanced_ACC
5,189,12,1992,67,0.9650442477876107,0.9402985074626866,0.73828125,0.8271334792122538,0.8661466130239521
10,84,1,1002,43,0.9610619469026549,0.9882352941176471,0.6614173228346457,0.7924528301886793,0.8302101569307825
15,56,2,667,30,0.9576158940397351,0.9655172413793104,0.6511627906976745,0.7777777777777778,0.8240866270379255
20,38,1,497,29,0.9469026548672567,0.9743589743589743,0.5671641791044776,0.7169811320754716,0.7825780734879817
25,24,0,401,25,0.9444444444444444,1.0,0.4897959183673469,0.6575342465753424,0.7448979591836735
30,17,1,329,28,0.9226666666666666,0.9444444444444444,0.37777777777777777,0.5396825396825397,0.6873737373737374
35,14,2,281,23,0.921875,0.875,0.3783783783783784,0.5283018867924528,0.6856556202845956
40,18,0,246,16,0.9428571428571428,1.0,0.5294117647058824,0.6923076923076923,0.7647058823529411
45,7,1,221,21,0.912,0.875,0.25,0.3888888888888889,0.6227477477477478
50,9,2,198,16,0.92,0.8181818181818182,0.36,0.5,0.675
55,10,2,180,13,0.926829268292683,0.8333333333333334,0.43478260869565216,0.5714285714285714,0.7118967988533206
60,6,2,160,17,0.8972972972972973,0.75,0.2608695652173913,0.3870967741935484,0.6242619431025228
65,7,4,149,10,0.9176470588235294,0.6363636363636364,0.4117647058823529,0.5,0.6928104575163399
70,11,3,139,7,0.9375,0.7857142857142857,0.6111111111111112,0.6875,0.7949921752738655
75,10,2,131,7,0.94,0.8333333333333334,0.5882352941176471,0.6896551724137931,0.7865988500663423
80,9,1,125,5,0.9571428571428572,0.9,0.6428571428571429,0.75,0.8174603174603174
85,3,3,113,11,0.8923076923076924,0.5,0.21428571428571427,0.3,0.5942118226600985
90,7,2,107,9,0.912,0.7777777777777778,0.4375,0.56,0.7095756880733946
95,3,0,102,10,0.9130434782608695,1.0,0.23076923076923078,0.375,0.6153846153846154
100,9,0,99,2,0.9818181818181818,1.0,0.8181818181818182,0.9,0.9090909090909092
