Deslocamento,TP,FP,TN,FN,ACC,Precision,Recall,F1,Balanced_ACC
5,96,1,2146,27,0.9876651982378855,0.9896907216494846,0.7804878048780488,0.8727272727272727,0.8900110193463369
10,43,1,1072,19,0.9823788546255506,0.9772727272727273,0.6935483870967742,0.8113207547169812,0.8463082103237832
15,26,3,711,15,0.976158940397351,0.896551724137931,0.6341463414634146,0.7428571428571429,0.8149723303955729
20,19,0,534,12,0.9787610619469026,1.0,0.6129032258064516,0.76,0.8064516129032258
25,17,1,428,9,0.978021978021978,0.9444444444444444,0.6538461538461539,0.7727272727272727,0.8257575757575757
30,16,1,353,5,0.984,0.9411764705882353,0.7619047619047619,0.8421052631578947,0.8795399515738498
35,7,2,306,10,0.963076923076923,0.7777777777777778,0.4117647058823529,0.5384615384615384,0.7026355996944232
40,6,0,266,8,0.9714285714285714,1.0,0.42857142857142855,0.6,0.7142857142857143
45,5,1,236,8,0.964,0.8333333333333334,0.38461538461538464,0.5263157894736842,0.6901979876663421
50,6,0,214,5,0.9777777777777777,1.0,0.5454545454545454,0.7058823529411765,0.7727272727272727
