Deslocamento,TP,FP,TN,FN,ACC,Precision,Recall,F1,Balanced_ACC
5,162,0,2082,21,0.990728476821192,1.0,0.8852459016393442,0.9391304347826087,0.9426229508196722
10,80,0,1038,12,0.9893805309734514,1.0,0.8695652173913043,0.9302325581395349,0.9347826086956521
15,54,0,694,7,0.990728476821192,1.0,0.8852459016393442,0.9391304347826087,0.9426229508196722
20,39,0,520,6,0.9893805309734514,1.0,0.8666666666666667,0.9285714285714286,0.9333333333333333
25,31,0,412,7,0.9844444444444445,1.0,0.8157894736842105,0.8985507246376812,0.9078947368421053
30,26,0,344,5,0.9866666666666667,1.0,0.8387096774193549,0.9122807017543859,0.9193548387096775
35,17,0,294,9,0.971875,1.0,0.6538461538461539,0.7906976744186046,0.8269230769230769
40,15,0,258,7,0.975,1.0,0.6818181818181818,0.8108108108108109,0.8409090909090908
45,15,0,229,6,0.976,1.0,0.7142857142857143,0.8333333333333334,0.8571428571428572
50,17,1,203,4,0.9777777777777777,0.9444444444444444,0.8095238095238095,0.8717948717948718,0.9023109243697479
55,13,0,187,5,0.975609756097561,1.0,0.7222222222222222,0.8387096774193549,0.8611111111111112
60,9,0,170,6,0.9675675675675676,1.0,0.6,0.75,0.8
65,6,0,162,7,0.96,1.0,0.46153846153846156,0.631578947368421,0.7307692307692308
70,7,0,146,7,0.95625,1.0,0.5,0.6666666666666666,0.75
75,10,0,138,2,0.9866666666666667,1.0,0.8333333333333334,0.9090909090909091,0.9166666666666667
80,4,0,128,8,0.9428571428571428,1.0,0.3333333333333333,0.5,0.6666666666666666
