Deslocamento,Eventos_reais,Eventos_detectados,Diferenca_eventos,TP,FP,TN,FN,ACC,Precision,Recall,F1,Balanced_ACC
5,13,26,13,166,28,3247,113,0.9603263927968486,0.8556701030927835,0.5949820788530465,0.7019027484143763,0.7932162302662179
10,12,24,12,79,19,1621,58,0.9566685424873382,0.8061224489795918,0.5766423357664233,0.6723404255319149,0.7825284849563824
15,12,20,8,55,11,1081,38,0.9586497890295359,0.8333333333333334,0.5913978494623656,0.6918238993710691,0.7906622946945527
20,12,18,6,37,11,811,30,0.953880764904387,0.7708333333333334,0.5522388059701493,0.6434782608695652,0.7694284054181646
25,12,20,8,35,9,646,21,0.9578059071729957,0.7954545454545454,0.625,0.7,0.8056297709923664
30,12,13,1,26,6,541,20,0.9561551433389545,0.8125,0.5652173913043478,0.6666666666666666,0.7771242349574755
35,12,12,0,22,5,462,19,0.952755905511811,0.8148148148148148,0.5365853658536586,0.6470588235294118,0.7629393638690134
40,11,12,1,16,6,405,18,0.946067415730337,0.7272727272727273,0.47058823529411764,0.5714285714285714,0.7279948475740661
45,11,14,3,16,7,355,17,0.9392405063291139,0.6956521739130435,0.48484848484848486,0.5714285714285714,0.7327557341369496
50,11,13,2,14,7,323,12,0.9466292134831461,0.6666666666666666,0.5384615384615384,0.5957446808510638,0.7586247086247087
55,13,12,-1,15,3,296,10,0.9598765432098766,0.8333333333333334,0.6,0.6976744186046512,0.7949832775919732
60,11,10,-1,13,4,269,11,0.9494949494949495,0.7647058823529411,0.5416666666666666,0.6341463414634146,0.763507326007326
65,11,11,0,15,4,247,8,0.9562043795620438,0.7894736842105263,0.6521739130434783,0.7142857142857143,0.8181188290316993
70,11,12,1,11,4,227,12,0.937007874015748,0.7333333333333333,0.4782608695652174,0.5789473684210527,0.7304724261246001
75,11,9,-2,11,0,217,9,0.9620253164556962,1.0,0.55,0.7096774193548387,0.775
80,11,9,-2,7,2,205,9,0.9506726457399103,0.7777777777777778,0.4375,0.56,0.7139190821256038
85,12,9,-3,6,4,189,11,0.9285714285714286,0.6,0.35294117647058826,0.4444444444444444,0.666107893934776
90,11,11,0,8,3,181,6,0.9545454545454546,0.7272727272727273,0.5714285714285714,0.64,0.7775621118012422
