modelo,falha,janela,passo_cfg,passo_real,amostras,positivos,negativos,splits_validos,accuracy,balanced_accuracy,precision_pos,recall_pos,f1_pos,specificity,tn,fp,fn,tp
mlp,lacuna,30,10,10,1366,53,1313,5,0.9779735682819384,0.7595391705069124,0.9629629629629629,0.52,0.6753246753246753,0.999078341012904,1084,1,24,26
mlp,lacuna,30,15,15,911,35,876,5,0.9788079470198675,0.7864937463275414,0.9047619047619048,0.5757575757575758,0.7037037037037037,0.9972299168961257,720,2,14,19
mlp,lacuna,30,20,20,683,25,658,5,0.9699115044247788,0.7137012674474571,0.7142857142857143,0.43478260869565216,0.5405405405405406,0.9926199261974306,538,4,13,10
mlp,lacuna,30,25,25,547,23,524,5,0.9736263736263736,0.7369431643625192,0.9090909090909091,0.47619047619047616,0.625,0.9976958525322634,433,1,11,10
mlp,lacuna,30,30,30,456,20,436,5,0.9657894736842105,0.682825484764543,0.875,0.3684210526315789,0.5185185185185185,0.9972299168947445,360,1,12,7
mlp,lacuna,40,5,5,2729,130,2599,5,0.9744493392070485,0.7927238974235638,0.9125,0.5887096774193549,0.7156862745098039,0.9967381174273081,2139,7,51,73
mlp,lacuna,40,10,10,1365,64,1301,5,0.9691629955947136,0.7672329578410721,0.825,0.5409836065573771,0.6534653465346535,0.9934823091238422,1067,7,28,33
mlp,lacuna,40,15,15,910,44,866,5,0.9629139072847682,0.7114806651973552,0.8181818181818182,0.42857142857142855,0.5625,0.9943899018218872,709,4,24,18
mlp,lacuna,40,20,20,683,36,647,5,0.9646017699115044,0.7471751412429379,0.85,0.5,0.6296296296296297,0.9943502824840031,528,3,17,17
mlp,lacuna,40,25,25,546,28,518,5,0.9626373626373627,0.7092074592074592,0.8461538461538461,0.4230769230769231,0.5641025641025641,0.9953379953356752,427,2,15,11
mlp,lacuna,40,30,30,455,24,431,5,0.9546666666666667,0.6913908102766798,0.75,0.391304347826087,0.5142857142857142,0.9914772727244561,349,3,14,9
mlp,lacuna,40,35,35,390,17,373,5,0.9446153846153846,0.6449231391585761,0.4166666666666667,0.3125,0.35714285714285715,0.9773462783139892,302,7,11,5
mlp,lacuna,40,40,40,342,15,327,5,0.9754385964912281,0.7838692672641012,0.8888888888888888,0.5714285714285714,0.6956521739130435,0.9963099630959547,270,1,6,8
mlp,lacuna,50,5,5,2727,152,2575,5,0.9682819383259912,0.7853171839124938,0.8936170212765957,0.5753424657534246,0.7,0.9952919020710945,2114,10,62,84
mlp,lacuna,50,10,10,1364,75,1289,5,0.9709251101321585,0.7773074108916066,0.975609756097561,0.5555555555555556,0.7079646017699115,0.9990592662267177,1062,1,32,40
mlp,lacuna,50,15,15,909,51,858,5,0.9642384105960264,0.7719691275943805,0.84375,0.5510204081632653,0.6666666666666666,0.9929178470240894,701,5,22,27
mlp,lacuna,50,20,20,682,36,646,5,0.9663716814159292,0.7343524980613714,0.9411764705882353,0.47058823529411764,0.6274509803921569,0.9981167608267456,530,1,18,16
mlp,lacuna,50,25,25,546,29,517,5,0.9604395604395605,0.7360678435444791,0.7647058823529411,0.48148148148148145,0.5909090909090909,0.990654205605162,424,4,14,13
mlp,lacuna,50,30,30,455,25,430,5,0.9546666666666667,0.6846509971509971,0.8181818181818182,0.375,0.5142857142857142,0.9943019942991616,349,2,15,9
mlp,lacuna,50,35,35,390,23,367,5,0.9323076923076923,0.5632313231323132,0.5,0.13636363636363635,0.21428571428571427,0.9900990098977225,300,3,19,3
mlp,lacuna,50,40,40,341,15,326,5,0.9535714285714286,0.5695488721804511,0.6666666666666666,0.14285714285714285,0.23529411764705882,0.9962406015000141,265,1,12,2
mlp,lacuna,50,45,45,303,17,286,5,0.94,0.5603632478632479,0.6666666666666666,0.125,0.21052631578947367,0.9957264957222405,233,1,14,2
mlp,lacuna,50,50,50,273,15,258,5,0.9244444444444444,0.5262356127285037,0.2,0.07142857142857142,0.10526315789473684,0.9810426540237865,207,4,13,1
mlp,lacuna,60,5,5,2725,174,2551,5,0.9718061674008811,0.8150004530832313,0.9814814814814815,0.6309523809523809,0.7681159420289855,0.9990485252136065,2100,2,62,106
mlp,lacuna,60,10,10,1363,86,1277,5,0.9656387665198238,0.7817066746071739,0.94,0.5662650602409639,0.706766917293233,0.9971482889724361,1049,3,36,47
mlp,lacuna,60,15,15,909,57,852,5,0.9615894039735099,0.7614935064935064,0.90625,0.5272727272727272,0.6666666666666666,0.9957142857128632,697,3,26,29
mlp,lacuna,60,20,20,682,47,635,5,0.9504424778761061,0.7091880341880342,0.9047619047619048,0.4222222222222222,0.5757575757575758,0.9961538461519305,518,2,26,19
mlp,lacuna,60,25,25,545,34,511,5,0.9577777777777777,0.7175538277511961,0.9333333333333333,0.4375,0.5957446808510638,0.9976076555000057,417,1,18,14
mlp,lacuna,60,30,30,455,31,424,5,0.9493333333333334,0.6985507246376812,0.9230769230769231,0.4,0.5581395348837209,0.9971014492724722,344,1,18,12
mlp,lacuna,60,35,35,390,24,366,5,0.9446153846153846,0.6488626547653326,0.7777777777777778,0.30434782608695654,0.4375,0.9933774834404193,300,2,16,7
mlp,lacuna,60,40,40,341,24,317,5,0.9392857142857143,0.6502283877516495,0.875,0.30434782608695654,0.45161290322580644,0.9961089494124665,256,1,16,7
mlp,lacuna,60,45,45,303,18,285,5,0.936,0.5566776066649836,0.6666666666666666,0.11764705882352941,0.2,0.9957081545021644,232,1,15,2
mlp,lacuna,60,50,50,273,21,252,5,0.9333333333333333,0.6701219512195122,0.7777777777777778,0.35,0.4827586206896552,0.990243902434194,203,2,13,7
mlp,lacuna,60,55,55,248,15,233,5,0.9512195121951219,0.6428571428571428,1.0,0.2857142857142857,0.4444444444444444,0.9999999999947644,191,0,10,4
mlp,lacuna,60,60,60,228,19,209,5,0.9315789473684211,0.6637596899224806,0.8571428571428571,0.3333333333333333,0.48,0.9941860465058479,171,1,12,6
mlp,lacuna,70,5,5,2723,196,2527,5,0.9690949227373068,0.8181800887761572,0.9918032786885246,0.6368421052631579,0.7756410256410257,0.999518072288675,2074,1,69,121
mlp,lacuna,70,10,10,1362,97,1265,5,0.9638766519823788,0.7915925766958939,0.9649122807017544,0.5851063829787234,0.7284768211920529,0.9980787704121056,1039,2,39,55
mlp,lacuna,70,15,15,908,66,842,5,0.9483443708609272,0.7165792329956584,0.9032258064516129,0.4375,0.5894736842105263,0.9956584659898761,688,3,36,28
mlp,lacuna,70,20,20,681,47,634,5,0.9557522123893806,0.7323717948717949,0.9545454545454546,0.4666666666666667,0.6268656716417911,0.9980769230750037,519,1,24,21
mlp,lacuna,70,25,25,545,40,505,5,0.9377777777777778,0.6435232498722534,0.9166666666666666,0.2894736842105263,0.44,0.9975728155315593,411,1,27,11
mlp,lacuna,70,30,30,454,35,419,5,0.9386666666666666,0.6882439192685872,0.8666666666666667,0.38235294117647056,0.5306122448979592,0.9941348973577885,339,2,21,13
mlp,lacuna,70,35,35,389,27,362,5,0.93125,0.5769230769230769,1.0,0.15384615384615385,0.26666666666666666,0.9999999999965987,294,0,22,4
mlp,lacuna,70,40,40,341,24,317,5,0.9357142857142857,0.6284892573168669,0.8571428571428571,0.2608695652173913,0.4,0.9961089494124665,256,1,17,6
mlp,lacuna,70,45,45,303,23,280,5,0.928,0.5909090909090909,1.0,0.18181818181818182,0.3076923076923077,0.9999999999956141,228,0,18,4
mlp,lacuna,70,50,50,273,24,249,5,0.9111111111111111,0.6037451571244081,0.7142857142857143,0.21739130434782608,0.3333333333333333,0.9900990098960887,200,2,18,5
mlp,lacuna,70,55,55,248,17,231,5,0.9317073170731708,0.5625,1.0,0.125,0.2222222222222222,0.999999999994709,189,0,14,2
mlp,lacuna,70,60,60,227,19,208,5,0.918918918918919,0.5833333333333334,1.0,0.16666666666666666,0.2857142857142857,0.999999999994012,167,0,15,3
mlp,lacuna,70,65,65,210,13,197,5,0.9314285714285714,0.5,0.0,0.0,0.0,0.9999999999938651,163,0,12,0
mlp,lacuna,70,70,70,195,14,181,5,0.91875,0.5350601779173207,0.5,0.07692307692307693,0.13333333333333333,0.9931972789048082,146,1,12,1
mlp,lacuna,80,5,5,2721,218,2503,5,0.954083885209713,0.7737514819546177,0.9285714285714286,0.5518867924528302,0.6923076923076923,0.9956161714559203,2044,9,95,117
mlp,lacuna,80,10,10,1361,108,1253,5,0.9495575221238938,0.7542160278745644,0.9,0.5142857142857142,0.6545454545454545,0.9941463414624447,1019,6,51,54
mlp,lacuna,80,15,15,907,73,834,5,0.9509933774834437,0.7457478790873898,0.9722222222222222,0.49295774647887325,0.6542056074766355,0.9985380116944466,683,1,36,35
mlp,lacuna,80,20,20,681,58,623,5,0.9469026548672567,0.7480353634577603,0.9333333333333333,0.5,0.6511627906976745,0.9960707269135637,507,2,28,28
mlp,lacuna,80,25,25,545,45,500,5,0.92,0.6437917833266671,0.6842105263157895,0.3023255813953488,0.41935483870967744,0.9852579852555645,401,6,30,13
mlp,lacuna,80,30,30,454,36,418,5,0.928,0.6399159663865546,0.8333333333333334,0.2857142857142857,0.425531914893617,0.9941176470558997,338,2,25,10
mlp,lacuna,80,35,35,389,31,358,5,0.940625,0.6833333333333333,1.0,0.36666666666666664,0.5365853658536586,0.9999999999965518,290,0,19,11
mlp,lacuna,80,40,40,341,26,315,5,0.9357142857142857,0.6580392156862745,0.8888888888888888,0.32,0.47058823529411764,0.9960784313686428,254,1,17,8
mlp,lacuna,80,45,45,303,25,278,5,0.924,0.6041666666666666,1.0,0.20833333333333334,0.3448275862068966,0.9999999999955753,226,0,19,5
mlp,lacuna,80,50,50,273,24,249,5,0.9111111111111111,0.6422729229444684,0.6363636363636364,0.30434782608695654,0.4117647058823529,0.9801980197971277,198,4,16,7
mlp,lacuna,80,55,55,248,20,228,5,0.9317073170731708,0.631578947368421,1.0,0.2631578947368421,0.4166666666666667,0.9999999999946237,186,0,14,5
mlp,lacuna,80,60,60,227,20,207,5,0.9297297297297298,0.6578947368421053,1.0,0.3157894736842105,0.48,0.9999999999939759,166,0,13,6
mlp,lacuna,80,65,65,210,15,195,5,0.9371428571428572,0.6071428571428571,1.0,0.21428571428571427,0.35294117647058826,0.9999999999937889,161,0,11,3
mlp,lacuna,80,70,70,195,16,179,5,0.9375,0.6965517241379311,0.8571428571428571,0.4,0.5454545454545454,0.9931034482690132,144,1,9,6
mlp,lacuna,80,75,75,182,16,166,5,0.94,0.7296296296296296,0.875,0.4666666666666667,0.6086956521739131,0.9925925925852401,134,1,8,7
mlp,lacuna,80,80,80,171,13,158,5,0.9642857142857143,0.7916666666666667,1.0,0.5833333333333334,0.7368421052631579,0.9999999999921876,128,0,5,7
mlp,lacuna,90,5,5,2719,240,2479,5,0.9421633554083885,0.7749119418247926,0.8198757763975155,0.5641025641025641,0.6683544303797468,0.9857213195465359,2002,29,102,132
mlp,lacuna,90,10,10,1360,119,1241,5,0.9513274336283186,0.8011035162891926,0.8765432098765432,0.6120689655172413,0.7208121827411168,0.9901380670601675,1004,10,45,71
mlp,lacuna,90,15,15,907,79,828,5,0.9509933774834437,0.7654963031069226,0.9761904761904762,0.5324675324675324,0.6890756302521008,0.9985250737448399,677,1,36,41
mlp,lacuna,90,20,20,680,58,622,5,0.9433628318584071,0.7222319674431659,0.9615384615384616,0.44642857142857145,0.6097560975609756,0.9980353634557996,508,1,31,25
mlp,lacuna,90,25,25,544,50,494,5,0.9244444444444444,0.6825248756218906,0.8181818181818182,0.375,0.5142857142857142,0.9900497512413183,398,4,30,18
mlp,lacuna,90,30,30,454,42,412,5,0.9253333333333333,0.6692347013290493,0.9333333333333333,0.34146341463414637,0.5,0.9970059880209671,333,1,27,14
mlp,lacuna,90,35,35,389,35,354,5,0.928125,0.6747223364870424,0.9230769230769231,0.35294117647058826,0.5106382978723404,0.9965034965000122,285,1,22,12
mlp,lacuna,90,40,40,340,26,314,5,0.9142857142857143,0.6101960784313725,0.5454545454545454,0.24,0.3333333333333333,0.9803921568589005,250,5,19,6
mlp,lacuna,90,45,45,303,28,275,5,0.916,0.6111111111111112,1.0,0.2222222222222222,0.36363636363636365,0.9999999999955157,223,0,21,6
mlp,lacuna,90,50,50,272,25,247,5,0.8977777777777778,0.6125621890547264,0.5454545454545454,0.25,0.34285714285714286,0.9751243781046014,196,5,18,6
mlp,lacuna,90,55,55,248,24,224,5,0.9317073170731708,0.7146440516005733,0.9090909090909091,0.43478260869565216,0.5882352941176471,0.9945054945000302,181,1,13,10
mlp,lacuna,90,60,60,227,20,207,5,0.918918918918919,0.6052631578947368,1.0,0.21052631578947367,0.34782608695652173,0.9999999999939759,166,0,15,4
mlp,lacuna,90,65,65,210,16,194,5,0.9371428571428572,0.6937500000000001,0.75,0.4,0.5217391304347826,0.9874999999938282,158,2,9,6
mlp,lacuna,90,70,70,195,18,177,5,0.925,0.6470588235294118,1.0,0.29411764705882354,0.45454545454545453,0.999999999993007,143,0,12,5
mlp,lacuna,90,75,75,182,17,165,5,0.9133333333333333,0.6763059701492538,0.6666666666666666,0.375,0.48,0.9776119402912119,131,3,10,6
mlp,lacuna,90,80,80,170,12,158,5,0.95,0.6818181818181819,1.0,0.36363636363636365,0.5333333333333333,0.9999999999922481,129,0,7,4
mlp,lacuna,90,85,85,160,13,147,5,0.9307692307692308,0.625,1.0,0.25,0.4,0.9999999999915254,118,0,9,3
mlp,lacuna,90,90,90,152,17,135,5,0.904,0.625,1.0,0.25,0.4,0.9999999999908257,109,0,12,4
mlp,lacuna,100,5,5,2717,262,2455,5,0.9650442477876107,0.8661466130239521,0.9402985074626866,0.73828125,0.8271334792122538,0.9940119760474082,1992,12,67,189
mlp,lacuna,100,10,10,1359,130,1229,5,0.9610619469026549,0.8302101569307825,0.9882352941176471,0.6614173228346457,0.7924528301886793,0.9990029910259233,1002,1,43,84
mlp,lacuna,100,15,15,906,88,818,5,0.9576158940397351,0.8240866270379255,0.9655172413793104,0.6511627906976745,0.7777777777777778,0.9970104633766861,667,2,30,56
mlp,lacuna,100,20,20,680,69,611,5,0.9469026548672567,0.7825780734879817,0.9743589743589743,0.5671641791044776,0.7169811320754716,0.997991967869482,497,1,29,38
mlp,lacuna,100,25,25,544,51,493,5,0.9444444444444444,0.7448979591836735,1.0,0.4897959183673469,0.6575342465753424,0.9999999999975062,401,0,25,24
mlp,lacuna,100,30,30,453,46,407,5,0.9226666666666666,0.6873737373737374,0.9444444444444444,0.37777777777777777,0.5396825396825397,0.9969696969666759,329,1,28,17
mlp,lacuna,100,35,35,389,38,351,5,0.921875,0.6856556202845956,0.875,0.3783783783783784,0.5283018867924528,0.9929328621873041,281,2,23,14
mlp,lacuna,100,40,40,340,35,305,5,0.9428571428571428,0.7647058823529411,1.0,0.5294117647058824,0.6923076923076923,0.999999999995935,246,0,16,18
mlp,lacuna,100,45,45,302,29,273,5,0.912,0.6227477477477478,0.875,0.25,0.3888888888888889,0.9954954954910114,221,1,21,7
mlp,lacuna,100,50,50,272,26,246,5,0.92,0.675,0.8181818181818182,0.36,0.5,0.9899999999950501,198,2,16,9
mlp,lacuna,100,55,55,247,24,223,5,0.926829268292683,0.7118967988533206,0.8333333333333334,0.43478260869565216,0.5714285714285714,0.989010989005555,180,2,13,10
mlp,lacuna,100,60,60,227,24,203,5,0.8972972972972973,0.6242619431025228,0.75,0.2608695652173913,0.3870967741935484,0.9876543209815577,160,2,17,6
