Deslocamento,Eventos_reais,Eventos_detectados,Diferenca_eventos,TP,FP,TN,FN,ACC,Precision,Recall,F1,Balanced_ACC
5,0,13,13,0,62,3432,0,0.9822552947910704,0.0,0.0,0.0,0.9822552947910704
10,0,11,11,0,31,1716,0,0.9822552947910704,0.0,0.0,0.0,0.9822552947910704
15,0,6,6,0,17,1148,0,0.9854077253218884,0.0,0.0,0.0,0.9854077253218884
20,0,7,7,0,12,862,0,0.9862700228832952,0.0,0.0,0.0,0.9862700228832952
25,0,4,4,0,8,691,0,0.9885550786838341,0.0,0.0,0.0,0.9885550786838341
30,0,6,6,0,9,574,0,0.9845626072041166,0.0,0.0,0.0,0.9845626072041166
35,0,4,4,0,7,493,0,0.986,0.0,0.0,0.0,0.986
40,0,4,4,0,7,430,0,0.9839816933638444,0.0,0.0,0.0,0.9839816933638444
45,0,5,5,0,7,382,0,0.9820051413881749,0.0,0.0,0.0,0.9820051413881749
50,0,3,3,0,7,343,0,0.98,0.0,0.0,0.0,0.98
55,0,3,3,0,3,315,0,0.9905660377358491,0.0,0.0,0.0,0.9905660377358491
60,0,3,3,0,4,288,0,0.9863013698630136,0.0,0.0,0.0,0.9863013698630136
65,0,5,5,0,7,262,0,0.9739776951672863,0.0,0.0,0.0,0.9739776951672863
70,0,1,1,0,2,248,0,0.992,0.0,0.0,0.0,0.992
75,0,5,5,0,6,227,0,0.9742489270386266,0.0,0.0,0.0,0.9742489270386266
80,0,3,3,0,3,216,0,0.9863013698630136,0.0,0.0,0.0,0.9863013698630136
85,0,2,2,0,3,203,0,0.9854368932038835,0.0,0.0,0.0,0.9854368932038835
90,0,6,6,0,8,187,0,0.958974358974359,0.0,0.0,0.0,0.958974358974359
95,0,3,3,0,3,181,0,0.9836956521739131,0.0,0.0,0.0,0.9836956521739131
100,0,2,2,0,3,172,0,0.9828571428571429,0.0,0.0,0.0,0.9828571428571429
