Deslocamento,Eventos_reais,Eventos_detectados,Diferenca_eventos,TP,FP,TN,FN,ACC,Precision,Recall,F1,Balanced_ACC
5,17,35,18,476,53,370,40,0.9009584664536742,0.8998109640831758,0.9224806201550387,0.9110047846889953,0.8985925559404035
10,17,28,11,240,26,187,17,0.9085106382978724,0.9022556390977443,0.933852140077821,0.9177820267686424,0.9058932061891453
15,17,28,11,158,20,120,15,0.8881789137380192,0.8876404494382022,0.9132947976878613,0.9002849002849003,0.8852188274153592
20,16,19,3,120,13,92,10,0.902127659574468,0.9022556390977443,0.9230769230769231,0.9125475285171103,0.8996336996336997
25,17,23,6,91,12,74,11,0.8776595744680851,0.883495145631068,0.8921568627450981,0.8878048780487805,0.876310989512084
30,17,22,5,71,11,60,15,0.8343949044585988,0.8658536585365854,0.8255813953488372,0.8452380952380952,0.8353259089420242
35,15,18,3,71,10,50,4,0.8962962962962963,0.8765432098765432,0.9466666666666667,0.9102564102564102,0.89
40,14,17,3,59,10,43,6,0.864406779661017,0.855072463768116,0.9076923076923077,0.8805970149253731,0.8595065312046444
45,14,18,4,52,9,36,8,0.8380952380952381,0.8524590163934426,0.8666666666666667,0.859504132231405,0.8333333333333334
50,15,18,3,48,6,37,3,0.9042553191489362,0.8888888888888888,0.9411764705882353,0.9142857142857143,0.9008207934336525
55,13,15,2,40,6,32,8,0.8372093023255814,0.8695652173913043,0.8333333333333334,0.851063829787234,0.8377192982456141
60,15,18,3,39,7,29,4,0.8607594936708861,0.8478260869565217,0.9069767441860465,0.8764044943820225,0.8562661498708011
