Deslocamento,TP,FP,TN,FN,ACC,Precision,Recall,F1,Balanced_ACC
5,134,0,2102,34,0.9850220264317181,1.0,0.7976190476190477,0.8874172185430463,0.8988095238095238
10,66,0,1052,17,0.9850220264317181,1.0,0.7951807228915663,0.8859060402684564,0.8975903614457832
15,34,0,700,21,0.9721854304635762,1.0,0.6181818181818182,0.7640449438202247,0.8090909090909091
20,33,0,520,12,0.9787610619469026,1.0,0.7333333333333333,0.8461538461538461,0.8666666666666667
25,19,0,418,13,0.9711111111111111,1.0,0.59375,0.7450980392156863,0.796875
30,16,0,345,14,0.9626666666666667,1.0,0.5333333333333333,0.6956521739130435,0.7666666666666666
35,12,0,302,11,0.9661538461538461,1.0,0.5217391304347826,0.6857142857142857,0.7608695652173914
40,12,0,257,11,0.9607142857142857,1.0,0.5217391304347826,0.6857142857142857,0.7608695652173914
45,6,0,233,11,0.956,1.0,0.35294117647058826,0.5217391304347826,0.6764705882352942
50,10,0,205,10,0.9555555555555556,1.0,0.5,0.6666666666666666,0.75
55,6,0,191,8,0.9609756097560975,1.0,0.42857142857142855,0.6,0.7142857142857143
60,9,0,172,9,0.9526315789473684,1.0,0.5,0.6666666666666666,0.75
