Deslocamento,TP,FP,TN,FN,ACC,Precision,Recall,F1,Balanced_ACC
5,245,103,1912,5,0.952317880794702,0.7040229885057471,0.98,0.8193979933110368,0.9644416873449131
10,126,52,952,0,0.9539823008849557,0.7078651685393258,1.0,0.8289473684210527,0.9741035856573705
15,82,20,652,1,0.9721854304635762,0.803921568627451,0.9879518072289156,0.8864864864864865,0.9790949512335054
20,60,15,487,3,0.968141592920354,0.8,0.9523809523809523,0.8695652173913043,0.9612502371466515
25,51,19,380,0,0.9577777777777777,0.7285714285714285,1.0,0.8429752066115702,0.9761904761904762
30,41,12,322,0,0.968,0.7735849056603774,1.0,0.8723404255319149,0.9820359281437125
35,31,5,282,2,0.978125,0.8611111111111112,0.9393939393939394,0.8985507246376812,0.9609861683032415
40,29,8,242,1,0.9678571428571429,0.7837837837837838,0.9666666666666667,0.8656716417910447,0.9673333333333334
45,28,7,215,0,0.972,0.8,1.0,0.8888888888888888,0.9842342342342343
50,29,2,194,0,0.9911111111111112,0.9354838709677419,1.0,0.9666666666666667,0.9948979591836735
55,21,3,180,1,0.9804878048780488,0.875,0.9545454545454546,0.9130434782608695,0.9690760059612519
60,18,3,163,1,0.9783783783783784,0.8571428571428571,0.9473684210526315,0.9,0.9646480659480026
65,20,2,153,0,0.9885714285714285,0.9090909090909091,1.0,0.9523809523809523,0.9935483870967742
70,14,0,144,2,0.9875,1.0,0.875,0.9333333333333333,0.9375
75,16,3,131,0,0.98,0.8421052631578947,1.0,0.9142857142857143,0.9888059701492538
80,10,1,128,1,0.9857142857142858,0.9090909090909091,0.9090909090909091,0.9090909090909091,0.9506694855532065
85,11,2,115,2,0.9692307692307692,0.8461538461538461,0.8461538461538461,0.8461538461538461,0.9145299145299145
90,11,2,109,3,0.96,0.8461538461538461,0.7857142857142857,0.8148148148148148,0.8838481338481339
