Deslocamento,TP,FP,TN,FN,ACC,Precision,Recall,F1,Balanced_ACC
5,74,22,2170,9,0.9863736263736264,0.7708333333333334,0.891566265060241,0.8268156424581006,0.940764884354938
10,36,10,1083,6,0.9859030837004406,0.782608695652174,0.8571428571428571,0.8181818181818182,0.9239968631551432
15,25,9,718,3,0.9841059602649007,0.7352941176470589,0.8928571428571429,0.8064516129032258,0.9402387502456279
20,18,11,533,3,0.9752212389380531,0.6206896551724138,0.8571428571428571,0.72,0.9184611344537814
25,16,8,429,2,0.978021978021978,0.6666666666666666,0.8888888888888888,0.7619047619047619,0.9352911263666412
30,10,11,357,2,0.9657894736842105,0.47619047619047616,0.8333333333333334,0.6060606060606061,0.9017210144927537
