Deslocamento,TP,FP,TN,FN,ACC,Precision,Recall,F1,Balanced_ACC
5,174,0,2075,16,0.9929359823399558,1.0,0.9157894736842105,0.9560439560439561,0.9578947368421052
10,82,0,1041,12,0.9894273127753304,1.0,0.8723404255319149,0.9318181818181818,0.9361702127659575
15,52,0,691,12,0.9841059602649007,1.0,0.8125,0.896551724137931,0.90625
20,37,0,520,8,0.9858407079646018,1.0,0.8222222222222222,0.9024390243902439,0.9111111111111111
25,30,0,412,8,0.9822222222222222,1.0,0.7894736842105263,0.8823529411764706,0.8947368421052632
30,28,0,341,6,0.984,1.0,0.8235294117647058,0.9032258064516129,0.9117647058823529
35,21,0,294,5,0.984375,1.0,0.8076923076923077,0.8936170212765957,0.9038461538461539
40,19,0,257,4,0.9857142857142858,1.0,0.8260869565217391,0.9047619047619048,0.9130434782608696
45,18,0,228,4,0.984,1.0,0.8181818181818182,0.9,0.9090909090909092
50,19,0,202,4,0.9822222222222222,1.0,0.8260869565217391,0.9047619047619048,0.9130434782608696
55,13,0,189,3,0.9853658536585366,1.0,0.8125,0.896551724137931,0.90625
60,15,0,167,3,0.9837837837837838,1.0,0.8333333333333334,0.9090909090909091,0.9166666666666667
65,9,0,163,3,0.9828571428571429,1.0,0.75,0.8571428571428571,0.875
70,10,0,147,3,0.98125,1.0,0.7692307692307693,0.8695652173913043,0.8846153846153846
