Deslocamento,TP,FP,TN,FN,ACC,Precision,Recall,F1,Balanced_ACC
5,104,5,2122,39,0.9806167400881057,0.9541284403669725,0.7272727272727273,0.8253968253968254,0.8624609992734111
10,57,3,1060,15,0.9841409691629956,0.95,0.7916666666666666,0.8636363636363636,0.8944222326748197
15,31,4,703,17,0.9721854304635762,0.8857142857142857,0.6458333333333334,0.7469879518072289,0.8200878123526638
20,26,4,526,9,0.9769911504424779,0.8666666666666667,0.7428571428571429,0.8,0.8676549865229111
25,15,5,416,14,0.9577777777777777,0.75,0.5172413793103449,0.6122448979591837,0.7526824473748874
30,13,2,351,9,0.9706666666666667,0.8666666666666667,0.5909090909090909,0.7027027027027027,0.7926216842647438
35,12,2,302,9,0.9661538461538461,0.8571428571428571,0.5714285714285714,0.6857142857142857,0.7824248120300752
40,11,0,263,6,0.9785714285714285,1.0,0.6470588235294118,0.7857142857142857,0.8235294117647058
45,6,2,232,10,0.952,0.75,0.375,0.5,0.6832264957264957
50,7,1,209,8,0.96,0.875,0.4666666666666667,0.6086956521739131,0.730952380952381
55,6,3,190,6,0.9560975609756097,0.6666666666666666,0.5,0.5714285714285714,0.7422279792746114
60,7,1,178,4,0.9736842105263158,0.875,0.6363636363636364,0.7368421052631579,0.8153885220924326
