Deslocamento,TP,FP,TN,FN,ACC,Precision,Recall,F1,Balanced_ACC
5,183,60,2020,7,0.9704845814977974,0.7530864197530864,0.9631578947368421,0.8452655889145496,0.9671558704453441
10,93,33,1006,3,0.9682819383259912,0.7380952380952381,0.96875,0.8378378378378378,0.9684943455245428
15,61,15,677,2,0.9774834437086093,0.8026315789473685,0.9682539682539683,0.8776978417266187,0.9732888338379668
20,42,4,517,2,0.9893805309734514,0.9130434782608695,0.9545454545454546,0.9333333333333333,0.9734339556796371
25,40,10,399,1,0.9755555555555555,0.8,0.975609756097561,0.8791208791208791,0.9755799391734749
30,30,7,337,1,0.9786666666666667,0.8108108108108109,0.967741935483871,0.8823529411764706,0.9736965491372843
35,22,10,288,5,0.9538461538461539,0.6875,0.8148148148148148,0.7457627118644068,0.8906288839174745
40,18,3,257,2,0.9821428571428571,0.8571428571428571,0.9,0.8780487804878049,0.9442307692307692
45,19,3,226,2,0.98,0.8636363636363636,0.9047619047619048,0.8837209302325582,0.945830734040341
50,18,4,201,2,0.9733333333333334,0.8181818181818182,0.9,0.8571428571428571,0.9402439024390243
55,16,5,181,3,0.9609756097560975,0.7619047619047619,0.8421052631578947,0.8,0.9076117713638936
60,11,1,176,2,0.9842105263157894,0.9166666666666666,0.8461538461538461,0.88,0.920252064319861
