Deslocamento,TP,FP,TN,FN,ACC,Precision,Recall,F1,Balanced_ACC
5,159,10,2052,44,0.976158940397351,0.9408284023668639,0.7832512315270936,0.8548387096774194,0.8892007855016651
10,77,6,1022,25,0.9725663716814159,0.927710843373494,0.7549019607843137,0.8324324324324325,0.8745326924544137
15,42,6,681,26,0.9576158940397351,0.875,0.6176470588235294,0.7241379310344828,0.8044567171846905
20,34,1,513,17,0.968141592920354,0.9714285714285714,0.6666666666666666,0.7906976744186046,0.8323605706874189
25,22,4,406,18,0.9511111111111111,0.8461538461538461,0.55,0.6666666666666666,0.7701219512195122
30,17,3,340,15,0.952,0.85,0.53125,0.6538461538461539,0.7612518221574345
35,14,2,288,16,0.94375,0.875,0.4666666666666667,0.6086956521739131,0.7298850574712643
40,11,1,255,13,0.95,0.9166666666666666,0.4583333333333333,0.6111111111111112,0.7272135416666666
45,12,4,222,12,0.936,0.75,0.5,0.6,0.7411504424778761
50,12,1,204,8,0.96,0.9230769230769231,0.6,0.7272727272727273,0.7975609756097561
55,11,3,183,8,0.9463414634146341,0.7857142857142857,0.5789473684210527,0.6666666666666666,0.7814091680814941
60,4,1,168,12,0.9297297297297298,0.8,0.25,0.38095238095238093,0.6220414201183432
65,8,2,156,9,0.9371428571428572,0.8,0.47058823529411764,0.5925925925925926,0.7289650037230082
70,7,0,143,10,0.9375,1.0,0.4117647058823529,0.5833333333333334,0.7058823529411764
75,4,1,135,10,0.9266666666666666,0.8,0.2857142857142857,0.42105263157894735,0.6391806722689075
80,3,1,126,10,0.9214285714285714,0.75,0.23076923076923078,0.35294117647058826,0.6114476075105997
85,6,1,117,6,0.9461538461538461,0.8571428571428571,0.5,0.631578947368421,0.7457627118644068
90,4,1,113,7,0.936,0.8,0.36363636363636365,0.5,0.677432216905901
