Deslocamento,TP,FP,TN,FN,ACC,Precision,Recall,F1,Balanced_ACC
5,197,44,1993,26,0.9690265486725663,0.8174273858921162,0.8834080717488789,0.8491379310344828,0.9309038395072328
10,99,22,996,13,0.9690265486725663,0.8181818181818182,0.8839285714285714,0.8497854077253219,0.9311587847319674
15,66,14,665,10,0.9682119205298013,0.825,0.868421052631579,0.8461538461538461,0.923901247965274
20,49,7,503,6,0.9769911504424779,0.875,0.8909090909090909,0.8828828828828829,0.9385918003565062
25,41,5,399,5,0.9777777777777777,0.8913043478260869,0.8913043478260869,0.8913043478260869,0.9394640551011623
30,31,4,335,5,0.976,0.8857142857142857,0.8611111111111112,0.8732394366197183,0.9246558505408062
35,29,6,282,3,0.971875,0.8285714285714286,0.90625,0.8656716417910447,0.9427083333333333
40,24,6,247,3,0.9678571428571429,0.8,0.8888888888888888,0.8421052631578947,0.9325867369345631
45,22,1,224,3,0.984,0.9565217391304348,0.88,0.9166666666666666,0.9377777777777778
50,18,2,202,3,0.9777777777777777,0.9,0.8571428571428571,0.8780487804878049,0.9236694677871149
55,19,5,180,1,0.9707317073170731,0.7916666666666666,0.95,0.8636363636363636,0.9614864864864865
60,15,1,166,3,0.9783783783783784,0.9375,0.8333333333333334,0.8823529411764706,0.9136726546906188
65,14,2,152,2,0.9764705882352941,0.875,0.875,0.875,0.9310064935064934
70,17,0,142,1,0.99375,1.0,0.9444444444444444,0.9714285714285714,0.9722222222222222
75,17,2,131,0,0.9866666666666667,0.8947368421052632,1.0,0.9444444444444444,0.9924812030075187
80,12,1,125,2,0.9785714285714285,0.9230769230769231,0.8571428571428571,0.8888888888888888,0.9246031746031746
85,11,2,115,2,0.9692307692307692,0.8461538461538461,0.8461538461538461,0.8461538461538461,0.9145299145299145
90,10,2,112,1,0.976,0.8333333333333334,0.9090909090909091,0.8695652173913043,0.9457735247208932
95,11,0,102,2,0.9826086956521739,1.0,0.8461538461538461,0.9166666666666666,0.9230769230769231
100,7,0,100,3,0.9727272727272728,1.0,0.7,0.8235294117647058,0.85
