Deslocamento,TP,FP,TN,FN,ACC,Precision,Recall,F1,Balanced_ACC
5,191,0,2037,32,0.9858407079646018,1.0,0.8565022421524664,0.9227053140096618,0.9282511210762332
10,88,0,1018,24,0.9787610619469026,1.0,0.7857142857142857,0.88,0.8928571428571428
15,58,0,679,18,0.976158940397351,1.0,0.7631578947368421,0.8656716417910447,0.881578947368421
20,40,0,510,15,0.9734513274336283,1.0,0.7272727272727273,0.8421052631578947,0.8636363636363636
25,31,0,404,15,0.9666666666666667,1.0,0.6739130434782609,0.8051948051948052,0.8369565217391304
30,27,0,339,9,0.976,1.0,0.75,0.8571428571428571,0.875
35,22,0,288,10,0.96875,1.0,0.6875,0.8148148148148148,0.84375
40,19,0,253,8,0.9714285714285714,1.0,0.7037037037037037,0.8260869565217391,0.8518518518518519
45,15,0,225,10,0.96,1.0,0.6,0.75,0.8
50,12,0,204,9,0.96,1.0,0.5714285714285714,0.7272727272727273,0.7857142857142857
55,13,0,185,7,0.9658536585365853,1.0,0.65,0.7878787878787878,0.825
60,10,0,167,8,0.9567567567567568,1.0,0.5555555555555556,0.7142857142857143,0.7777777777777778
65,7,0,154,9,0.9470588235294117,1.0,0.4375,0.6086956521739131,0.71875
70,8,0,142,10,0.9375,1.0,0.4444444444444444,0.6153846153846154,0.7222222222222222
75,6,0,133,11,0.9266666666666666,1.0,0.35294117647058826,0.5217391304347826,0.6764705882352942
80,5,1,125,9,0.9285714285714286,0.8333333333333334,0.35714285714285715,0.5,0.6746031746031746
85,4,0,117,9,0.9307692307692308,1.0,0.3076923076923077,0.47058823529411764,0.6538461538461539
90,4,0,114,7,0.944,1.0,0.36363636363636365,0.5333333333333333,0.6818181818181819
95,4,0,102,9,0.9217391304347826,1.0,0.3076923076923077,0.47058823529411764,0.6538461538461539
100,3,0,100,7,0.9363636363636364,1.0,0.3,0.46153846153846156,0.65
