Deslocamento,TP,FP,TN,FN,ACC,Precision,Recall,F1,Balanced_ACC
5,139,0,2102,24,0.9894039735099338,1.0,0.852760736196319,0.9205298013245033,0.9263803680981595
10,69,0,1053,13,0.9885462555066079,1.0,0.8414634146341463,0.9139072847682119,0.9207317073170731
15,47,0,699,9,0.9880794701986755,1.0,0.8392857142857143,0.912621359223301,0.9196428571428572
20,29,0,524,12,0.9787610619469026,1.0,0.7073170731707317,0.8285714285714286,0.8536585365853658
25,23,1,415,11,0.9733333333333334,0.9583333333333334,0.6764705882352942,0.7931034482758621,0.8370333710407241
30,18,0,349,8,0.9786666666666667,1.0,0.6923076923076923,0.8181818181818182,0.8461538461538461
35,12,0,297,11,0.965625,1.0,0.5217391304347826,0.6857142857142857,0.7608695652173914
40,10,0,259,11,0.9607142857142857,1.0,0.47619047619047616,0.6451612903225806,0.7380952380952381
45,9,0,232,9,0.964,1.0,0.5,0.6666666666666666,0.75
50,10,0,205,10,0.9555555555555556,1.0,0.5,0.6666666666666666,0.75
55,8,0,191,6,0.9707317073170731,1.0,0.5714285714285714,0.7272727272727273,0.7857142857142857
60,5,0,172,8,0.9567567567567568,1.0,0.38461538461538464,0.5555555555555556,0.6923076923076923
65,6,0,163,6,0.9657142857142857,1.0,0.5,0.6666666666666666,0.75
70,4,0,148,8,0.95,1.0,0.3333333333333333,0.5,0.6666666666666666
