Deslocamento,TP,FP,TN,FN,ACC,Precision,Recall,F1,Balanced_ACC
5,122,4,2123,21,0.9889867841409692,0.9682539682539683,0.8531468531468531,0.9070631970260223,0.9256331350830646
10,61,0,1063,11,0.9903083700440528,1.0,0.8472222222222222,0.9172932330827067,0.9236111111111112
15,41,0,707,7,0.990728476821192,1.0,0.8541666666666666,0.9213483146067416,0.9270833333333333
20,30,0,530,5,0.9911504424778761,1.0,0.8571428571428571,0.9230769230769231,0.9285714285714286
25,23,0,421,6,0.9866666666666667,1.0,0.7931034482758621,0.8846153846153846,0.896551724137931
30,16,0,353,6,0.984,1.0,0.7272727272727273,0.8421052631578947,0.8636363636363636
35,16,0,304,5,0.9846153846153847,1.0,0.7619047619047619,0.8648648648648649,0.8809523809523809
40,14,0,263,3,0.9892857142857143,1.0,0.8235294117647058,0.9032258064516129,0.9117647058823529
45,13,0,234,3,0.988,1.0,0.8125,0.896551724137931,0.90625
50,10,0,210,5,0.9777777777777777,1.0,0.6666666666666666,0.8,0.8333333333333333
55,8,0,193,4,0.9804878048780488,1.0,0.6666666666666666,0.8,0.8333333333333333
60,9,0,179,2,0.9894736842105263,1.0,0.8181818181818182,0.9,0.9090909090909092
