Deslocamento,TP,FP,TN,FN,ACC,Precision,Recall,F1,Balanced_ACC
5,155,0,2082,28,0.9876379690949227,1.0,0.8469945355191257,0.9171597633136095,0.9234972677595629
10,77,0,1038,15,0.9867256637168141,1.0,0.8369565217391305,0.9112426035502958,0.9184782608695652
15,46,0,694,15,0.9801324503311258,1.0,0.7540983606557377,0.8598130841121495,0.8770491803278688
20,34,0,520,11,0.9805309734513274,1.0,0.7555555555555555,0.8607594936708861,0.8777777777777778
25,26,0,412,12,0.9733333333333334,1.0,0.6842105263157895,0.8125,0.8421052631578947
30,23,0,344,8,0.9786666666666667,1.0,0.7419354838709677,0.8518518518518519,0.8709677419354839
35,12,0,294,14,0.95625,1.0,0.46153846153846156,0.631578947368421,0.7307692307692308
40,12,0,258,10,0.9642857142857143,1.0,0.5454545454545454,0.7058823529411765,0.7727272727272727
45,11,0,229,10,0.96,1.0,0.5238095238095238,0.6875,0.7619047619047619
50,11,0,204,10,0.9555555555555556,1.0,0.5238095238095238,0.6875,0.7619047619047619
55,12,0,187,6,0.9707317073170731,1.0,0.6666666666666666,0.8,0.8333333333333333
60,7,0,170,8,0.9567567567567568,1.0,0.4666666666666667,0.6363636363636364,0.7333333333333334
65,6,0,162,7,0.96,1.0,0.46153846153846156,0.631578947368421,0.7307692307692308
70,5,0,146,9,0.94375,1.0,0.35714285714285715,0.5263157894736842,0.6785714285714286
75,6,0,138,6,0.96,1.0,0.5,0.6666666666666666,0.75
80,3,1,127,9,0.9285714285714286,0.75,0.25,0.375,0.62109375
