Deslocamento,TP,FP,TN,FN,ACC,Precision,Recall,F1,Balanced_ACC
5,165,0,2053,47,0.9792494481236204,1.0,0.7783018867924528,0.8753315649867374,0.8891509433962264
10,80,0,1025,25,0.9778761061946902,1.0,0.7619047619047619,0.8648648648648649,0.8809523809523809
15,50,0,684,21,0.9721854304635762,1.0,0.704225352112676,0.8264462809917356,0.852112676056338
20,34,0,509,22,0.9610619469026549,1.0,0.6071428571428571,0.7555555555555555,0.8035714285714286
25,25,0,407,18,0.96,1.0,0.5813953488372093,0.7352941176470589,0.7906976744186047
30,18,0,340,17,0.9546666666666667,1.0,0.5142857142857142,0.6792452830188679,0.7571428571428571
35,14,0,290,16,0.95,1.0,0.4666666666666667,0.6363636363636364,0.7333333333333334
40,11,0,255,14,0.95,1.0,0.44,0.6111111111111112,0.72
45,12,0,226,12,0.952,1.0,0.5,0.6666666666666666,0.75
50,11,0,202,12,0.9466666666666667,1.0,0.4782608695652174,0.6470588235294118,0.7391304347826086
55,10,0,186,9,0.9560975609756097,1.0,0.5263157894736842,0.6896551724137931,0.763157894736842
60,8,0,166,11,0.9405405405405406,1.0,0.42105263157894735,0.5925925925925926,0.7105263157894737
65,6,0,161,8,0.9542857142857143,1.0,0.42857142857142855,0.6,0.7142857142857143
70,6,0,145,9,0.94375,1.0,0.4,0.5714285714285714,0.7
75,8,0,135,7,0.9533333333333334,1.0,0.5333333333333333,0.6956521739130435,0.7666666666666666
80,5,0,128,7,0.95,1.0,0.4166666666666667,0.5882352941176471,0.7083333333333334
