Deslocamento,TP,FP,TN,FN,ACC,Precision,Recall,F1,Balanced_ACC
5,161,62,2038,9,0.9687224669603525,0.7219730941704036,0.9470588235294117,0.8193384223918575,0.9587675070028011
10,84,31,1018,2,0.9709251101321585,0.7304347826086957,0.9767441860465116,0.835820895522388,0.9735961159021881
15,53,22,677,3,0.9668874172185431,0.7066666666666667,0.9464285714285714,0.8091603053435115,0.9574775189045575
20,39,15,507,4,0.9663716814159292,0.7222222222222222,0.9069767441860465,0.8041237113402062,0.9391205560010691
25,30,7,411,7,0.9692307692307692,0.8108108108108109,0.8108108108108109,0.8108108108108109,0.8970321996637787
30,25,6,343,1,0.9813333333333333,0.8064516129032258,0.9615384615384616,0.8771929824561403,0.9721732422305489
35,18,5,296,6,0.9661538461538461,0.782608695652174,0.75,0.7659574468085106,0.8666943521594684
40,17,2,258,3,0.9821428571428571,0.8947368421052632,0.85,0.8717948717948718,0.9211538461538462
45,18,2,229,1,0.988,0.9,0.9473684210526315,0.9230769230769231,0.9693552061973114
50,17,3,203,2,0.9777777777777777,0.85,0.8947368421052632,0.8717948717948718,0.9400868676545733
