Deslocamento,TP,FP,TN,FN,ACC,Precision,Recall,F1,Balanced_ACC
5,84,10,2114,62,0.9682819383259912,0.8936170212765957,0.5753424657534246,0.7,0.7853171839124938
10,40,1,1062,32,0.9709251101321585,0.975609756097561,0.5555555555555556,0.7079646017699115,0.7773074108916066
15,27,5,701,22,0.9642384105960264,0.84375,0.5510204081632653,0.6666666666666666,0.7719691275943805
20,16,1,530,18,0.9663716814159292,0.9411764705882353,0.47058823529411764,0.6274509803921569,0.7343524980613714
25,13,4,424,14,0.9604395604395605,0.7647058823529411,0.48148148148148145,0.5909090909090909,0.7360678435444791
30,9,2,349,15,0.9546666666666667,0.8181818181818182,0.375,0.5142857142857142,0.6846509971509971
35,3,3,300,19,0.9323076923076923,0.5,0.13636363636363635,0.21428571428571427,0.5632313231323132
40,2,1,265,12,0.9535714285714286,0.6666666666666666,0.14285714285714285,0.23529411764705882,0.5695488721804511
45,2,1,233,14,0.94,0.6666666666666666,0.125,0.21052631578947367,0.5603632478632479
50,1,4,207,13,0.9244444444444444,0.2,0.07142857142857142,0.10526315789473684,0.5262356127285037
