Deslocamento,TP,FP,TN,FN,ACC,Precision,Recall,F1,Balanced_ACC
5,155,0,2102,13,0.994273127753304,1.0,0.9226190476190477,0.9597523219814241,0.9613095238095238
10,72,0,1052,11,0.9903083700440528,1.0,0.8674698795180723,0.9290322580645162,0.9337349397590362
15,45,0,700,10,0.9867549668874173,1.0,0.8181818181818182,0.9,0.9090909090909092
20,37,0,520,8,0.9858407079646018,1.0,0.8222222222222222,0.9024390243902439,0.9111111111111111
25,26,0,418,6,0.9866666666666667,1.0,0.8125,0.896551724137931,0.90625
30,25,0,345,5,0.9866666666666667,1.0,0.8333333333333334,0.9090909090909091,0.9166666666666667
35,19,0,302,4,0.9876923076923076,1.0,0.8260869565217391,0.9047619047619048,0.9130434782608696
40,18,0,257,5,0.9821428571428571,1.0,0.782608695652174,0.8780487804878049,0.8913043478260869
45,14,0,233,3,0.988,1.0,0.8235294117647058,0.9032258064516129,0.9117647058823529
50,17,0,205,3,0.9866666666666667,1.0,0.85,0.918918918918919,0.925
55,11,0,191,3,0.9853658536585366,1.0,0.7857142857142857,0.88,0.8928571428571428
60,13,0,172,5,0.9736842105263158,1.0,0.7222222222222222,0.8387096774193549,0.8611111111111112
