Deslocamento,TP,FP,TN,FN,ACC,Precision,Recall,F1,Balanced_ACC
5,226,102,1933,4,0.9532008830022075,0.6890243902439024,0.9826086956521739,0.8100358422939068,0.9662429227646618
10,113,50,964,3,0.9530973451327434,0.6932515337423313,0.9741379310344828,0.8100358422939068,0.9624141331701013
15,74,16,663,2,0.976158940397351,0.8222222222222222,0.9736842105263158,0.891566265060241,0.9750600728625688
20,50,9,502,4,0.9769911504424779,0.847457627118644,0.9259259259259259,0.8849557522123894,0.9541567007320432
25,50,12,387,1,0.9711111111111111,0.8064516129032258,0.9803921568627451,0.8849557522123894,0.9751584844464101
30,36,8,331,0,0.9786666666666667,0.8181818181818182,1.0,0.9,0.9882005899705015
35,29,6,283,2,0.975,0.8285714285714286,0.9354838709677419,0.8787878787878788,0.9573613126465007
40,25,12,239,4,0.9428571428571428,0.6756756756756757,0.8620689655172413,0.7575757575757576,0.9071301002885012
45,26,4,220,0,0.984,0.8666666666666667,1.0,0.9285714285714286,0.9910714285714286
50,29,4,192,0,0.9822222222222222,0.8787878787878788,1.0,0.9354838709677419,0.9897959183673469
55,20,3,181,1,0.9804878048780488,0.8695652173913043,0.9523809523809523,0.9090909090909091,0.9680383022774327
60,14,6,165,0,0.9675675675675676,0.7,1.0,0.8235294117647058,0.9824561403508771
65,16,7,149,3,0.9428571428571428,0.6956521739130435,0.8421052631578947,0.7619047619047619,0.89861673414305
70,15,7,138,0,0.95625,0.6818181818181818,1.0,0.8108108108108109,0.9758620689655173
75,16,5,129,0,0.9666666666666667,0.7619047619047619,1.0,0.8648648648648649,0.9813432835820896
80,9,4,126,1,0.9642857142857143,0.6923076923076923,0.9,0.782608695652174,0.9346153846153846
