Deslocamento,TP,FP,TN,FN,ACC,Precision,Recall,F1,Balanced_ACC
5,122,0,2127,21,0.9907488986784141,1.0,0.8531468531468531,0.9207547169811321,0.9265734265734266
10,61,0,1063,11,0.9903083700440528,1.0,0.8472222222222222,0.9172932330827067,0.9236111111111112
15,38,0,707,10,0.9867549668874173,1.0,0.7916666666666666,0.8837209302325582,0.8958333333333333
20,28,0,530,7,0.9876106194690265,1.0,0.8,0.8888888888888888,0.9
25,21,0,421,8,0.9822222222222222,1.0,0.7241379310344828,0.84,0.8620689655172413
30,16,0,353,6,0.984,1.0,0.7272727272727273,0.8421052631578947,0.8636363636363636
35,16,0,304,5,0.9846153846153847,1.0,0.7619047619047619,0.8648648648648649,0.8809523809523809
40,8,0,263,9,0.9678571428571429,1.0,0.47058823529411764,0.64,0.7352941176470589
45,9,0,234,7,0.972,1.0,0.5625,0.72,0.78125
50,10,0,210,5,0.9777777777777777,1.0,0.6666666666666666,0.8,0.8333333333333333
55,9,0,193,3,0.9853658536585366,1.0,0.75,0.8571428571428571,0.875
60,7,0,179,4,0.9789473684210527,1.0,0.6363636363636364,0.7777777777777778,0.8181818181818181
