Deslocamento,TP,FP,TN,FN,ACC,Precision,Recall,F1,Balanced_ACC
5,203,66,1989,7,0.9677704194260486,0.7546468401486989,0.9666666666666667,0.8475991649269311,0.9672749391727493
10,105,25,1004,1,0.9770925110132158,0.8076923076923077,0.9905660377358491,0.8898305084745762,0.9831353026385756
15,66,18,666,5,0.9695364238410596,0.7857142857142857,0.9295774647887324,0.8516129032258064,0.9516308376575241
20,50,10,502,3,0.9769911504424779,0.8333333333333334,0.9433962264150944,0.8849557522123894,0.9619324882075472
25,40,6,403,1,0.9844444444444445,0.8695652173913043,0.975609756097561,0.9195402298850575,0.9804699147235971
30,31,7,334,3,0.9733333333333334,0.8157894736842105,0.9117647058823529,0.8611111111111112,0.9456184233224081
35,26,5,286,3,0.975,0.8387096774193549,0.896551724137931,0.8666666666666667,0.9396847967768693
40,26,8,243,3,0.9607142857142857,0.7647058823529411,0.896551724137931,0.8253968253968254,0.9323396070888859
45,20,5,221,4,0.964,0.8,0.8333333333333334,0.8163265306122449,0.9056047197640118
50,18,2,203,2,0.9822222222222222,0.9,0.9,0.9,0.9451219512195121
55,18,2,184,1,0.9853658536585366,0.9,0.9473684210526315,0.9230769230769231,0.9683078664402942
60,11,2,169,3,0.972972972972973,0.8461538461538461,0.7857142857142857,0.8148148148148148,0.8870091896407686
65,12,0,158,5,0.9714285714285714,1.0,0.7058823529411765,0.8275862068965517,0.8529411764705883
70,10,0,146,4,0.975,1.0,0.7142857142857143,0.8333333333333334,0.8571428571428572
