evento_id,falha,inicio_idx,fim_idx,inicio,fim,duracao_pts,valor_injetado
stuck_at_zero_01,stuck_at_zero,220,244,2023-10-08 12:40:00,2023-10-08 16:40:00,25,0.0
stuck_at_zero_02,stuck_at_zero,1113,1138,2023-10-14 17:30:00,2023-10-14 21:40:00,26,0.0
stuck_at_zero_03,stuck_at_zero,1478,1512,2023-10-17 06:20:00,2023-10-17 12:00:00,35,0.0
stuck_at_zero_04,stuck_at_zero,1690,1718,2023-10-18 17:40:00,2023-10-18 22:20:00,29,0.0
stuck_at_zero_05,stuck_at_zero,3221,3247,2023-10-29 08:50:00,2023-10-29 13:10:00,27,0.0
