iter	F1	Logloss
0	0.8571428571	0.6688338845
1	0.9032258065	0.6480958087
2	0.9032258065	0.6201401213
3	0.9491525424	0.5940226603
4	0.9655172414	0.5707417569
5	0.9655172414	0.5453573005
6	0.9655172414	0.5296005874
7	0.9655172414	0.5138419684
8	0.9655172414	0.4966664171
9	0.9655172414	0.48179698
10	0.9655172414	0.4676866718
11	0.9824561404	0.4476466922
12	0.9824561404	0.4359509627
13	0.9824561404	0.428351742
14	0.9824561404	0.4179401004
15	0.9824561404	0.4000839749
16	0.9824561404	0.3810829576
17	1	0.3672806131
18	1	0.3576785999
19	1	0.3499701065
20	1	0.3437801377
21	1	0.3293423744
22	1	0.3222048444
23	1	0.3108827081
24	1	0.3042117668
25	1	0.2988478087
26	1	0.2894228515
27	1	0.2831392755
28	1	0.2767416128
29	1	0.2643624514
30	1	0.2581857336
31	1	0.2515464201
32	1	0.2465961516
33	1	0.2405134831
34	1	0.2354307973
35	1	0.2282443619
36	1	0.2213238457
37	1	0.2163674764
38	1	0.2111127162
39	1	0.2068610512
40	1	0.201347921
41	1	0.1980701658
42	1	0.1926154568
43	1	0.1855532852
44	1	0.1818635091
45	1	0.1766298816
46	1	0.1704633486
47	1	0.165996415
48	1	0.1615837514
49	1	0.1577665303
50	1	0.1553440289
51	1	0.1507913439
52	1	0.1479467882
53	1	0.1441169332
54	1	0.1408394631
55	1	0.1370645648
56	1	0.1342850051
57	1	0.1322485478
58	1	0.1301843887
59	1	0.1282906924
60	1	0.1260964579
61	1	0.1233473366
62	1	0.1204978316
63	1	0.1173092534
64	1	0.1156974396
65	1	0.1139447948
66	1	0.111544688
67	1	0.1095756242
68	1	0.1074185205
69	1	0.1058154981
70	1	0.1044562918
71	1	0.1032242962
72	1	0.1016814746
73	1	0.1001948602
74	1	0.09840644487
75	1	0.09666912544
76	1	0.09450012485
77	1	0.09267486236
78	1	0.09079391631
79	1	0.08819438455
80	1	0.08656012923
81	1	0.08486444718
82	1	0.0832609524
83	1	0.08212914026
84	1	0.08024525713
85	1	0.0787109288
86	1	0.07708921145
87	1	0.07549752275
88	1	0.07436597937
89	1	0.07325290139
90	1	0.07181931164
91	1	0.06994994604
92	1	0.06845564391
93	1	0.06692512242
94	1	0.06509559769
95	1	0.063891611
96	1	0.06229849201
97	1	0.06108950601
98	1	0.06020541593
99	1	0.05906027136
100	1	0.05781522807
101	1	0.0566115992
102	1	0.0557038103
103	1	0.05484145193
104	1	0.05374056534
105	1	0.05261692824
106	1	0.05129749421
107	1	0.05037860082
108	1	0.04925892993
109	1	0.0482061924
110	1	0.04738767577
111	1	0.04671315655
112	1	0.04589144082
113	1	0.04494458875
114	1	0.04403785258
115	1	0.04324942026
116	1	0.04262818302
117	1	0.0419149941
118	1	0.04114140669
119	1	0.04016900013
120	1	0.03947861177
121	1	0.0387949293
122	1	0.03837556844
123	1	0.0377670469
124	1	0.03716108114
125	1	0.03623688747
126	1	0.03562195583
127	1	0.03500595869
128	1	0.03456646958
129	1	0.03403274994
130	1	0.03357856865
131	1	0.03305699775
132	1	0.03261670179
133	1	0.0321182881
134	1	0.03169716395
135	1	0.03123701456
136	1	0.03078472978
137	1	0.0302382231
138	1	0.02988667186
139	1	0.02953094687
140	1	0.02910352687
141	1	0.02875992262
142	1	0.02826428122
143	1	0.02792769793
144	1	0.0274623124
145	1	0.0271583867
146	1	0.0268496488
147	1	0.02658797892
148	1	0.0261666489
149	1	0.02580687718
150	1	0.02542967105
151	1	0.02505433325
152	1	0.02471990231
153	1	0.02440576941
154	1	0.02405384732
155	1	0.02373897382
156	1	0.02341422727
157	1	0.02309374853
158	1	0.02279578977
159	1	0.02249529709
160	1	0.0222170756
161	1	0.02193455251
162	1	0.02166108965
163	1	0.02139622689
164	1	0.02113953572
165	1	0.02089061654
166	1	0.02066329308
167	1	0.02042705005
168	1	0.02021104877
169	1	0.01999949362
170	1	0.01978003613
171	1	0.0195666243
172	1	0.01937068471
173	1	0.01917997779
174	1	0.01898034743
175	1	0.01879841955
176	1	0.01861423322
177	1	0.01842742028
178	1	0.01825761602
179	1	0.0180907839
180	1	0.01792902189
181	1	0.01776933437
182	1	0.01761440961
183	1	0.01744769556
184	1	0.01729166792
185	1	0.01713163764
186	1	0.01698188093
187	1	0.01682810225
188	1	0.01668519339
189	1	0.01654698627
190	1	0.01641183591
191	1	0.01627825491
192	1	0.01613684221
193	1	0.01600827742
194	1	0.01588244971
195	1	0.0157543255
196	1	0.01563265627
197	1	0.01552820785
198	1	0.01540578055
199	1	0.01529283442
200	1	0.01516739203
201	1	0.0150544279
202	1	0.01495729625
203	1	0.01484355811
204	1	0.01473833947
205	1	0.01462958688
206	1	0.01453762751
207	1	0.01443044292
208	1	0.01433070635
209	1	0.01423240009
210	1	0.01413549274
211	1	0.01402764278
212	1	0.01393343248
213	1	0.01382892994
214	1	0.01373295018
215	1	0.01363730881
216	1	0.01354447977
217	1	0.01346473087
218	1	0.01336730592
219	1	0.01327833718
220	1	0.0132016624
221	1	0.01311121066
222	1	0.01302428782
223	1	0.01294219041
224	1	0.0128611751
225	1	0.01277219125
226	1	0.01269098012
227	1	0.01260745882
228	1	0.01253036129
229	1	0.0124459655
230	1	0.01236900384
231	1	0.01228978031
232	1	0.01220874619
233	1	0.01213616671
234	1	0.01206312267
235	1	0.01198966182
236	1	0.01191949871
237	1	0.01184927596
238	1	0.01178710294
239	1	0.01171508283
240	1	0.01164129817
241	1	0.0115773204
242	1	0.01151164288
243	1	0.01144484999
244	1	0.01138058654
245	1	0.01131708517
246	1	0.01125372441
247	1	0.01118564046
248	1	0.01112075314
249	1	0.01105972012
250	1	0.01099405987
251	1	0.01093454951
252	1	0.01087436866
253	1	0.01081607969
254	1	0.01076096087
255	1	0.01070383298
256	1	0.01065230821
257	1	0.0105952106
258	1	0.01053978207
259	1	0.01048496896
260	1	0.01043059461
261	1	0.01037931717
262	1	0.01033315073
263	1	0.01027945704
264	1	0.01022715361
265	1	0.01017541608
266	1	0.01011956742
267	1	0.01006892492
268	1	0.01002539344
269	1	0.009972917534
270	1	0.009924698238
271	1	0.009875825568
272	1	0.009826739153
273	1	0.009777541779
274	1	0.009729529729
275	1	0.009681291028
276	1	0.009637152178
277	1	0.00959060268
278	1	0.009544606714
279	1	0.009506800607
280	1	0.00946935808
281	1	0.009420702227
282	1	0.009383955075
