Deslocamento,Eventos_reais,Eventos_detectados,Diferenca_eventos,TP,FP,TN,FN,ACC,Precision,Recall,F1,Balanced_ACC
5,0,36,36,0,97,848,0,0.8973544973544973,0.0,0.0,0.0,0.8973544973544973
10,0,28,28,0,54,419,0,0.8858350951374208,0.0,0.0,0.0,0.8858350951374208
15,0,17,17,0,28,287,0,0.9111111111111111,0.0,0.0,0.0,0.9111111111111111
20,0,18,18,0,25,212,0,0.8945147679324894,0.0,0.0,0.0,0.8945147679324894
25,0,10,10,0,13,176,0,0.9312169312169312,0.0,0.0,0.0,0.9312169312169312
30,0,12,12,0,15,143,0,0.9050632911392406,0.0,0.0,0.0,0.9050632911392406
