falha,janela,passo_cfg,passo_real,amostras,positivos,negativos,splits_validos,accuracy,balanced_accuracy,precision_pos,recall_pos,f1_pos,specificity,tn,fp,fn,tp
oscilacao,90,5,5,2719,405,2314,5,0.9598233995584989,0.9679800724637682,0.8009478672985783,0.9797101449275363,0.8813559322033898,0.956249999999502,1836,84,7,338
oscilacao,60,45,45,303,35,268,5,0.972,0.9392260883133094,0.8666666666666667,0.896551724137931,0.8813559322033898,0.9819004524842448,217,4,3,26
oscilacao,80,25,25,545,85,460,5,0.9577777777777777,0.9692110446319075,0.7954545454545454,0.9859154929577465,0.8805031446540881,0.9525065963035554,361,18,1,70
oscilacao,80,5,5,2721,373,2348,5,0.9629139072847682,0.9678745166117153,0.8025974025974026,0.9747634069400631,0.8803418803418803,0.9609856262828742,1872,76,8,309
oscilacao,70,20,20,681,86,595,5,0.9646017699115044,0.973841741842076,0.7912087912087912,0.9863013698630136,0.8780487804878049,0.9613821138191843,473,19,1,72
oscilacao,90,85,85,160,24,136,5,0.9615384615384616,0.9556661925082978,0.8181818181818182,0.9473684210526315,0.8780487804878049,0.9639639639552796,107,4,1,18
oscilacao,30,15,15,911,70,841,5,0.9801324503311258,0.9504432105980908,0.84375,0.9152542372881356,0.8780487804878049,0.9856321839066299,686,10,5,54
oscilacao,90,20,20,680,102,578,5,0.9575221238938053,0.9701942961573606,0.7889908256880734,0.9885057471264368,0.8775510204081632,0.9518828451862932,455,23,1,86
oscilacao,80,80,80,171,18,153,5,0.9714285714285714,0.9841269841269842,0.7777777777777778,1.0,0.875,0.9682539682462836,122,4,0,14
oscilacao,80,15,15,907,124,783,5,0.9615894039735099,0.9617216117216117,0.8015873015873016,0.9619047619047619,0.8744588744588745,0.9615384615369823,625,25,4,101
oscilacao,20,20,20,684,37,647,5,0.9842105263157894,0.9916512059369202,0.775,1.0,0.8732394366197183,0.9833024118720162,530,9,0,31
oscilacao,90,65,65,210,32,178,5,0.96,0.9309309309309309,0.8571428571428571,0.8888888888888888,0.8727272727272727,0.972972972966399,144,4,3,24
oscilacao,60,50,50,273,34,239,5,0.9688888888888889,0.920957215373459,0.8888888888888888,0.8571428571428571,0.8727272727272727,0.9847715735990621,194,3,4,24
oscilacao,50,20,20,682,70,612,5,0.968141592920354,0.9747270047564816,0.7733333333333333,0.9830508474576272,0.8656716417910447,0.9664031620534261,489,17,1,58
oscilacao,50,25,25,546,61,485,5,0.9692307692307692,0.9240074441687345,0.8653846153846154,0.8653846153846154,0.8653846153846154,0.9826302729504154,396,7,7,45
oscilacao,100,90,90,151,25,126,5,0.952,0.9331501831501832,0.8260869565217391,0.9047619047619048,0.8636363636363636,0.961538461529216,100,4,2,19
oscilacao,50,35,35,390,41,349,5,0.9692307692307692,0.9325123152709359,0.8378378378378378,0.8857142857142857,0.8611111111111112,0.9793103448242093,284,6,4,31
oscilacao,40,10,10,1365,123,1242,5,0.9691629955947136,0.9743028900428992,0.753731343283582,0.9805825242718447,0.8523206751054853,0.9680232558130155,999,33,2,101
oscilacao,30,5,5,2731,212,2519,5,0.9736263736263736,0.9701814480296005,0.76,0.9661016949152542,0.8507462686567164,0.9742612011434822,2044,54,6,171
oscilacao,100,85,85,160,25,135,5,0.9538461538461539,0.9293504030346136,0.8095238095238095,0.8947368421052632,0.85,0.9639639639552796,107,4,2,17
oscilacao,20,10,10,1367,89,1278,5,0.9770925110132158,0.9691509433962264,0.7578947368421053,0.96,0.8470588235294118,0.97830188679153,1037,23,3,72
oscilacao,20,5,5,2733,178,2555,5,0.9775824175824176,0.9630414743634264,0.7663043478260869,0.9463087248322147,0.8468468468468469,0.979774223894177,2083,43,8,141
oscilacao,70,60,60,227,29,198,5,0.9567567567567568,0.9566559312936125,0.7586206896551724,0.9565217391304348,0.8461538461538461,0.9567901234508841,155,7,1,22
oscilacao,30,10,10,1366,106,1260,5,0.9718061674008811,0.9744237007755602,0.7435897435897436,0.9775280898876404,0.8446601941747572,0.9713193116625514,1016,30,2,87
oscilacao,40,5,5,2729,245,2484,5,0.9665198237885463,0.9706135947558023,0.7380073800738007,0.975609756097561,0.8403361344537815,0.965617433413576,1994,71,5,200
oscilacao,90,80,80,170,17,153,5,0.9642857142857143,0.9484126984126984,0.7647058823529411,0.9285714285714286,0.8387096774193549,0.9682539682462836,122,4,1,13
oscilacao,20,15,15,911,59,852,5,0.976158940397351,0.9587645256402845,0.7540983606557377,0.9387755102040817,0.8363636363636363,0.9787535410751009,691,15,3,46
queda,20,20,20,684,20,664,5,0.9982456140350877,0.9722222222222222,1.0,0.9444444444444444,0.9714285714285714,0.9999999999981884,552,0,1,17
queda,60,35,35,390,28,362,5,0.9907692307692307,0.956672203765227,0.9565217391304348,0.9166666666666666,0.9361702127659575,0.9966777408604762,300,1,2,22
queda,80,80,80,171,16,155,5,0.9857142857142858,0.9603174603174603,0.9285714285714286,0.9285714285714286,0.9285714285714286,0.9920634920556185,125,1,1,13
queda,100,100,100,136,15,121,5,0.9818181818181818,0.9563838223632039,0.9230769230769231,0.9230769230769231,0.9230769230769231,0.9896907216392815,96,1,1,12
queda,30,20,20,683,28,655,5,0.9929203539823008,0.976394023413432,0.8846153846153846,0.9583333333333334,0.92,0.9944547134916923,538,3,1,23
queda,30,5,5,2731,114,2617,5,0.9929670329670329,0.967091016470897,0.9019607843137255,0.9387755102040817,0.92,0.9954065227372552,2167,10,6,92
queda,80,50,50,273,29,244,5,0.9822222222222222,0.9550000000000001,0.92,0.92,0.92,0.9899999999950501,198,2,2,23
queda,20,5,5,2733,86,2647,5,0.9947252747252747,0.9580964426489188,0.918918918918919,0.918918918918919,0.918918918918919,0.9972739663784655,2195,6,6,68
queda,70,40,40,341,28,313,5,0.9857142857142858,0.9544270833333333,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.9921874999961243,254,2,2,22
queda,90,50,50,272,28,244,5,0.9822222222222222,0.9533582089552239,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.9900497512388555,199,2,2,22
queda,100,70,70,195,21,174,5,0.98125,0.940923317683881,0.9411764705882353,0.8888888888888888,0.9142857142857143,0.9929577464718806,141,1,2,16
queda,30,10,10,1366,58,1308,5,0.9920704845814978,0.9576958525345622,0.9019607843137255,0.92,0.9108910891089109,0.9953917050682071,1080,5,4,46
queda,90,70,70,195,19,176,5,0.98125,0.9618055555555556,0.8823529411764706,0.9375,0.9090909090909091,0.9861111111042632,142,2,1,15
queda,20,10,10,1367,44,1323,5,0.9938325991189427,0.9587031617329559,0.8974358974358975,0.9210526315789473,0.9090909090909091,0.9963536918860562,1093,4,3,35
queda,90,55,55,248,25,223,5,0.9804878048780488,0.9469461697722568,0.9047619047619048,0.9047619047619048,0.9047619047619048,0.9891304347772331,182,2,2,19
queda,80,40,40,341,30,311,5,0.9821428571428571,0.9383706844336765,0.92,0.8846153846153846,0.9019607843137255,0.9921259842480625,252,2,3,23
queda,60,45,45,303,23,280,5,0.984,0.9456521739130435,0.9,0.9,0.9,0.991304347821777,228,2,2,18
queda,80,70,70,195,17,178,5,0.98125,0.9574363992172211,0.8666666666666667,0.9285714285714286,0.896551724137931,0.9863013698562583,144,2,1,13
queda,100,25,25,544,62,482,5,0.9733333333333334,0.9448653198653199,0.875,0.9074074074074074,0.8909090909090909,0.9823232323207517,389,7,5,49
queda,100,30,30,453,51,402,5,0.9733333333333334,0.9454820104366932,0.8695652173913043,0.9090909090909091,0.8888888888888888,0.981873111779511,325,6,4,40
queda,100,85,85,160,18,142,5,0.9692307692307692,0.955592105263158,0.8333333333333334,0.9375,0.8823529411764706,0.9736842105177747,111,3,1,15
queda,100,75,75,182,20,162,5,0.9733333333333334,0.9128787878787878,0.9375,0.8333333333333334,0.8823529411764706,0.9924242424167241,131,1,3,15
queda,100,50,50,272,29,243,5,0.9733333333333334,0.9325,0.88,0.88,0.88,0.984999999995075,197,3,3,22
queda,100,5,5,2717,310,2407,5,0.970353982300885,0.9473627649866894,0.8442906574394463,0.9172932330827067,0.8792792792792793,0.9774322968901819,1949,45,22,244
queda,70,45,45,303,24,279,5,0.98,0.9242046163443542,0.9,0.8571428571428571,0.8780487804878049,0.9912663755415229,227,2,3,18
queda,80,55,55,248,24,224,5,0.975609756097561,0.9231366459627328,0.9,0.8571428571428571,0.8780487804878049,0.9891304347772331,182,2,3,18
queda,90,5,5,2719,282,2437,5,0.9726269315673289,0.948297063113043,0.8409090909090909,0.9173553719008265,0.8774703557312253,0.9792387543247755,1981,42,20,222
queda,90,35,35,389,40,349,5,0.971875,0.9583504730563555,0.8205128205128205,0.9411764705882353,0.8767123287671232,0.9755244755210646,279,7,2,32
queda,100,10,10,1359,156,1203,5,0.9699115044247788,0.9377210333872805,0.8571428571428571,0.8955223880597015,0.8759124087591241,0.9799196787138756,976,20,14,120
queda,80,35,35,389,36,353,5,0.975,0.9563218390804598,0.8235294117647058,0.9333333333333333,0.875,0.9793103448242093,284,6,2,28
queda,100,35,35,389,45,344,5,0.96875,0.9481149682717431,0.8333333333333334,0.9210526315789473,0.875,0.975177304961081,275,7,3,35
queda,70,50,50,273,28,245,5,0.9733333333333334,0.9300373134328358,0.875,0.875,0.875,0.9850746268607709,198,3,3,21
queda,80,65,65,210,19,191,5,0.9771428571428571,0.9086001489203276,0.9333333333333333,0.8235294117647058,0.875,0.9936708860696604,157,1,3,14
queda,90,75,75,182,19,163,5,0.9733333333333334,0.9080053073861123,0.9333333333333333,0.8235294117647058,0.875,0.9924812030000566,132,1,3,14
queda,80,5,5,2721,254,2467,5,0.97439293598234,0.9489452006292494,0.8333333333333334,0.9174311926605505,0.8733624454148472,0.9804592085974693,2007,40,18,200
queda,70,35,35,389,32,357,5,0.978125,0.9530350601779174,0.8275862068965517,0.9230769230769231,0.8727272727272727,0.9829931972755681,289,5,2,24
queda,70,5,5,2723,226,2497,5,0.9766004415011037,0.9498300039325591,0.827906976744186,0.9175257731958762,0.8704156479217604,0.9821342346687677,2034,37,16,178
queda,30,15,15,911,40,871,5,0.9880794701986755,0.9377090642082075,0.8571428571428571,0.8823529411764706,0.8695652173913043,0.9930651872385672,716,5,4,30
queda,50,35,35,390,24,366,5,0.9815384615384616,0.9668032786885246,0.7916666666666666,0.95,0.8636363636363636,0.9836065573738243,300,5,1,19
queda,70,15,15,908,75,833,5,0.9748344370860927,0.9437183429811866,0.8169014084507042,0.90625,0.8592592592592593,0.9811866859609535,678,13,6,58
queda,60,5,5,2725,198,2527,5,0.9775330396475771,0.947310924369748,0.8115183246073299,0.9117647058823529,0.8587257617728532,0.9828571428566748,2064,36,15,155
queda,90,65,65,210,23,187,5,0.9657142857142857,0.9370967741935484,0.8181818181818182,0.9,0.8571428571428571,0.9741935483808117,151,4,2,18
queda,100,80,80,170,21,149,5,0.9642857142857143,0.9289813486370158,0.8333333333333334,0.8823529411764706,0.8571428571428571,0.9756097560896292,120,3,2,15
queda,100,15,15,906,103,803,5,0.9629139072847682,0.9395529507973286,0.8,0.9090909090909091,0.851063829787234,0.9700149925022938,647,20,8,80
queda,40,5,5,2729,142,2587,5,0.9828193832599119,0.9484003419116525,0.7985611510791367,0.9098360655737705,0.8505747126436781,0.986964618249075,2120,28,11,111
queda,70,65,65,210,19,191,5,0.9714285714285714,0.9054355919583024,0.875,0.8235294117647058,0.8484848484848485,0.9873417721456498,156,2,3,14
queda,50,5,5,2727,170,2557,5,0.9788546255506608,0.9440510280422052,0.7951807228915663,0.9041095890410958,0.8461538461538461,0.9839924670428513,2090,34,14,132
queda,70,25,25,545,47,498,5,0.9711111111111111,0.8853539268889021,0.8888888888888888,0.7804878048780488,0.8311688311688312,0.9902200488973345,405,4,9,32
queda,80,25,25,545,53,492,5,0.9622222222222222,0.9395061728395062,0.7592592592592593,0.9111111111111111,0.8282828282828283,0.9679012345655114,392,13,4,41
queda,70,60,60,227,17,210,5,0.972972972972973,0.8941176470588236,0.8571428571428571,0.8,0.8275862068965517,0.988235294111834,168,2,3,12
queda,100,55,55,247,28,219,5,0.9512195121951219,0.9362338858195212,0.7333333333333333,0.9166666666666666,0.8148148148148148,0.955801104967095,173,8,2,22
queda,60,55,55,248,16,232,5,0.975609756097561,0.887621540762902,0.8461538461538461,0.7857142857142857,0.8148148148148148,0.9895287958063376,189,2,3,11
queda,50,25,25,546,34,512,5,0.9736263736263736,0.9084313725490196,0.78125,0.8333333333333334,0.8064516129032258,0.9835294117623917,418,7,5,25
queda,100,40,40,340,37,303,5,0.9535714285714286,0.9174115818111155,0.75,0.8709677419354839,0.8059701492537313,0.9638554216828761,240,9,4,27
queda,50,45,45,303,20,283,5,0.968,0.9555667760666497,0.6956521739130435,0.9411764705882353,0.8,0.9699570815409015,226,7,1,16
queda,90,45,45,303,33,270,5,0.948,0.9395109395109396,0.7027027027027027,0.9285714285714286,0.8,0.9504504504461692,211,11,2,26
queda,100,45,45,302,36,266,5,0.944,0.9264987479746649,0.717948717948718,0.9032258064516129,0.8,0.9497716894933801,208,11,3,28
queda,30,30,30,456,20,436,5,0.9815789473684211,0.9062550640090747,0.7777777777777778,0.8235294117647058,0.8,0.988980716250719,359,4,3,14
queda,90,10,10,1360,142,1218,5,0.9513274336283186,0.9258879781420766,0.7218543046357616,0.8934426229508197,0.7985347985347986,0.9583333333323826,966,42,13,109
queda,90,20,20,680,70,610,5,0.952212389380531,0.9218646864686468,0.726027397260274,0.8833333333333333,0.7969924812030075,0.9603960396020587,485,20,7,53
queda,40,10,10,1365,72,1293,5,0.9744493392070485,0.9408952890599165,0.7088607594936709,0.9032258064516129,0.7943262411347518,0.9785647716673079,1050,23,6,56
queda,100,20,20,680,76,604,5,0.9486725663716814,0.9052043480901196,0.7466666666666667,0.8484848484848485,0.7943262411347518,0.9619238476934631,480,19,10,56
queda,90,15,15,907,96,811,5,0.9483443708609272,0.9335429275540899,0.7009345794392523,0.9146341463414634,0.7936507936507936,0.9524517087653009,641,32,7,75
queda,80,15,15,907,84,823,5,0.9549668874172186,0.931623149503823,0.7065217391304348,0.9027777777777778,0.7926829268292683,0.960468521228462,656,27,7,65
queda,90,25,25,544,56,488,5,0.9533333333333334,0.8913246268656716,0.7647058823529411,0.8125,0.7878787878787878,0.97014925372893,390,12,9,39
queda,40,40,40,342,16,326,5,0.9789473684210527,0.8873220875065894,0.7857142857142857,0.7857142857142857,0.7857142857142857,0.9889298892952438,268,3,3,11
queda,60,15,15,909,68,841,5,0.9615894039735099,0.9396799089694752,0.6883116883116883,0.9137931034482759,0.7851851851851852,0.965566714489289,673,24,5,53
queda,30,25,25,547,25,522,5,0.9758241758241758,0.9646697388632872,0.6666666666666666,0.9523809523809523,0.7843137254901961,0.9769585253433711,424,10,1,20
queda,90,30,30,454,48,406,5,0.9466666666666667,0.9165693004235431,0.7058823529411765,0.8780487804878049,0.782608695652174,0.9550898203564219,319,15,5,36
queda,40,35,35,390,21,369,5,0.9723076923076923,0.9576012223071046,0.6666666666666666,0.9411764705882353,0.7804878048780488,0.9740259740228117,300,8,1,16
queda,40,25,25,546,28,518,5,0.9736263736263736,0.9270591647331787,0.7,0.875,0.7777777777777778,0.9791183294640856,422,9,3,21
queda,80,30,30,454,42,412,5,0.9493333333333334,0.9347345132743363,0.673469387755102,0.9166666666666666,0.7764705882352941,0.9528023598791953,323,16,3,33
queda,80,10,10,1361,128,1233,5,0.9495575221238938,0.9233957219251336,0.6853146853146853,0.8909090909090909,0.7747035573122529,0.9558823529402394,975,45,12,98
queda,90,40,40,340,33,307,5,0.95,0.9227053140096618,0.6857142857142857,0.8888888888888888,0.7741935483870968,0.9565217391266541,242,11,3,24
queda,80,75,75,182,17,165,5,0.9533333333333334,0.8851851851851852,0.75,0.8,0.7741935483870968,0.9703703703631825,131,4,3,12
queda,50,20,20,682,42,640,5,0.9663716814159292,0.9173230413778618,0.6888888888888889,0.8611111111111112,0.7654320987654321,0.9735349716427721,515,14,5,31
queda,40,20,20,683,34,649,5,0.9716814159292035,0.9221183800623053,0.6842105263157895,0.8666666666666667,0.7647058823529411,0.9775700934561167,523,12,4,26
queda,50,40,40,341,19,322,5,0.9714285714285714,0.9220125786163522,0.6842105263157895,0.8666666666666667,0.7647058823529411,0.9773584905623496,259,6,2,13
queda,80,60,60,227,19,208,5,0.9567567567567568,0.8704481792717087,0.7647058823529411,0.7647058823529411,0.7647058823529411,0.9761904761846656,164,4,4,13
queda,80,20,20,681,62,619,5,0.9486725663716814,0.9136587663984924,0.6811594202898551,0.8703703703703703,0.7642276422764228,0.9569471624247418,489,22,7,47
queda,60,10,10,1363,100,1263,5,0.958590308370044,0.92422462145565,0.672566371681416,0.8837209302325582,0.7638190954773869,0.964728312677822,1012,37,10,76
queda,50,10,10,1364,86,1278,5,0.9638766519823788,0.9241090760883409,0.6701030927835051,0.8783783783783784,0.7602339181286549,0.9698397737973894,1029,32,9,65
queda,50,15,15,909,56,853,5,0.9642384105960264,0.9226485148514851,0.6666666666666666,0.875,0.7567567567567568,0.9702970297015979,686,21,6,42
queda,60,20,20,682,48,634,5,0.95929203539823,0.901370299553856,0.6862745098039216,0.8333333333333334,0.7526881720430108,0.969407265772525,507,16,7,35
queda,60,60,60,228,16,212,5,0.9578947368421052,0.911525974025974,0.6666666666666666,0.8571428571428571,0.75,0.9659090909036029,170,6,2,12
queda,40,15,15,910,47,863,5,0.9668874172185431,0.9471153846153846,0.6271186440677966,0.925,0.7474747474747475,0.9692307692294136,693,22,3,37
queda,70,30,30,454,37,417,5,0.9493333333333334,0.9156341107871719,0.6511627906976745,0.875,0.7466666666666667,0.9562682215715561,328,15,4,28
queda,80,45,45,303,28,275,5,0.94,0.9295722713864307,0.6285714285714286,0.9166666666666666,0.7457627118644068,0.9424778761020245,213,13,2,22
queda,70,10,10,1362,114,1248,5,0.947136563876652,0.9202517072402732,0.6397058823529411,0.8877551020408163,0.7435897435897436,0.9527483124388112,988,49,11,87
queda,70,20,20,681,56,625,5,0.9486725663716814,0.9152562862669246,0.6461538461538462,0.875,0.7433628318584071,0.955512572532001,494,23,6,42
queda,60,50,50,273,21,252,5,0.9511111111111111,0.9195418552036199,0.625,0.8823529411764706,0.7317073170731707,0.9567307692261696,199,9,2,15
queda,60,40,40,341,23,318,5,0.9607142857142857,0.8813268804194394,0.6818181818181818,0.7894736842105263,0.7317073170731707,0.9731800766246239,254,7,4,15
queda,60,30,30,455,34,421,5,0.9493333333333334,0.9093581821805861,0.625,0.8620689655172413,0.7246376811594203,0.9566473988411658,331,15,4,25
queda,90,60,60,227,23,204,5,0.9243243243243243,0.9136363636363636,0.6,0.9,0.72,0.9272727272671075,153,12,2,18
queda,100,65,65,209,24,185,5,0.9176470588235294,0.8916586768935761,0.6206896551724138,0.8571428571428571,0.72,0.9261744966380794,138,11,3,18
queda,60,25,25,545,40,505,5,0.9466666666666667,0.9171380090497737,0.6,0.8823529411764706,0.7142857142857143,0.9519230769207887,396,20,4,30
queda,70,55,55,248,21,227,5,0.9414634146341463,0.892602495543672,0.625,0.8333333333333334,0.7142857142857143,0.9518716577489206,178,9,3,15
queda,50,50,50,273,15,258,5,0.9644444444444444,0.8728229317851959,0.6666666666666666,0.7692307692307693,0.7142857142857143,0.9764150943350169,207,5,3,10
queda,100,60,60,227,25,202,5,0.9135135135135135,0.891940881204685,0.59375,0.8636363636363636,0.7037037037037037,0.9202453987673606,150,13,3,19
queda,100,95,95,143,17,126,5,0.9043478260869565,0.8883333333333334,0.5909090909090909,0.8666666666666667,0.7027027027027027,0.9099999999909,91,9,2,13
queda,50,30,30,455,28,427,5,0.9546666666666667,0.8981481481481481,0.6060606060606061,0.8333333333333334,0.7017543859649122,0.9629629629602195,338,13,4,20
queda,90,85,85,160,16,144,5,0.9153846153846154,0.8897783251231527,0.5714285714285714,0.8571428571428571,0.6857142857142857,0.9224137930954964,107,9,2,12
queda,90,80,80,170,19,151,5,0.9142857142857143,0.8933333333333333,0.5652173913043478,0.8666666666666667,0.6842105263157895,0.9199999999926399,115,10,2,13
queda,100,90,90,151,18,133,5,0.904,0.8878787878787879,0.5652173913043478,0.8666666666666667,0.6842105263157895,0.9090909090826446,100,10,2,13
queda,40,30,30,455,23,432,5,0.96,0.8845070422535212,0.5925925925925926,0.8,0.6808510638297872,0.9690140845043127,344,11,4,16
queda,90,90,90,152,17,135,5,0.896,0.9102316602316602,0.52,0.9285714285714286,0.6666666666666666,0.8918918918838568,99,12,1,13
queda,70,70,70,195,15,180,5,0.93125,0.9245495495495495,0.5238095238095238,0.9166666666666666,0.6666666666666666,0.9324324324261323,138,10,1,11
queda,20,15,15,911,28,883,5,0.9456953642384106,0.9518068855449157,0.36507936507936506,0.9583333333333334,0.5287356321839081,0.9452804377552049,691,40,1,23
stuck,90,55,55,248,49,199,5,0.8439024390243902,0.7835365853658537,0.5957446808510638,0.6829268292682927,0.6363636363636364,0.8841463414580235,145,19,13,28
stuck,70,50,50,273,45,228,5,0.8666666666666667,0.7939769209119054,0.5909090909090909,0.6842105263157895,0.6341463414634146,0.9037433155031885,169,18,12,26
stuck,90,20,20,680,138,542,5,0.8407079646017699,0.7683426231372995,0.6129032258064516,0.6440677966101694,0.628099173553719,0.8926174496624326,399,48,42,76
stuck,100,10,10,1359,296,1063,5,0.831858407079646,0.7538823529411764,0.631578947368421,0.611764705882353,0.6215139442231076,0.8959999999989761,784,91,99,156
stuck,80,50,50,273,51,222,5,0.8444444444444444,0.7706363404037823,0.5833333333333334,0.6511627906976745,0.6153846153846154,0.8901098901049994,162,20,15,28
stuck,50,35,35,390,54,336,5,0.8923076923076924,0.7690953620082657,0.6363636363636364,0.5957446808510638,0.6153846153846154,0.9424460431620776,262,16,19,28
stuck,100,30,30,453,99,354,5,0.8186666666666667,0.7561364752086401,0.5869565217391305,0.6428571428571429,0.6136363636363636,0.8694158075571498,253,38,30,54
stuck,60,10,10,1363,208,1155,5,0.8889867841409692,0.7547480189803885,0.6802721088435374,0.5586592178770949,0.6134969325153374,0.9508368200826874,909,47,79,100
stuck,90,40,40,340,69,271,5,0.8464285714285714,0.7534025647077334,0.6296296296296297,0.5964912280701754,0.6126126126126126,0.9103139013412094,203,20,23,34
stuck,90,10,10,1360,274,1086,5,0.8371681415929203,0.7520712471087856,0.6111111111111112,0.6059322033898306,0.6085106382978723,0.8982102908267358,803,91,93,143
stuck,90,30,30,454,92,362,5,0.8266666666666667,0.7609169354135796,0.5681818181818182,0.6493506493506493,0.6060606060606061,0.8724832214735823,260,38,27,50
stuck,60,35,35,390,61,329,5,0.88,0.7573260073260073,0.6382978723404256,0.5769230769230769,0.6060606060606061,0.9377289377255028,256,17,22,30
stuck,100,5,5,2717,592,2125,5,0.8247787610619469,0.7440844917134077,0.6141414141414141,0.5972495088408645,0.6055776892430279,0.8909194745854421,1560,191,205,304
stuck,100,45,45,302,66,236,5,0.816,0.7515151515151515,0.5737704918032787,0.6363636363636364,0.603448275862069,0.8666666666622223,169,26,20,35
stuck,90,15,15,907,183,724,5,0.8251655629139073,0.7557623074792834,0.5714285714285714,0.6369426751592356,0.6024096385542169,0.8745819397978686,523,75,57,100
stuck,60,15,15,909,139,770,5,0.8807947019867549,0.7550539083557951,0.6355140186915887,0.5714285714285714,0.6017699115044248,0.938679245281543,597,39,51,68
stuck,90,90,90,152,32,120,5,0.776,0.7876845376845376,0.4772727272727273,0.8076923076923077,0.6,0.7676767676690134,76,23,5,21
stuck,100,20,20,680,149,531,5,0.8106194690265487,0.7449942791762014,0.5755395683453237,0.625,0.599250936329588,0.8649885583504234,378,59,48,80
stuck,90,5,5,2719,548,2171,5,0.8269315673289184,0.7506142200825114,0.5782178217821782,0.6199575371549894,0.5983606557377049,0.8812709030095423,1581,213,179,292
stuck,100,80,80,170,38,132,5,0.7785714285714286,0.7654631547795205,0.5,0.7419354838709677,0.5974025974025974,0.7889908256808349,86,23,8,23
stuck,80,35,35,389,72,317,5,0.84375,0.7564102564102564,0.578125,0.6166666666666667,0.5967741935483871,0.8961538461503994,233,27,23,37
stuck,90,50,50,272,54,218,5,0.8177777777777778,0.7517332058331341,0.5555555555555556,0.6382978723404256,0.594059405940594,0.8651685393209823,154,24,17,30
stuck,80,45,45,303,56,247,5,0.836,0.755569306930693,0.5660377358490566,0.625,0.594059405940594,0.8861386138569993,179,23,18,30
stuck,70,35,35,389,66,323,5,0.871875,0.7458228905597326,0.6382978723404256,0.5555555555555556,0.594059405940594,0.9360902255603907,249,17,24,30
stuck,100,100,100,136,30,106,5,0.7636363636363637,0.7737403100775193,0.475,0.7916666666666666,0.59375,0.7558139534795836,65,21,5,19
stuck,100,60,60,227,50,177,5,0.8054054054054054,0.7441565040650406,0.5531914893617021,0.6341463414634146,0.5909090909090909,0.854166666660735,123,21,15,26
stuck,70,20,20,681,116,565,5,0.8601769911504424,0.7481792170633372,0.6063829787234043,0.5757575757575758,0.5906735751295337,0.9206008583671232,429,37,42,57
stuck,100,15,15,906,198,708,5,0.8119205298013245,0.7367521367521368,0.5795454545454546,0.6,0.5895953757225434,0.8735042735027804,511,74,68,102
stuck,100,25,25,544,119,425,5,0.8111111111111111,0.7392857142857143,0.5700934579439252,0.61,0.5893719806763285,0.868571428568947,304,46,39,61
stuck,80,10,10,1361,252,1109,5,0.8380530973451328,0.7487217407543876,0.5745614035087719,0.6036866359447005,0.5887640449438202,0.8937568455630955,816,97,86,131
stuck,90,75,75,182,38,144,5,0.7933333333333333,0.7624017348875034,0.5,0.7096774193548387,0.5866666666666667,0.8151260504133182,97,22,9,22
stuck,80,20,20,681,127,554,5,0.8371681415929203,0.7455335586673104,0.5752212389380531,0.5963302752293578,0.5855855855855856,0.8947368421033011,408,48,44,65
stuck,80,15,15,907,168,739,5,0.8344370860927153,0.7490907437715948,0.5605095541401274,0.6111111111111112,0.584717607973422,0.8870703764306267,542,69,56,88
stuck,100,85,85,160,35,125,5,0.7692307692307693,0.7531580744281325,0.4883720930232558,0.7241379310344828,0.5833333333333334,0.7821782178140378,79,22,8,21
stuck,90,35,35,389,80,309,5,0.825,0.7383679312813172,0.5735294117647058,0.5909090909090909,0.582089552238806,0.8858267716500559,225,29,27,39
stuck,100,40,40,340,74,266,5,0.8142857142857143,0.7334381315966764,0.5714285714285714,0.5901639344262295,0.5806451612903226,0.8767123287631201,192,27,25,36
stuck,90,45,45,303,61,242,5,0.808,0.7481525273425953,0.5238095238095238,0.6470588235294118,0.5789473684210527,0.8492462311515113,169,30,18,33
stuck,60,5,5,2725,416,2309,5,0.8722466960352423,0.7419323191900911,0.6024464831804281,0.5518207282913166,0.5760233918128655,0.9320439100883784,1783,130,160,197
stuck,100,35,35,389,87,302,5,0.796875,0.7335539340460433,0.5365853658536586,0.6197183098591549,0.5751633986928104,0.8473895582295286,211,38,27,44
stuck,80,5,5,2721,504,2217,5,0.8326710816777042,0.740481004871063,0.5589519650655022,0.5912240184757506,0.574635241301908,0.8897379912658899,1630,202,177,256
stuck,90,25,25,544,109,435,5,0.8155555555555556,0.738705367986398,0.5436893203883495,0.6086956521739131,0.5743589743589743,0.8687150837964561,311,47,36,56
stuck,70,5,5,2723,460,2263,5,0.8525386313465784,0.7409598592025994,0.5784061696658098,0.569620253164557,0.5739795918367347,0.9122994652401538,1706,164,170,225
stuck,50,20,20,682,94,588,5,0.8973451327433628,0.7262242268041237,0.6964285714285714,0.4875,0.5735294117647058,0.9649484536062578,468,17,41,39
stuck,100,55,55,247,53,194,5,0.7658536585365854,0.7461805555555556,0.47761194029850745,0.7111111111111111,0.5714285714285714,0.7812499999951172,125,35,13,32
stuck,100,50,50,272,59,213,5,0.7866666666666666,0.7303921568627452,0.5245901639344263,0.6274509803921569,0.5714285714285714,0.8333333333285441,145,29,19,32
stuck,80,25,25,545,102,443,5,0.8355555555555556,0.7361804995970991,0.5632183908045977,0.5764705882352941,0.5697674418604651,0.8958904109564496,327,38,36,49
