falha,janela,passo_cfg,passo_real,amostras,positivos,negativos,splits_validos,accuracy,balanced_accuracy,precision_pos,recall_pos,f1_pos,specificity,tn,fp,fn,tp
lacuna,40,40,40,342,15,327,5,0.9964912280701754,0.9615384615384616,1.0,0.9230769230769231,0.96,0.9999999999963236,272,0,1,12
lacuna,70,25,25,545,47,498,5,0.9933333333333333,0.9615384615384616,1.0,0.9230769230769231,0.96,0.999999999997567,411,0,3,36
lacuna,80,80,80,171,15,156,5,0.9928571428571429,0.9615384615384616,1.0,0.9230769230769231,0.96,0.999999999992126,127,0,1,12
lacuna,20,10,10,1367,43,1324,5,0.9973568281938326,0.9594594594594594,1.0,0.918918918918919,0.9577464788732394,0.9999999999990893,1098,0,3,34
lacuna,40,20,20,683,43,640,5,0.9946902654867257,0.9594594594594594,1.0,0.918918918918919,0.9577464788732394,0.9999999999981061,528,0,3,34
lacuna,50,30,30,455,28,427,5,0.9946666666666667,0.9583333333333333,1.0,0.9166666666666666,0.9565217391304348,0.9999999999971511,351,0,2,22
lacuna,90,20,20,680,70,610,5,0.9911504424778761,0.9583333333333333,1.0,0.9166666666666666,0.9565217391304348,0.9999999999980198,505,0,5,55
lacuna,60,25,25,545,40,505,5,0.9933333333333333,0.9558823529411764,1.0,0.9117647058823529,0.9538461538461539,0.9999999999975961,416,0,3,31
lacuna,70,45,45,303,26,277,5,0.992,0.9545454545454546,1.0,0.9090909090909091,0.9523809523809523,0.9999999999956141,228,0,2,20
lacuna,80,60,60,227,24,203,5,0.9891891891891892,0.9523809523809523,1.0,0.9047619047619048,0.95,0.9999999999939025,164,0,2,19
lacuna,90,60,60,227,24,203,5,0.9891891891891892,0.9523809523809523,1.0,0.9047619047619048,0.95,0.9999999999939025,164,0,2,19
lacuna,100,35,35,389,47,342,5,0.9875,0.9512195121951219,1.0,0.9024390243902439,0.9487179487179487,0.9999999999964158,279,0,4,37
lacuna,80,55,55,248,24,224,5,0.9902439024390244,0.95,1.0,0.9,0.9473684210526315,0.9999999999945947,185,0,2,18
lacuna,90,45,45,303,34,269,5,0.988,0.9482758620689655,1.0,0.896551724137931,0.9454545454545454,0.9999999999954752,221,0,3,26
lacuna,70,20,20,681,56,625,5,0.9911504424778761,0.9479166666666667,1.0,0.8958333333333334,0.945054945054945,0.9999999999980658,517,0,5,43
lacuna,60,45,45,303,23,280,5,0.992,0.9473684210526316,1.0,0.8947368421052632,0.9444444444444444,0.999999999995671,231,0,2,17
lacuna,50,25,25,546,34,512,5,0.9934065934065934,0.9464285714285714,1.0,0.8928571428571429,0.9433962264150944,0.9999999999976581,427,0,3,25
lacuna,30,30,30,456,21,435,5,0.9947368421052631,0.9444444444444444,1.0,0.8888888888888888,0.9411764705882353,0.9999999999972375,362,0,2,16
lacuna,60,35,35,390,31,359,5,0.9907692307692307,0.9444444444444444,1.0,0.8888888888888888,0.9411764705882353,0.9999999999966444,298,0,3,24
lacuna,60,60,60,228,21,207,5,0.9894736842105263,0.9444444444444444,1.0,0.8888888888888888,0.9411764705882353,0.9999999999941861,172,0,2,16
lacuna,70,60,60,227,20,207,5,0.9891891891891892,0.9411764705882353,1.0,0.8823529411764706,0.9375,0.9999999999940477,168,0,2,15
lacuna,20,20,20,684,29,655,5,0.9947368421052631,0.94,1.0,0.88,0.9361702127659575,0.9999999999981651,545,0,3,22
lacuna,80,45,45,303,29,274,5,0.988,0.94,1.0,0.88,0.9361702127659575,0.9999999999955556,225,0,3,22
lacuna,30,25,25,547,27,520,5,0.9934065934065934,0.9347826086956521,1.0,0.8695652173913043,0.9302325581395349,0.9999999999976852,432,0,3,20
lacuna,70,35,35,389,33,356,5,0.9875,0.9310344827586207,1.0,0.8620689655172413,0.9259259259259259,0.9999999999965636,291,0,4,25
lacuna,50,20,20,682,42,640,5,0.9911504424778761,0.9305555555555556,1.0,0.8611111111111112,0.9253731343283582,0.9999999999981096,529,0,5,31
lacuna,70,70,70,195,16,179,5,0.9875,0.9285714285714286,1.0,0.8571428571428571,0.9230769230769231,0.9999999999931508,146,0,2,12
lacuna,90,90,90,152,17,135,5,0.984,0.9285714285714286,1.0,0.8571428571428571,0.9230769230769231,0.999999999990991,111,0,2,12
lacuna,100,95,95,143,17,126,5,0.9826086956521739,0.9285714285714286,1.0,0.8571428571428571,0.9230769230769231,0.9999999999900989,101,0,2,12
lacuna,100,70,70,195,23,172,5,0.98125,0.925,1.0,0.85,0.918918918918919,0.9999999999928573,140,0,3,17
lacuna,60,50,50,273,21,252,5,0.9866666666666667,0.9210526315789473,1.0,0.8421052631578947,0.9142857142857143,0.9999999999951457,206,0,3,16
lacuna,30,20,20,683,28,655,5,0.9911504424778761,0.8958333333333333,1.0,0.7916666666666666,0.8837209302325582,0.9999999999981516,541,0,5,19
oscilacao,80,40,40,341,52,289,5,0.9964285714285714,0.9978991596638656,0.9767441860465116,1.0,0.9882352941176471,0.9957983193235471,237,1,0,42
oscilacao,90,50,50,272,50,222,5,0.9911111111111112,0.9853629976580796,0.9761904761904762,0.9761904761904762,0.9761904761904762,0.9945355191202485,182,1,1,41
oscilacao,100,50,50,272,50,222,5,0.9866666666666667,0.9826307572209212,0.9534883720930233,0.9761904761904762,0.9647058823529412,0.9890710382459614,181,2,1,41
oscilacao,50,40,40,341,35,306,5,0.9928571428571429,0.9801587301587302,0.9642857142857143,0.9642857142857143,0.9642857142857143,0.9960317460277935,251,1,1,27
oscilacao,60,40,40,341,35,306,5,0.9928571428571429,0.9801587301587302,0.9642857142857143,0.9642857142857143,0.9642857142857143,0.9960317460277935,251,1,1,27
oscilacao,100,70,70,195,32,163,5,0.9875,0.9925373134328358,0.9285714285714286,1.0,0.9629629629629629,0.9850746268583204,132,2,0,26
oscilacao,100,100,100,136,17,119,5,0.990909090909091,0.9948453608247423,0.9285714285714286,1.0,0.9629629629629629,0.9896907216392815,96,1,0,13
oscilacao,90,70,70,195,30,165,5,0.9875,0.9926470588235294,0.9230769230769231,1.0,0.96,0.9852941176398141,134,2,0,24
oscilacao,40,20,20,683,54,629,5,0.9929203539823008,0.9961538461538462,0.9183673469387755,1.0,0.9574468085106383,0.9923076923057841,516,4,0,45
oscilacao,90,40,40,340,51,289,5,0.9857142857142858,0.9817927170868348,0.9318181818181818,0.9761904761904762,0.9534883720930233,0.9873949579790446,235,3,1,41
oscilacao,100,40,40,340,51,289,5,0.9857142857142858,0.9817927170868348,0.9318181818181818,0.9761904761904762,0.9534883720930233,0.9873949579790446,235,3,1,41
oscilacao,50,50,50,273,34,239,5,0.9866666666666667,0.9770667150108774,0.9310344827586207,0.9642857142857143,0.9473684210526315,0.989847715731016,195,2,1,27
oscilacao,100,20,20,680,102,578,5,0.9823008849557522,0.9895397489539749,0.8969072164948454,1.0,0.9456521739130435,0.9790794979059015,468,10,0,87
oscilacao,60,20,20,682,70,612,5,0.9876106194690265,0.9930830039525691,0.8939393939393939,1.0,0.944,0.9861660079031894,499,7,0,59
oscilacao,40,25,25,546,52,494,5,0.989010989010989,0.9731034093474825,0.9318181818181818,0.9534883720930233,0.9425287356321839,0.9927184465995322,409,3,2,41
oscilacao,60,55,55,248,29,219,5,0.9853658536585366,0.9917582417582418,0.8846153846153846,1.0,0.9387755102040817,0.9835164835110797,179,3,0,23
oscilacao,80,60,60,227,29,198,5,0.9837837837837838,0.9907407407407407,0.8846153846153846,1.0,0.9387755102040817,0.981481481475423,159,3,0,23
oscilacao,80,65,65,210,28,182,5,0.9828571428571429,0.9901315789473684,0.8846153846153846,1.0,0.9387755102040817,0.9802631578882878,149,3,0,23
oscilacao,90,45,45,303,46,257,5,0.98,0.9774081429990069,0.9024390243902439,0.9736842105263158,0.9367088607594937,0.9811320754670702,208,4,1,37
oscilacao,80,20,20,681,86,595,5,0.9823008849557522,0.9898373983739837,0.8795180722891566,1.0,0.9358974358974359,0.9796747967459762,482,10,0,73
oscilacao,100,60,60,227,34,193,5,0.9783783783783784,0.9873417721518987,0.8709677419354839,1.0,0.9310344827586207,0.9746835442976286,154,4,0,27
oscilacao,60,60,60,228,24,204,5,0.9842105263157894,0.9911764705882353,0.8695652173913043,1.0,0.9302325581395349,0.982352941170692,167,3,0,20
oscilacao,100,15,15,906,146,760,5,0.976158940397351,0.9662977352896069,0.9076923076923077,0.9516129032258065,0.9291338582677166,0.9809825673518526,619,12,6,118
oscilacao,100,55,55,247,40,207,5,0.975609756097561,0.9732205778717407,0.8888888888888888,0.9696969696969697,0.927536231884058,0.9767441860408329,168,4,1,32
oscilacao,40,30,30,455,41,414,5,0.9866666666666667,0.9661894083146455,0.9142857142857143,0.9411764705882353,0.927536231884058,0.991202346038149,338,3,2,32
oscilacao,50,10,10,1364,139,1225,5,0.9841409691629956,0.9835944452840326,0.8778625954198473,0.9829059829059829,0.9274193548387096,0.9842829076611156,1002,16,2,115
oscilacao,60,10,10,1363,155,1208,5,0.9814977973568282,0.9829042608193181,0.8716216216216216,0.9847328244274809,0.9247311827956989,0.9810756972101782,985,19,2,129
oscilacao,90,25,25,544,84,460,5,0.9755555555555555,0.9625961574194507,0.9054054054054054,0.9436619718309859,0.9241379310344827,0.9815303430053258,372,7,4,67
oscilacao,70,40,40,341,52,289,5,0.975,0.9852941176470589,0.8571428571428571,1.0,0.9230769230769231,0.9705882352900396,231,7,0,42
oscilacao,100,30,30,453,73,380,5,0.9733333333333334,0.9710914150262806,0.8823529411764706,0.967741935483871,0.9230769230769231,0.9744408945655769,305,8,2,60
oscilacao,60,5,5,2725,309,2416,5,0.9806167400881057,0.9773814768408065,0.872852233676976,0.9731800766283525,0.9202898550724637,0.9815828770527717,1972,37,7,254
oscilacao,80,75,75,182,29,153,5,0.9733333333333334,0.9672619047619048,0.8846153846153846,0.9583333333333334,0.92,0.9761904761827286,123,3,1,23
oscilacao,90,75,75,182,29,153,5,0.9733333333333334,0.9672619047619048,0.8846153846153846,0.9583333333333334,0.92,0.9761904761827286,123,3,1,23
oscilacao,40,15,15,910,82,828,5,0.9854304635761589,0.9588684818905728,0.9130434782608695,0.9264705882352942,0.9197080291970803,0.9912663755444087,681,6,5,63
oscilacao,100,35,35,389,64,325,5,0.971875,0.9599598163030999,0.8909090909090909,0.9423076923076923,0.9158878504672897,0.9776119402948596,262,6,3,49
oscilacao,90,60,60,227,34,193,5,0.972972972972973,0.9841772151898734,0.84375,1.0,0.9152542372881356,0.9683544303736181,153,5,0,27
oscilacao,70,15,15,908,114,794,5,0.9774834437086093,0.9604040212443096,0.8910891089108911,0.9375,0.9137055837563451,0.983308042487127,648,11,6,90
oscilacao,60,30,30,455,52,403,5,0.9786666666666667,0.977829924348557,0.8571428571428571,0.9767441860465116,0.9130434782608695,0.978915662647654,325,7,1,42
oscilacao,50,15,15,909,92,817,5,0.9814569536423841,0.9666513427575374,0.8795180722891566,0.948051948051948,0.9125,0.9852507374616737,668,10,4,73
oscilacao,70,45,45,303,39,264,5,0.976,0.9729071100917431,0.8611111111111112,0.96875,0.9117647058823529,0.9770642201790043,213,5,1,31
oscilacao,80,50,50,273,51,222,5,0.9644444444444444,0.9689695550351287,0.8541666666666666,0.9761904761904762,0.9111111111111111,0.961748633874526,176,7,1,41
oscilacao,90,35,35,389,59,330,5,0.971875,0.9662990196078431,0.8679245283018868,0.9583333333333334,0.9108910891089109,0.9742647058787711,265,7,2,46
oscilacao,90,30,30,454,68,386,5,0.9706666666666667,0.975504799735187,0.8484848484848485,0.9824561403508771,0.9105691056910569,0.9685534591164511,308,10,1,56
oscilacao,90,55,55,248,38,210,5,0.9707317073170731,0.9695031516499815,0.8571428571428571,0.967741935483871,0.9090909090909091,0.9712643678105101,169,5,1,30
oscilacao,70,55,55,248,32,216,5,0.975609756097561,0.9695960464116888,0.8620689655172413,0.9615384615384616,0.9090909090909091,0.9776536312794545,175,4,1,25
oscilacao,100,75,75,182,32,150,5,0.9666666666666667,0.9507678410117435,0.8928571428571429,0.9259259259259259,0.9090909090909091,0.9756097560896292,120,3,2,25
oscilacao,100,45,45,302,49,253,5,0.968,0.9612556891119151,0.8666666666666667,0.9512195121951219,0.9069767441860465,0.9712918660240608,203,6,2,39
oscilacao,50,5,5,2727,277,2450,5,0.979295154185022,0.9770606441771434,0.8470149253731343,0.9742489270386266,0.906187624750499,0.9798723613151793,1996,41,6,227
oscilacao,60,25,25,545,68,477,5,0.9755555555555555,0.9560064282844516,0.8833333333333333,0.9298245614035088,0.905982905982906,0.9821882951628952,386,7,4,53
oscilacao,50,30,30,455,47,408,5,0.9786666666666667,0.9767628205128205,0.8444444444444444,0.9743589743589743,0.9047619047619048,0.9791666666637525,329,7,1,38
oscilacao,90,15,15,907,135,772,5,0.9695364238410596,0.9570652173913043,0.8709677419354839,0.9391304347826087,0.9037656903765691,0.9749999999984765,624,16,7,108
oscilacao,30,25,25,547,52,495,5,0.9802197802197802,0.9687569121875692,0.8571428571428571,0.9545454545454546,0.9032258064516129,0.9829683698272921,404,7,2,42
oscilacao,100,10,10,1359,219,1140,5,0.9646017699115044,0.9745039440629235,0.8295964125560538,0.9893048128342246,0.9024390243902439,0.9597030752906048,905,38,2,185
oscilacao,70,35,35,389,49,340,5,0.975,0.9535714285714285,0.8809523809523809,0.925,0.9024390243902439,0.9821428571393496,275,5,3,37
oscilacao,70,30,30,454,57,397,5,0.9733333333333334,0.966934250764526,0.8518518518518519,0.9583333333333334,0.9019607843137255,0.9755351681927354,319,8,2,46
oscilacao,50,45,45,303,31,272,5,0.98,0.9378434065934066,0.92,0.8846153846153846,0.9019607843137255,0.9910714285670041,222,2,3,23
oscilacao,30,30,30,456,35,421,5,0.9842105263157894,0.9457142857142857,0.9,0.9,0.9,0.9914285714257388,347,3,3,27
oscilacao,70,70,70,195,25,170,5,0.975,0.9428571428571428,0.9,0.9,0.9,0.985714285707245,138,2,2,18
oscilacao,70,25,25,545,68,477,5,0.9733333333333334,0.9547341636534084,0.8688524590163934,0.9298245614035088,0.8983050847457628,0.9796437659008151,385,8,4,53
oscilacao,100,5,5,2717,437,2280,5,0.9628318584070796,0.9702138662870409,0.8261851015801355,0.9812332439678284,0.8970588235294118,0.959194488605745,1810,77,7,366
oscilacao,80,30,30,454,63,391,5,0.968,0.9734852923942341,0.8253968253968254,0.9811320754716981,0.896551724137931,0.9658385093137707,311,11,1,52
oscilacao,40,35,35,390,35,355,5,0.9815384615384616,0.943208294501398,0.896551724137931,0.896551724137931,0.896551724137931,0.9898648648615208,293,3,3,26
oscilacao,80,35,35,389,54,335,5,0.96875,0.9632323232323232,0.8431372549019608,0.9555555555555556,0.8958333333333334,0.9709090909055603,267,8,2,43
oscilacao,60,15,15,909,103,806,5,0.9748344370860927,0.9557867024571547,0.8617021276595744,0.9310344827586207,0.8950276243093923,0.9805389221542208,655,13,6,81
oscilacao,100,95,95,143,24,119,5,0.9652173913043478,0.9369517543859649,0.8947368421052632,0.8947368421052632,0.8947368421052632,0.979166666656467,94,2,2,17
oscilacao,70,65,65,210,27,183,5,0.9714285714285714,0.9642008318478907,0.84,0.9545454545454546,0.8936170212765957,0.9738562091439618,149,4,1,21
oscilacao,90,10,10,1360,203,1157,5,0.963716814159292,0.9738434776306014,0.8142857142857143,0.9884393063583815,0.8929503916449086,0.959247648901819,918,39,2,171
oscilacao,40,40,40,342,36,306,5,0.9754385964912281,0.9715686274509804,0.8285714285714286,0.9666666666666667,0.8923076923076924,0.9764705882314648,249,6,1,29
oscilacao,80,45,45,303,42,261,5,0.968,0.9574750830564784,0.8461538461538461,0.9428571428571428,0.8918918918918919,0.9720930232512927,209,6,2,33
oscilacao,30,20,20,683,53,630,5,0.9805309734513274,0.9792735042735042,0.8148148148148148,0.9777777777777777,0.8888888888888888,0.9807692307673447,510,10,1,44
oscilacao,60,35,35,390,46,344,5,0.9723076923076923,0.9614890885750962,0.8372093023255814,0.9473684210526315,0.8888888888888888,0.9756097560941617,280,7,2,36
oscilacao,80,70,70,195,27,168,5,0.96875,0.9436758893280632,0.8695652173913043,0.9090909090909091,0.8888888888888888,0.9782608695581286,135,3,2,20
oscilacao,100,25,25,544,93,451,5,0.96,0.9364864864864866,0.8780487804878049,0.9,0.8888888888888888,0.9729729729703434,360,10,8,72
oscilacao,70,50,50,273,34,239,5,0.9733333333333334,0.9234952864394488,0.9230769230769231,0.8571428571428571,0.8888888888888888,0.989847715731016,195,2,4,24
oscilacao,100,80,80,170,17,153,5,0.9785714285714285,0.9246031746031746,0.9230769230769231,0.8571428571428571,0.8888888888888888,0.9920634920556185,125,1,2,12
oscilacao,80,10,10,1361,187,1174,5,0.9646017699115044,0.9741432355932094,0.8051282051282052,0.9874213836477987,0.8870056497175142,0.9608650875376304,933,38,2,157
oscilacao,70,5,5,2723,341,2382,5,0.9682119205298013,0.9714419049353487,0.8126801152737753,0.9757785467128027,0.8867924528301887,0.9671052631574053,1911,65,7,282
oscilacao,80,55,55,248,35,213,5,0.9658536585365853,0.9513126959247649,0.84375,0.9310344827586207,0.8852459016393442,0.9715909090853887,171,5,2,27
oscilacao,100,65,65,209,32,177,5,0.9647058823529412,0.9462068965517241,0.8518518518518519,0.92,0.8846153846153846,0.972413793096742,141,4,2,23
oscilacao,90,90,90,152,24,128,5,0.96,0.9559523809523809,0.8260869565217391,0.95,0.8837209302325582,0.9619047618956009,101,4,1,19
oscilacao,70,10,10,1362,171,1191,5,0.9665198237885463,0.9749216300940439,0.7988826815642458,0.9862068965517241,0.8827160493827161,0.9636363636353903,954,36,2,143
