variavel,cenario,modelo,falha,accuracy_mean,accuracy_std,balanced_accuracy_mean,balanced_accuracy_std,precision_pos_mean,precision_pos_std,recall_pos_mean,recall_pos_std,f1_pos_mean,f1_pos_std,specificity_mean,specificity_std,eventos_reais_teste_mean,eventos_reais_teste_std,eventos_detectados_mean,eventos_detectados_std,diferenca_eventos_mean,diferenca_eventos_std,fp_mean,fp_std,fn_mean,fn_std,tp_mean,tp_std,tn_mean,tn_std
Umidade,com_erro,xgboost,oscilacao,0.7868423026464725,0.062379328515289115,0.7730072409254177,0.07822143296785332,0.74640522875817,0.06262053714754669,0.9307960910462377,0.05391325926053523,0.8260493516659977,0.036496805090917496,0.6152183907850033,0.1689491034616618,9.4,2.8809720581775866,9.8,3.1144823004794873,0.4,0.5477225575051662,12.6,6.18869937870632,2.8,2.4899799195977463,35.0,7.211102550927978,19.8,6.058052492344384
Umidade,com_erro,xgboost,queda,0.6513438404479567,0.09779328676760736,0.6424524449564772,0.08842671263797582,0.6359797297297297,0.11370389038882715,0.8081925243215565,0.09460829957261864,0.708285374755963,0.09232750517861747,0.4767123655715215,0.15447201423243334,9.8,0.8366600265340756,10.2,1.6431676725154982,0.4,1.3416407864998738,14.0,6.082762530298219,5.6,2.7928480087537886,23.4,2.7018512172212588,12.0,3.6742346141747673
Umidade,sem_erro,catboost,lacuna,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999989442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,947.0,0.0
Umidade,sem_erro,catboost,oscilacao,0.6911262194722603,0.19176132511023786,0.6911262194722603,0.19176132511023786,0.0,0.0,0.0,0.0,0.0,0.0,0.6911262194615566,0.19176132511051722,0.0,0.0,6.6,1.51657508881031,6.6,1.51657508881031,17.4,8.324662155306964,0.0,0.0,0.0,0.0,50.8,35.58370413546066
Umidade,sem_erro,catboost,queda,0.9143275564773099,0.04769623291753127,0.9143275564773099,0.04769623291753127,0.0,0.0,0.0,0.0,0.0,0.0,0.9143275564707611,0.04769623291776775,0.0,0.0,9.4,3.5777087639996634,9.4,3.5777087639996634,11.6,5.504543577809154,0.0,0.0,0.0,0.0,129.2,20.753312988532695
Umidade,sem_erro,mlp,lacuna,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999959917,1.5645795206767905e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,284.4,119.8094320160145
Umidade,sem_erro,mlp,oscilacao,0.8369454168665952,0.07880354471917442,0.8369454168665952,0.07880354471917442,0.0,0.0,0.0,0.0,0.0,0.0,0.8369454168545349,0.07880354472164947,0.0,0.0,6.8,2.1679483388678804,6.8,2.1679483388678804,11.6,4.33589667773576,0.0,0.0,0.0,0.0,84.2,80.39402962907134
Umidade,sem_erro,mlp,queda,0.7993578637100116,0.24945012447296971,0.7993578637100116,0.24945012447296971,0.0,0.0,0.0,0.0,0.0,0.0,0.7993578637038561,0.2494501244761854,0.0,0.0,10.2,4.43846820423443,10.2,4.43846820423443,16.6,8.87693640846886,0.0,0.0,0.0,0.0,287.6,372.10791445493334
Umidade,sem_erro,random_forest,lacuna,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999989442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,947.0,0.0
Umidade,sem_erro,random_forest,oscilacao,0.5765455122838419,0.2382651879151706,0.5765455122838419,0.2382651879151706,0.0,0.0,0.0,0.0,0.0,0.0,0.5765455122749535,0.23826518791370133,0.0,0.0,9.6,2.6076809620810595,9.6,2.6076809620810595,23.8,10.183319694480774,0.0,0.0,0.0,0.0,39.8,27.44448942866309
Umidade,sem_erro,random_forest,queda,0.8823407578732649,0.09065109862371556,0.8823407578732649,0.09065109862371556,0.0,0.0,0.0,0.0,0.0,0.0,0.8823407578650496,0.09065109862510484,0.0,0.0,8.8,3.8340579025361627,8.8,3.8340579025361627,11.4,5.594640292279745,0.0,0.0,0.0,0.0,100.6,31.690692639953454
Umidade,sem_erro,xgboost,lacuna,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999989442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,947.0,0.0
Umidade,sem_erro,xgboost,oscilacao,0.618754757483571,0.2015309050377147,0.618754757483571,0.2015309050377147,0.0,0.0,0.0,0.0,0.0,0.0,0.6187547574745595,0.20153090503744653,0.0,0.0,9.0,2.7386127875258306,9.0,2.7386127875258306,23.0,8.215838362577491,0.0,0.0,0.0,0.0,47.4,34.428186127067455
Umidade,sem_erro,xgboost,queda,0.4806703782592347,0.26835616126861095,0.4806703782592347,0.26835616126861095,0.0,0.0,0.0,0.0,0.0,0.0,0.4806703782516797,0.268356161266499,0.0,0.0,9.0,4.358898943540674,9.0,4.358898943540674,27.8,11.009087155618309,0.0,0.0,0.0,0.0,32.4,27.134848442547085
