variavel,cenario,modelo,falha,accuracy_mean,accuracy_std,balanced_accuracy_mean,balanced_accuracy_std,precision_pos_mean,precision_pos_std,recall_pos_mean,recall_pos_std,f1_pos_mean,f1_pos_std,specificity_mean,specificity_std,eventos_reais_teste_mean,eventos_reais_teste_std,eventos_detectados_mean,eventos_detectados_std,diferenca_eventos_mean,diferenca_eventos_std,fp_mean,fp_std,fn_mean,fn_std,tp_mean,tp_std,tn_mean,tn_std
MP10_1,com_erro,xgboost,oscilacao,0.9214705252868065,0.029314367162872834,0.9039662161472382,0.03928019097308405,0.9040360740682291,0.040979987750569095,0.9765079365079365,0.022402893669050548,0.9383079603983953,0.022794970612534642,0.8314244957534134,0.07612643920262269,10.6,1.140175425099138,10.8,1.30384048104053,0.2,0.447213595499958,4.6,2.701851217221259,1.0,1.0,41.4,5.683308895353129,23.6,9.528903399657276
MP10_1,com_erro,xgboost,queda,0.9369913254241613,0.04363609322347362,0.9341144571841458,0.047739268502372464,0.9168742368742369,0.07931987300857501,0.9759406465288818,0.03611699500241055,0.9432021463115354,0.03860838671126156,0.892288267807994,0.10876199256846948,11.2,1.9235384061671346,11.4,2.1908902300206647,0.2,0.4472135954999579,3.4,3.2093613071762426,1.0,1.4142135623730951,35.0,8.336666000266533,29.0,13.152946437965905
MP10_1,sem_erro,catboost,lacuna,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999989442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,947.0,0.0
MP10_1,sem_erro,catboost,oscilacao,0.9485659565918118,0.09111817849029169,0.9485659565918118,0.09111817849029169,0.0,0.0,0.0,0.0,0.0,0.0,0.9485659565838492,0.09111817849500603,0.0,0.0,1.2,1.3038404810405297,1.2,1.3038404810405297,4.0,4.242640687119285,0.0,0.0,0.0,0.0,165.2,103.06890898811339
MP10_1,sem_erro,catboost,queda,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999938737,3.2945180041232696e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,197.2,86.1202647464579
MP10_1,sem_erro,mlp,lacuna,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999981007,1.1548886935022144e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,694.6,345.6129337857598
MP10_1,sem_erro,mlp,oscilacao,0.9817308555525631,0.021161604498132064,0.9817308555525631,0.021161604498132064,0.0,0.0,0.0,0.0,0.0,0.0,0.9817308555465798,0.02116160450134973,0.0,0.0,1.6,0.8944271909999159,1.6,0.8944271909999159,2.4,1.816590212458495,0.0,0.0,0.0,0.0,240.6,161.50789454388908
MP10_1,sem_erro,mlp,queda,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999936616,1.983330022855096e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169.4,48.37664725877559
MP10_1,sem_erro,random_forest,lacuna,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999989442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,947.0,0.0
MP10_1,sem_erro,random_forest,oscilacao,0.9919230248001083,0.011086390969104387,0.9919230248001083,0.011086390969104387,0.0,0.0,0.0,0.0,0.0,0.0,0.9919230247938161,0.011086390971061838,0.0,0.0,0.8,1.3038404810405297,0.8,1.3038404810405297,1.0,1.4142135623730951,0.0,0.0,0.0,0.0,172.2,53.68146793820005
MP10_1,sem_erro,random_forest,queda,0.9985185185185184,0.0033126932999996903,0.9985185185185184,0.0033126932999996903,0.0,0.0,0.0,0.0,0.0,0.0,0.9985185185132455,0.003312693301162121,0.0,0.0,0.2,0.4472135954999579,0.2,0.4472135954999579,0.2,0.4472135954999579,0.0,0.0,0.0,0.0,359.8,344.4534801682224
MP10_1,sem_erro,xgboost,lacuna,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999989442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,947.0,0.0
MP10_1,sem_erro,xgboost,oscilacao,0.9529011748617282,0.049769592136603175,0.9529011748617282,0.049769592136603175,0.0,0.0,0.0,0.0,0.0,0.0,0.9529011748562131,0.04976959213911378,0.0,0.0,3.6,2.073644135332772,3.6,2.073644135332772,6.8,5.167204273105526,0.0,0.0,0.0,0.0,206.2,103.69763738870815
MP10_1,sem_erro,xgboost,queda,0.9932203389830508,0.00928343317805364,0.9932203389830508,0.00928343317805364,0.0,0.0,0.0,0.0,0.0,0.0,0.9932203389744252,0.009283433177784713,0.0,0.0,0.4,0.5477225575051662,0.4,0.5477225575051662,0.8,1.0954451150103324,0.0,0.0,0.0,0.0,180.0,166.80377693565575
