teste,modelo,falha,janela,passo_cfg,passo_real,amostras_treino,amostras_teste,positivos_treino,negativos_treino,positivos_teste,negativos_teste,eventos_reais_teste,eventos_detectados,diferenca_eventos,accuracy,balanced_accuracy,precision_pos,recall_pos,f1_pos,specificity,tn,fp,fn,tp,path_cm,path_eventos,variavel,rodada,cenario
sem_erro,catboost,lacuna,20,5,5,947,947,283,664,0,947,0,0,0,1.0,1.0,0.0,0.0,0.0,0.9999999999989441,947,0,0,0,C:\PROJETO\dataError_IC-master\PROJETO MULTIVARIÁVEL\resultados\MP10_1\rodada_1\sem_erro\MP10_1_20231007_0000_to_20231109_0000_rodada_1_sem_erro_catboost_lacuna_jan20_passo5_cm.png,C:\PROJETO\dataError_IC-master\PROJETO MULTIVARIÁVEL\resultados\MP10_1\rodada_1\sem_erro\MP10_1_20231007_0000_to_20231109_0000_rodada_1_sem_erro_catboost_lacuna_jan20_passo5_eventos.png,MP10_1,1,sem_erro
sem_erro,catboost,oscilacao,100,100,100,47,47,27,20,0,47,0,2,2,0.7872340425531915,0.7872340425531915,0.0,0.0,0.0,0.7872340425364419,37,10,0,0,C:\PROJETO\dataError_IC-master\PROJETO MULTIVARIÁVEL\resultados\MP10_1\rodada_1\sem_erro\MP10_1_20231007_0000_to_20231109_0000_rodada_1_sem_erro_catboost_oscilacao_jan100_passo100_cm.png,C:\PROJETO\dataError_IC-master\PROJETO MULTIVARIÁVEL\resultados\MP10_1\rodada_1\sem_erro\MP10_1_20231007_0000_to_20231109_0000_rodada_1_sem_erro_catboost_oscilacao_jan100_passo100_eventos.png,MP10_1,1,sem_erro
sem_erro,catboost,queda,60,55,55,86,86,33,53,0,86,0,0,0,1.0,1.0,0.0,0.0,0.0,0.9999999999883721,86,0,0,0,C:\PROJETO\dataError_IC-master\PROJETO MULTIVARIÁVEL\resultados\MP10_1\rodada_1\sem_erro\MP10_1_20231007_0000_to_20231109_0000_rodada_1_sem_erro_catboost_queda_jan60_passo55_cm.png,C:\PROJETO\dataError_IC-master\PROJETO MULTIVARIÁVEL\resultados\MP10_1\rodada_1\sem_erro\MP10_1_20231007_0000_to_20231109_0000_rodada_1_sem_erro_catboost_queda_jan60_passo55_eventos.png,MP10_1,1,sem_erro
sem_erro,mlp,lacuna,20,5,5,947,947,283,664,0,947,0,0,0,1.0,1.0,0.0,0.0,0.0,0.9999999999989441,947,0,0,0,C:\PROJETO\dataError_IC-master\PROJETO MULTIVARIÁVEL\resultados\MP10_1\rodada_1\sem_erro\MP10_1_20231007_0000_to_20231109_0000_rodada_1_sem_erro_mlp_lacuna_jan20_passo5_cm.png,C:\PROJETO\dataError_IC-master\PROJETO MULTIVARIÁVEL\resultados\MP10_1\rodada_1\sem_erro\MP10_1_20231007_0000_to_20231109_0000_rodada_1_sem_erro_mlp_lacuna_jan20_passo5_eventos.png,MP10_1,1,sem_erro
sem_erro,mlp,oscilacao,70,50,50,94,94,50,44,0,94,0,2,2,0.9787234042553191,0.9787234042553191,0.0,0.0,0.0,0.9787234042449071,92,2,0,0,C:\PROJETO\dataError_IC-master\PROJETO MULTIVARIÁVEL\resultados\MP10_1\rodada_1\sem_erro\MP10_1_20231007_0000_to_20231109_0000_rodada_1_sem_erro_mlp_oscilacao_jan70_passo50_cm.png,C:\PROJETO\dataError_IC-master\PROJETO MULTIVARIÁVEL\resultados\MP10_1\rodada_1\sem_erro\MP10_1_20231007_0000_to_20231109_0000_rodada_1_sem_erro_mlp_oscilacao_jan70_passo50_eventos.png,MP10_1,1,sem_erro
sem_erro,mlp,queda,30,25,25,189,189,49,140,0,189,0,0,0,1.0,1.0,0.0,0.0,0.0,0.999999999994709,189,0,0,0,C:\PROJETO\dataError_IC-master\PROJETO MULTIVARIÁVEL\resultados\MP10_1\rodada_1\sem_erro\MP10_1_20231007_0000_to_20231109_0000_rodada_1_sem_erro_mlp_queda_jan30_passo25_cm.png,C:\PROJETO\dataError_IC-master\PROJETO MULTIVARIÁVEL\resultados\MP10_1\rodada_1\sem_erro\MP10_1_20231007_0000_to_20231109_0000_rodada_1_sem_erro_mlp_queda_jan30_passo25_eventos.png,MP10_1,1,sem_erro
sem_erro,random_forest,lacuna,20,5,5,947,947,283,664,0,947,0,0,0,1.0,1.0,0.0,0.0,0.0,0.9999999999989441,947,0,0,0,C:\PROJETO\dataError_IC-master\PROJETO MULTIVARIÁVEL\resultados\MP10_1\rodada_1\sem_erro\MP10_1_20231007_0000_to_20231109_0000_rodada_1_sem_erro_random_forest_lacuna_jan20_passo5_cm.png,C:\PROJETO\dataError_IC-master\PROJETO MULTIVARIÁVEL\resultados\MP10_1\rodada_1\sem_erro\MP10_1_20231007_0000_to_20231109_0000_rodada_1_sem_erro_random_forest_lacuna_jan20_passo5_eventos.png,MP10_1,1,sem_erro
sem_erro,random_forest,oscilacao,40,25,25,189,189,88,101,0,189,0,0,0,1.0,1.0,0.0,0.0,0.0,0.999999999994709,189,0,0,0,C:\PROJETO\dataError_IC-master\PROJETO MULTIVARIÁVEL\resultados\MP10_1\rodada_1\sem_erro\MP10_1_20231007_0000_to_20231109_0000_rodada_1_sem_erro_random_forest_oscilacao_jan40_passo25_cm.png,C:\PROJETO\dataError_IC-master\PROJETO MULTIVARIÁVEL\resultados\MP10_1\rodada_1\sem_erro\MP10_1_20231007_0000_to_20231109_0000_rodada_1_sem_erro_random_forest_oscilacao_jan40_passo25_eventos.png,MP10_1,1,sem_erro
sem_erro,random_forest,queda,60,55,55,86,86,33,53,0,86,0,0,0,1.0,1.0,0.0,0.0,0.0,0.9999999999883721,86,0,0,0,C:\PROJETO\dataError_IC-master\PROJETO MULTIVARIÁVEL\resultados\MP10_1\rodada_1\sem_erro\MP10_1_20231007_0000_to_20231109_0000_rodada_1_sem_erro_random_forest_queda_jan60_passo55_cm.png,C:\PROJETO\dataError_IC-master\PROJETO MULTIVARIÁVEL\resultados\MP10_1\rodada_1\sem_erro\MP10_1_20231007_0000_to_20231109_0000_rodada_1_sem_erro_random_forest_queda_jan60_passo55_eventos.png,MP10_1,1,sem_erro
sem_erro,xgboost,lacuna,20,5,5,947,947,283,664,0,947,0,0,0,1.0,1.0,0.0,0.0,0.0,0.9999999999989441,947,0,0,0,C:\PROJETO\dataError_IC-master\PROJETO MULTIVARIÁVEL\resultados\MP10_1\rodada_1\sem_erro\MP10_1_20231007_0000_to_20231109_0000_rodada_1_sem_erro_xgboost_lacuna_jan20_passo5_cm.png,C:\PROJETO\dataError_IC-master\PROJETO MULTIVARIÁVEL\resultados\MP10_1\rodada_1\sem_erro\MP10_1_20231007_0000_to_20231109_0000_rodada_1_sem_erro_xgboost_lacuna_jan20_passo5_eventos.png,MP10_1,1,sem_erro
sem_erro,xgboost,oscilacao,40,30,30,158,158,70,88,0,158,0,6,6,0.9177215189873418,0.9177215189873418,0.0,0.0,0.0,0.9177215189815334,145,13,0,0,C:\PROJETO\dataError_IC-master\PROJETO MULTIVARIÁVEL\resultados\MP10_1\rodada_1\sem_erro\MP10_1_20231007_0000_to_20231109_0000_rodada_1_sem_erro_xgboost_oscilacao_jan40_passo30_cm.png,C:\PROJETO\dataError_IC-master\PROJETO MULTIVARIÁVEL\resultados\MP10_1\rodada_1\sem_erro\MP10_1_20231007_0000_to_20231109_0000_rodada_1_sem_erro_xgboost_oscilacao_jan40_passo30_eventos.png,MP10_1,1,sem_erro
sem_erro,xgboost,queda,90,80,80,59,59,27,32,0,59,0,0,0,1.0,1.0,0.0,0.0,0.0,0.9999999999830509,59,0,0,0,C:\PROJETO\dataError_IC-master\PROJETO MULTIVARIÁVEL\resultados\MP10_1\rodada_1\sem_erro\MP10_1_20231007_0000_to_20231109_0000_rodada_1_sem_erro_xgboost_queda_jan90_passo80_cm.png,C:\PROJETO\dataError_IC-master\PROJETO MULTIVARIÁVEL\resultados\MP10_1\rodada_1\sem_erro\MP10_1_20231007_0000_to_20231109_0000_rodada_1_sem_erro_xgboost_queda_jan90_passo80_eventos.png,MP10_1,1,sem_erro
com_erro,catboost,lacuna,20,5,5,947,947,281,666,246,701,18,18,0,1.0,1.0,1.0,1.0,1.0,0.9999999999985735,701,0,0,246,C:\PROJETO\dataError_IC-master\PROJETO MULTIVARIÁVEL\resultados\MP10_1\rodada_1\com_erro\MP10_1_20231007_0000_to_20231109_0000_rodada_1_com_erro_catboost_lacuna_jan20_passo5_cm.png,C:\PROJETO\dataError_IC-master\PROJETO MULTIVARIÁVEL\resultados\MP10_1\rodada_1\com_erro\MP10_1_20231007_0000_to_20231109_0000_rodada_1_com_erro_catboost_lacuna_jan20_passo5_eventos.png,MP10_1,1,com_erro
com_erro,catboost,oscilacao,80,70,70,67,67,39,28,38,29,12,12,0,0.9402985074626866,0.9351179673321235,0.925,0.9736842105263158,0.9487179487179487,0.8965517241070154,26,3,1,37,C:\PROJETO\dataError_IC-master\PROJETO MULTIVARIÁVEL\resultados\MP10_1\rodada_1\com_erro\MP10_1_20231007_0000_to_20231109_0000_rodada_1_com_erro_catboost_oscilacao_jan80_passo70_cm.png,C:\PROJETO\dataError_IC-master\PROJETO MULTIVARIÁVEL\resultados\MP10_1\rodada_1\com_erro\MP10_1_20231007_0000_to_20231109_0000_rodada_1_com_erro_catboost_oscilacao_jan80_passo70_eventos.png,MP10_1,1,com_erro
com_erro,catboost,queda,100,95,95,49,49,23,26,26,23,10,10,0,0.9591836734693877,0.9615384615384616,1.0,0.9230769230769231,0.96,0.9999999999565218,23,0,2,24,C:\PROJETO\dataError_IC-master\PROJETO MULTIVARIÁVEL\resultados\MP10_1\rodada_1\com_erro\MP10_1_20231007_0000_to_20231109_0000_rodada_1_com_erro_catboost_queda_jan100_passo95_cm.png,C:\PROJETO\dataError_IC-master\PROJETO MULTIVARIÁVEL\resultados\MP10_1\rodada_1\com_erro\MP10_1_20231007_0000_to_20231109_0000_rodada_1_com_erro_catboost_queda_jan100_passo95_eventos.png,MP10_1,1,com_erro
