Deslocamento,Eventos_reais,Eventos_detectados,Diferenca_eventos,TP,FP,TN,FN,ACC,Precision,Recall,F1,Balanced_ACC
5,16,45,29,183,68,660,34,0.8920634920634921,0.7290836653386454,0.8433179723502304,0.782051282051282,0.8749556894718185
10,16,36,20,91,38,326,18,0.8816067653276956,0.7054263565891473,0.8348623853211009,0.7647058823529411,0.8652333904627483
15,14,25,11,64,26,216,9,0.8888888888888888,0.7111111111111111,0.8767123287671232,0.7852760736196319,0.8846371561190989
20,15,22,7,48,21,163,5,0.890295358649789,0.6956521739130435,0.9056603773584906,0.7868852459016393,0.895764971287941
25,14,20,6,38,14,132,5,0.8994708994708994,0.7307692307692307,0.8837209302325582,0.8,0.8939152596368269
30,14,20,6,34,14,106,4,0.8860759493670886,0.7083333333333334,0.8947368421052632,0.7906976744186046,0.8890350877192983
