Deslocamento,Eventos_reais,Eventos_detectados,Diferenca_eventos,TP,FP,TN,FN,ACC,Precision,Recall,F1,Balanced_ACC
5,16,46,30,189,66,662,28,0.9005291005291005,0.7411764705882353,0.8709677419354839,0.8008474576271186,0.8901542006380716
10,16,27,11,93,25,339,16,0.9133192389006343,0.788135593220339,0.8532110091743119,0.8193832599118943,0.8922648452464966
15,14,24,10,54,13,229,19,0.8984126984126984,0.8059701492537313,0.7397260273972602,0.7714285714285715,0.8430035095663987
20,15,25,10,42,12,172,11,0.9029535864978903,0.7777777777777778,0.7924528301886793,0.7850467289719626,0.8636177194421657
25,14,20,6,32,3,143,11,0.9259259259259259,0.9142857142857143,0.7441860465116279,0.8205128205128205,0.8618190506530743
30,14,20,6,33,9,111,5,0.9113924050632911,0.7857142857142857,0.868421052631579,0.825,0.8967105263157895
