Datetime,Temperatura,Data,Hora,Num,Umidade,"MP2,5_1",MP10_1,"MP2,5_2",MP10_2,Extra
2023-10-30 02:00:00,32.10979735575102,30/10/2023,02:00:00,13,55.26432162877356,11.41384329756798,19.677188863491203,13.252571363697854,26.306927488089492,0.6874235605612381
2023-10-30 02:10:00,32.55749574354258,30/10/2023,02:10:00,14,55.651364144225916,8.257000034533883,20.803712810550756,16.500893003748782,23.676424001264614,0.7472496146729175
2023-10-30 02:20:00,32.97237773577123,30/10/2023,02:20:00,15,56.02634636379256,11.040957613253234,19.535412456738026,14.645348358225053,24.069032520879915,0.9641662604082719
2023-10-30 02:30:00,33.35264181880984,30/10/2023,02:30:00,16,56.38846805651961,9.04947838821223,20.112329434720618,14.379637115673553,24.577240099381704,0.5259075989847677
2023-10-30 02:40:00,33.69663679800469,30/10/2023,02:40:00,17,56.736956436465576,9.7108302993767,20.415981668738635,14.77587671299034,27.15204343337512,0.9587231752093389
2023-10-30 02:50:00,34.00286896754474,30/10/2023,02:50:00,18,57.071067811865476,9.722106722415694,21.050930271317572,16.48057569615849,24.82717706530142,0.6920677380613299
2023-10-30 03:00:00,34.27000859647801,30/10/2023,03:00:00,19,57.390089172206594,10.842626141747232,19.633585339535177,14.576575754010063,25.132635099775595,0.4264268020135267
2023-10-30 03:10:00,34.49689570271107,30/10/2023,03:10:00,20,57.69333970982879,9.842758102257195,20.9853557320317,14.950099953761185,24.515967518527997,0.29451573966413647
2023-10-30 03:20:00,34.682545089919785,30/10/2023,03:20:00,21,57.9801722728024,9.858205650959327,20.06386688745643,16.04209627715204,24.59478201786131,0.019269979730762277
2023-10-30 03:30:00,34.82615062549973,30/10/2023,03:30:00,22,58.249974745983025,10.414039901465474,20.07476973662277,14.399930433821188,24.66828159920205,0.1708136022672334
2023-10-30 03:40:00,34.92708874098054,30/10/2023,03:40:00,23,58.50217135729614,11.45898049194018,19.49719994282702,14.10477367953134,25.210149159431307,0.3521833123310095
2023-10-30 03:50:00,34.98492113970451,30/10/2023,03:50:00,24,58.73622390646369,9.50439325784624,21.138406233325412,14.772278220755402,26.1678007362863,0.8495299357851632
2023-10-30 04:00:00,34.99939670001213,30/10/2023,04:00:00,25,58.951632913550625,8.696143790701814,20.548062891653217,13.508681875133364,26.411061051335835,0.527108722922843
2023-10-30 04:10:00,34.97045256567043,30/10/2023,04:10:00,26,59.14793868488021,11.206823243762884,19.39474736224973,14.628152578433125,25.03979418505011,0.5760177384665528
2023-10-30 04:20:00,34.898214418809324,30/10/2023,04:20:00,27,59.32472229404355,10.02102773627976,22.110348073168275,14.794382322747092,26.011859618648444,0.1402268414226301
2023-10-30 04:30:00,34.78299593418069,30/10/2023,04:30:00,28,59.48160647590966,10.501282149385691,20.34153931783385,14.816353138262551,24.19837534205733,0.18316418710111748
2023-10-30 04:40:00,34.625297417109984,30/10/2023,04:40:00,29,59.61825643172819,8.76694417823798,20.99624889715462,15.266683805732393,24.818974163692154,0.0019233199428004832
2023-10-30 04:50:00,34.42580363105478,30/10/2023,04:50:00,30,59.73438054360693,9.756814998972871,20.878840697831702,14.146223965282436,26.340855076026482,0.08765597025341965
2023-10-30 05:00:00,34.185380824203314,30/10/2023,05:00:00,31,59.82973099683902,9.581897028923546,19.554269690253612,15.235876917101844,22.92584694701419,0.41689605296511256
2023-10-30 05:10:00,33.90507296802443,30/10/2023,05:10:00,32,59.90410430875205,10.017153316857287,20.4072700218108,14.586112451737204,23.276268635902532,0.9277342459911608
2023-10-30 05:20:00,33.58609722410176,30/10/2023,05:20:00,33,59.95734176295034,11.192857822728314,19.958262765894883,13.15764492879915,24.669298524639927,0.7496458142412034
2023-10-30 05:30:00,33.229838658936565,30/10/2023,05:30:00,34,59.98932974802373,10.801682757248043,19.866690312605254,14.166143198754584,24.677969708533272,0.45263158295584305
2023-10-30 05:40:00,32.83784422966831,30/10/2023,05:40:00,35,60.0,10.462495395394093,20.043985182526367,13.68353103729327,24.671823333196432,0.9532287618165526
2023-10-30 05:50:00,32.41181606682885,30/10/2023,05:50:00,36,59.98932974802373,10.47572651788127,19.460836924041427,16.298942311119465,24.290320109977852,0.87204117811136
2023-10-30 06:00:00,31.95360408329767,30/10/2023,06:00:00,37,59.95734176295034,10.777224875133149,19.96790958802348,14.896156639283632,26.833976508859323,0.4904227909144292
2023-10-30 06:10:00,31.465197941552056,30/10/2023,06:10:00,38,59.90410430875205,8.55946379724536,20.43296106714208,14.65602722907016,24.722040949452797,0.37361078844387474
2023-10-30 06:20:00,30.948718414092163,30/10/2023,06:20:00,39,59.82973099683902,8.639299607395893,20.353150742064912,15.775493212885529,23.40750121825443,0.5990584946304844
2023-10-30 06:30:00,30.406408174555978,30/10/2023,06:30:00,40,59.73438054360693,11.130622554645006,18.689754323070886,14.380965516578266,26.308861678838166,0.3564170553783532
2023-10-30 06:40:00,29.840622059511375,30/10/2023,06:40:00,41,59.61825643172819,9.977277006773138,20.576909632633026,15.31473128211764,25.735019787408838,0.9191245078252299
2023-10-30 06:50:00,29.25381684321075,30/10/2023,06:50:00,42,59.48160647590966,10.762483747827615,19.4507624000281,14.2524147890003,24.935088414286554,0.5839391003888333
2023-10-30 07:00:00,28.648540569708636,30/10/2023,07:00:00,43,59.32472229404356,9.673797248497788,19.93481773851405,17.17078259489025,23.92586760894402,0.2893383208552497
2023-10-30 07:10:00,28.027421488664725,30/10/2023,07:10:00,44,59.14793868488021,11.563580552560326,19.282635499905467,14.187979229110963,25.93607795364912,0.8871426574169952
2023-10-30 07:20:00,27.39315664287558,30/10/2023,07:20:00,45,58.951632913550625,9.382458696914025,20.667832340419867,14.94554301721789,24.996567871239403,0.7298288585770151
2023-10-30 07:30:00,26.748500157090646,30/10/2023,07:30:00,46,58.73622390646369,11.384949550201085,20.014224822470766,14.766118931033763,26.112214256909652,0.15820098787784553
2023-10-30 07:40:00,26.096251278965177,30/10/2023,07:40:00,47,58.50217135729614,10.126119211743145,20.1412767845538,15.779677926690677,25.26100947342151,0.8987635709576071
2023-10-30 07:50:00,25.439242224079088,30/10/2023,07:50:00,48,58.249974745983025,9.41299437297954,22.061380112237153,15.847123131541679,25.277674559318832,0.16186399020910414
2023-10-30 08:00:00,24.78032587780146,30/10/2023,08:00:00,49,57.9801722728024,8.633263280294583,19.758050184551006,14.414743232559116,24.188820569875894,0.6606088977141009
2023-10-30 08:10:00,24.122363407401977,30/10/2023,08:10:00,50,57.69333970982879,10.093401742479578,20.66261542582999,16.42826814046516,24.424786264676758,0.7401099828249208
2023-10-30 08:20:00,23.468211838200524,30/10/2023,08:20:00,51,57.390089172206594,11.745419051918308,21.171781844257296,14.036856904344814,24.52642496815319,0.7939521482750659
2023-10-30 08:30:00,22.82071164770202,30/10/2023,08:30:00,52,57.071067811865476,9.704942491489986,18.767438274183707,16.00357227728931,25.13681403971959,0.8376869014211524
2023-10-30 08:40:00,22.182674431585706,30/10/2023,08:40:00,53,56.736956436465576,7.474868660200277,20.10082702234113,14.194212353215331,24.82466110299015,0.5976003601857076
2023-10-30 08:50:00,21.556870695106028,30/10/2023,08:50:00,54,56.38846805651961,7.997154765033624,19.228683664345958,14.849722930864496,25.122489478988538,0.14678426754835394
2023-10-30 09:00:00,20.946017822917636,30/10/2023,09:00:00,55,56.02634636379256,10.317065515634523,18.026921802304592,14.724601572810899,24.21532269629574,0.6468492285576789
2023-10-30 09:10:00,20.35276827956232,30/10/2023,09:10:00,56,55.65136414422592,9.5019837409165,21.67163075180091,15.81534398826322,26.144170966218706,0.5723498462611217
2023-10-30 09:20:00,19.7796980918541,30/10/2023,09:20:00,57,55.26432162877356,9.999458617499599,20.750675513957344,15.143884411862471,25.048980340337813,0.9286108191531152
2023-10-30 09:30:00,19.229295663174653,30/10/2023,09:30:00,58,54.866044785668564,11.897517295661508,19.999025666233823,15.827362778536722,25.91187284969714,0.027259597308214478
2023-10-30 09:40:00,18.70395096824989,30/10/2023,09:40:00,59,54.45738355776538,10.010051902018835,20.626854325695003,16.42261329528967,25.88857355419816,0.8824330195080193
2023-10-30 09:50:00,18.20594517532662,30/10/2023,09:50:00,60,54.03921004871895,9.923138872231352,19.83904323164615,15.244313860020013,24.751694409097,0.675608844534163
2023-10-30 11:10:00,15.436595669018725,30/10/2023,11:10:00,61,53.61241666187153,9.77136128028818,19.42019494614414,14.267794361638321,26.60223569844052,0.7754219536401658
2023-10-30 11:20:00,15.2648802797721,30/10/2023,11:20:00,62,53.177914195819014,10.282836577147505,20.83774501989723,16.63140575822262,24.872008366005204,0.6818241550086789
2023-10-30 11:30:00,15.135437033366486,30/10/2023,11:30:00,63,52.73662990072083,9.006587145746037,21.20987395692771,14.657817711672806,25.0284167667426,0.6334923002030495
2023-10-30 11:40:00,15.048828002335043,30/10/2023,11:40:00,64,52.28950549950134,10.50491029651713,21.136204285816678,15.110880229677418,23.955656980577878,0.7193680015019195
2023-10-30 11:50:00,15.005429263134593,30/10/2023,11:50:00,65,51.8374951781657,10.243844790300738,20.314091848991477,15.077895807777457,24.136713210005983,0.35349296139426023
2023-10-30 12:00:00,15.005429263134593,30/10/2023,12:00:00,66,51.38156354951882,8.19134065153046,20.539006465055767,15.162884063779318,26.742568841474228,0.6009057756545213
2023-10-30 12:10:00,15.048828002335044,30/10/2023,12:10:00,67,50.92268359463302,9.234047609428256,20.561523185992268,13.72360570857567,23.315942109827546,0.714632481040396
2023-10-30 12:20:00,15.135437033366482,30/10/2023,12:20:00,68,50.46183458645739,11.05731313023131,20.17643845365313,15.35080186701691,25.61143535845359,0.7510315907728066
2023-10-30 12:30:00,15.2648802797721,30/10/2023,12:30:00,69,50.0,8.283203905643672,18.62826794321715,15.145105056497863,25.112666449347657,0.3031433310389585
2023-10-30 12:40:00,15.436595669018722,30/10/2023,12:40:00,70,49.53816541354261,10.748866612766491,20.545869173481904,15.087098021474999,24.275742501376424,0.9448613530286608
2023-10-30 12:50:00,15.649837573145849,30/10/2023,12:50:00,71,49.07731640536698,10.051679971690334,20.055837729824244,15.501214080099569,23.466570944794164,0.46641876665010695
2023-10-30 13:00:00,15.903680046454816,30/10/2023,13:00:00,72,48.61843645048118,9.845494275270607,19.43361891107366,16.199324948320278,23.901596609985052,0.7105618927807672
2023-10-30 13:10:00,16.1970208461793,30/10/2023,13:10:00,73,48.1625048218343,9.825720932041467,21.54527674606481,14.629919298771014,26.55429107653631,0.5899015596576301
2023-10-30 13:20:00,16.528586218678534,30/10/2023,13:20:00,74,47.710494500498655,12.279813508081354,19.692693629540507,14.042625041741582,23.15504374771832,0.29780098233855545
2023-10-30 13:30:00,16.89693643037036,30/10/2023,13:30:00,75,47.26337009927917,10.993838343860041,18.032714691407925,15.794805776080793,25.211194135443034,0.9817865178205434
2023-10-30 13:40:00,17.300472019387694,30/10/2023,13:40:00,76,46.822085804180986,11.625248911852761,20.643442278730664,14.90440633882766,25.377004071943922,0.5175134739622468
2023-10-30 13:50:00,17.737440740812062,30/10/2023,13:50:00,77,46.387583338128465,9.39676083030494,18.66313297237322,14.785976296441788,24.70427200237236,0.9434139338564916
2023-10-30 14:00:00,18.20594517532661,30/10/2023,14:00:00,78,45.96078995128105,10.224044924501491,20.078415529540827,16.066710802068545,25.806183050215765,0.9083720844225374
2023-10-30 14:10:00,18.703950968249885,30/10/2023,14:10:00,79,45.54261644223462,9.978168531242337,20.05410137018114,15.288522259211575,25.115086855889803,0.3664569220542967
2023-10-30 14:20:00,19.22929566317464,30/10/2023,14:20:00,80,45.133955214331436,10.923156246885451,19.004684129326286,14.837781788713325,23.301465214460304,0.17529942250755992
2023-10-30 14:30:00,19.779698091854094,30/10/2023,14:30:00,81,44.73567837122644,10.166114104547441,19.97043854898948,15.729893015008516,22.09935621634584,0.896721867306388
2023-10-30 14:40:00,20.35276827956231,30/10/2023,14:40:00,82,44.348635855774084,11.972453377792217,20.494393823172917,13.805856032921785,25.529128912725575,0.0809391162332469
2023-10-30 14:50:00,20.946017822917632,30/10/2023,14:50:00,83,43.97365363620744,10.784106090484888,20.67472238651547,14.2208065811128,25.54108666740082,0.9911103427133505
2023-10-30 15:00:00,21.55687069510602,30/10/2023,15:00:00,84,43.61153194348039,9.811419256161557,20.358854810199034,14.18292982671202,24.89900575182202,0.8052246446626443
2023-10-30 15:10:00,22.182674431585696,30/10/2023,15:10:00,85,43.263043563534424,10.202086098873407,18.98943765972006,15.206240679795883,24.525226092603784,0.7932663171596067
2023-10-30 15:20:00,22.820711647702012,30/10/2023,15:20:00,86,42.928932188134524,10.14339933407935,20.230138642200725,15.752168723247511,25.007528243759484,0.8303978389985136
2023-10-30 15:30:00,23.468211838200514,30/10/2023,15:30:00,87,42.609910827793406,10.407225564445877,18.449689776848537,14.945881348930193,24.845396048673894,0.9565084605436402
2023-10-30 15:40:00,24.122363407401966,30/10/2023,15:40:00,88,42.30666029017121,11.239448430628867,19.911077152543484,14.672114199795086,27.17669148681457,0.3276006441858087
2023-10-30 15:50:00,24.780325877801445,30/10/2023,15:50:00,89,42.0198277271976,9.750344769672298,19.941785310741874,15.952502320907595,25.871646109740357,0.46831050272151
2023-10-30 16:00:00,25.439242224079077,30/10/2023,16:00:00,90,41.750025254016975,9.668445050805335,19.750343210183946,17.13638197041483,24.626041056183347,0.7966239412271204
2023-10-30 16:10:00,26.096251278965166,30/10/2023,16:10:00,91,41.497828642703865,9.714549105845993,20.80586142584164,16.322234685389503,26.042290772824696,0.4548973977256634
2023-10-30 16:20:00,26.748500157090636,30/10/2023,16:20:00,92,41.26377609353631,9.850466067392475,20.798283543240352,13.911119342117342,25.957925227390238,0.9521705784324516
2023-10-30 16:30:00,27.393156642875574,30/10/2023,16:30:00,93,41.048367086449375,9.402377105516836,18.905096200738804,14.979047262559734,24.529242973325754,0.5389614888749971
2023-10-30 16:40:00,28.027421488664714,30/10/2023,16:40:00,94,40.85206131511979,10.373344664156228,19.162310764093267,14.842504945669472,23.093548430676893,0.9925532287175496
2023-10-30 16:50:00,28.64854056970863,30/10/2023,16:50:00,95,40.67527770595645,10.373562326811314,18.170375267321393,15.411155613247908,25.916628058880693,0.7224106993758844
2023-10-30 17:00:00,29.253816843210743,30/10/2023,17:00:00,96,40.51839352409034,8.420616240465044,19.508504845782205,14.927453756061723,24.84200319982167,0.8744237231382308
2023-10-30 17:10:00,29.840622059511364,30/10/2023,17:10:00,97,40.38174356827181,10.826925901208828,22.295931592695116,14.40031837719738,22.70270287180691,0.35493314106866847
2023-10-30 17:20:00,30.40640817455597,30/10/2023,17:20:00,98,40.26561945639307,11.59742149967802,20.308745241348287,13.036806896680385,25.70642580066217,0.417405712572801
2023-10-30 17:30:00,30.948718414092152,30/10/2023,17:30:00,99,40.17026900316098,9.82410826979551,21.018064450609188,14.613400264063607,25.398534249492467,0.13651024377386956
2023-10-30 17:40:00,31.46519794155205,30/10/2023,17:40:00,100,40.09589569124795,10.631085574489411,19.55224171255527,14.741228917571858,23.982180158665585,0.6907638781974338
2023-10-30 17:50:00,31.95360408329766,30/10/2023,17:50:00,101,40.04265823704966,11.195511929747752,20.721181100021848,14.482920874917086,25.18354321890035,0.8464157706911983
2023-10-30 18:00:00,32.41181606682885,30/10/2023,18:00:00,102,40.01067025197628,9.595391413177802,19.13702603168763,15.116947287556487,24.125645187150376,0.8649240897268876
2023-10-30 18:10:00,32.837844229668306,30/10/2023,18:10:00,103,40.0,9.746581896774586,19.328692826211494,16.175650823672644,25.21957246603349,0.791389123213297
2023-10-30 18:20:00,33.22983865893656,30/10/2023,18:20:00,104,40.01067025197627,9.001487507433632,20.42481343793014,16.442106611747295,26.45163138142819,0.6069390038052576
2023-10-30 18:30:00,33.58609722410176,30/10/2023,18:30:00,105,40.04265823704966,9.12097450560386,20.8371351129159,14.456599595626326,23.475620600857432,0.14483392769101522
2023-10-30 18:40:00,33.90507296802442,30/10/2023,18:40:00,106,40.09589569124795,9.012909793687328,21.490280726423993,13.829541008258634,25.638512588912942,0.5096647947257628
2023-10-30 18:50:00,34.185380824203314,30/10/2023,18:50:00,107,40.17026900316098,10.271202681486402,19.194263059488243,15.37074366967539,24.18598984244247,0.2431331615334219
2023-10-30 19:00:00,34.42580363105477,30/10/2023,19:00:00,108,40.26561945639307,11.313276936842147,21.381747661769325,15.23144682219692,24.976325694153967,0.710411371131253
2023-10-30 19:10:00,34.625297417109984,30/10/2023,19:10:00,109,40.38174356827181,10.694095114837413,19.927735132562518,14.898992390921535,25.146334371031386,0.88762807046941
2023-10-30 19:20:00,34.78299593418068,30/10/2023,19:20:00,110,40.51839352409034,11.075557143235114,19.50778533050694,14.601140722959192,23.855008622938634,0.9353030745649183
2023-10-30 19:30:00,34.898214418809324,30/10/2023,19:30:00,111,40.67527770595644,9.676561834974063,18.113390278613924,15.240804414440092,25.606346765952875,0.7293820397280051
2023-10-30 19:40:00,34.97045256567043,30/10/2023,19:40:00,112,40.85206131511979,10.815321676166137,21.191325426721285,15.888391027230728,25.611349533369097,0.5762043014059091
2023-10-30 19:50:00,34.99939670001213,30/10/2023,19:50:00,113,41.04836708644938,12.228814239818762,19.242024271682997,14.954745661349778,24.972002170271796,0.5908010699992032
2023-10-30 20:00:00,34.98492113970451,30/10/2023,20:00:00,114,41.26377609353631,10.267166783557638,18.998387305626462,15.093361099354434,25.21692405275952,0.19285626324170524
2023-10-30 20:10:00,34.92708874098054,30/10/2023,20:10:00,115,41.49782864270386,8.871593568122906,20.17879536805708,15.908341320433763,25.929017526867668,0.6091519200967142
2023-10-30 20:20:00,34.82615062549973,30/10/2023,20:20:00,116,41.750025254016975,9.875116395442825,18.797684296390422,14.137808846414995,26.18420257316849,0.6253327811854644
2023-10-30 20:30:00,34.68254508991979,30/10/2023,20:30:00,117,42.0198277271976,10.307298414878499,18.959562369564253,16.30524096470229,26.0698222334486,0.8201018684060172
2023-10-30 20:40:00,34.49689570271107,30/10/2023,20:40:00,118,42.30666029017121,9.213953918956516,18.615261948813462,14.947508249454145,23.62713811505658,0.8474922687254911
2023-10-30 20:50:00,34.27000859647801,30/10/2023,20:50:00,119,42.60991082779341,10.18320235000616,20.359667109255696,13.338677459304408,25.512400547618444,0.034290680453717526
2023-10-30 21:00:00,34.00286896754474,30/10/2023,21:00:00,120,42.928932188134524,9.621926551579628,19.626098827877325,14.296285856201681,24.338332950370848,0.7714387673918014
2023-10-30 21:10:00,33.6966367980047,30/10/2023,21:10:00,121,43.26304356353443,9.585244093682672,19.947564862844676,14.346087974459357,24.32695070586744,0.2421024341006046
2023-10-30 21:20:00,33.35264181880985,30/10/2023,21:20:00,122,43.61153194348039,8.191096633664998,20.975572952702585,13.803573127027242,24.579268152276885,0.261460879600097
2023-10-30 21:30:00,32.97237773577123,30/10/2023,21:30:00,123,43.97365363620744,11.36536176771437,19.410332840891126,16.39452668324986,23.6689810668953,0.5523214785915388
2023-10-30 21:40:00,32.557495743542596,30/10/2023,21:40:00,124,44.348635855774084,9.558246308511778,20.992683451935388,13.54780848268619,27.411290258922357,0.25647340813124997
2023-10-30 21:50:00,32.10979735575103,30/10/2023,21:50:00,125,44.73567837122644,12.080604302672905,20.151757987897714,14.559854749690917,25.19292216048848,0.32093111863081825
2023-10-30 22:00:00,31.631226582407955,30/10/2023,22:00:00,126,45.133955214331436,8.58269535051767,18.81697640657997,15.895459825859882,24.713760340520984,0.17003007461193242
2023-10-30 22:10:00,31.12386148856771,30/10/2023,22:10:00,127,45.54261644223462,10.623091056517854,18.582533485900274,15.117825857865025,23.92613739707395,0.8581035469388193
2023-10-30 22:20:00,30.589905170888144,30/10/2023,22:20:00,128,45.96078995128104,9.60466889878019,19.982460244668896,14.80595239065987,26.809069582305078,0.6746331574036918
2023-10-30 22:30:00,30.031676191275047,30/10/2023,22:30:00,129,46.38758333812847,10.25253949138559,20.165305858290882,14.293224594682219,25.5365079500463,0.7225702637194142
2023-10-30 22:40:00,29.45159850914981,30/10/2023,22:40:00,130,46.822085804180986,10.860904223836116,21.04257139802752,13.841510717941834,24.420722860254667,0.20388781361466513
2023-10-30 22:50:00,28.85219095605664,30/10/2023,22:50:00,131,47.263370099279165,11.462836743790065,19.70378804942929,15.297075467593684,26.002988677421527,0.5415966812611793
2023-10-30 23:00:00,28.236056298312967,30/10/2023,23:00:00,132,47.71049450049866,10.084929386008438,20.681379869279628,15.050734369342738,25.572140451362785,0.8170619704310914
2023-10-30 23:10:00,27.60586993519585,30/10/2023,23:10:00,133,48.1625048218343,10.316447946367239,19.837296778541077,14.428310876806504,25.1152396801576,0.021797583169078538
2023-10-30 23:20:00,26.964368281739077,30/10/2023,23:20:00,134,48.61843645048118,11.149314471857934,20.28324013048094,12.349502674893591,24.546637109881168,0.9695694242247352
2023-10-30 23:30:00,26.314336886585828,30/10/2023,23:30:00,135,49.07731640536698,8.779101356324054,18.698562989723136,14.199602220358436,25.11050981904927,0.1094344106229288
2023-10-30 23:40:00,25.65859833649172,30/10/2023,23:40:00,136,49.53816541354261,9.953297078687093,20.699710391742787,15.296616546709567,25.393263821217634,0.23709575476336942
2023-10-30 23:50:00,25.000000000000004,30/10/2023,23:50:00,137,50.0,9.74787882402492,20.044338693691586,15.82449484262063,26.42770492705299,0.3727898159465075
