iter	F1	Logloss
120	1	0.02228917032
121	1	0.02204182142
122	1	0.02182715346
123	1	0.02160695539
124	1	0.02134263633
125	1	0.02114097211
126	1	0.02085228945
127	1	0.02059099858
128	1	0.02039440371
129	1	0.02022030687
130	1	0.02003481766
131	1	0.01980650253
132	1	0.01958748729
133	1	0.01931811388
134	1	0.01904866921
135	1	0.01888918505
136	1	0.01866648165
137	1	0.01849592728
138	1	0.01832105182
139	1	0.01813301268
140	1	0.01800285296
141	1	0.01776196095
142	1	0.01758508505
143	1	0.01744436182
144	1	0.01726413918
145	1	0.01709873636
146	1	0.01694035243
147	1	0.01675594701
148	1	0.0166316843
149	1	0.01641783289
150	1	0.01628112719
151	1	0.01612259973
152	1	0.01596470987
153	1	0.01577849424
154	1	0.01563555969
155	1	0.01546580292
156	1	0.01531211472
157	1	0.01517309222
158	1	0.01504214398
159	1	0.01494289657
160	1	0.01479647239
161	1	0.01465731027
162	1	0.01452281056
163	1	0.01436388521
164	1	0.01425563754
165	1	0.01413051814
166	1	0.01402179672
167	1	0.01389269474
168	1	0.0137929828
169	1	0.01367740007
170	1	0.01359757647
171	1	0.01348041643
172	1	0.01340850542
173	1	0.01330025832
174	1	0.01322371361
175	1	0.01315097275
176	1	0.01305658857
177	1	0.01297585787
178	1	0.01290522418
179	1	0.01281431133
180	1	0.01275762619
181	1	0.0126653354
182	1	0.01256918081
183	1	0.01250378753
184	1	0.012410826
185	1	0.0123211652
186	1	0.01226851738
187	1	0.01219916963
188	1	0.01211077238
189	1	0.01201826964
190	1	0.01192928184
191	1	0.0118522589
192	1	0.01176182029
193	1	0.01169140531
194	1	0.01163431898
195	1	0.01154711405
196	1	0.01147185886
197	1	0.0114172301
198	1	0.01133995395
199	1	0.0112692225
200	1	0.01118508086
201	1	0.01113316654
202	1	0.01106481797
203	1	0.01099241781
204	1	0.01092680525
205	1	0.0108515227
206	1	0.01080190076
207	1	0.01073769848
208	1	0.01066993975
209	1	0.01062128274
210	1	0.01055291983
211	1	0.01050597023
212	1	0.01043909233
213	1	0.01037523044
214	1	0.01030966765
215	1	0.01025307504
216	1	0.01019717632
217	1	0.01014195772
218	1	0.01008740588
219	1	0.01002912635
220	1	0.009971576944
221	1	0.009914743198
222	1	0.009849921412
223	1	0.009785951597
224	1	0.009722816952
225	1	0.00966050112
226	1	0.00959898817
227	1	0.009537464689
228	1	0.009477516998
229	1	0.009418326754
230	1	0.0093598796
231	1	0.009302161541
232	1	0.009245158934
233	1	0.009188858474
234	1	0.009133247188
235	1	0.00907831242
236	1	0.009024041824
237	1	0.008970423354
238	1	0.008917445257
239	1	0.008865096058
240	1	0.008813364559
241	1	0.008762239827
242	1	0.008730143677
243	1	0.008679972838
244	1	0.008630381607
245	1	0.00858135994
246	1	0.008532898022
247	1	0.008484986264
248	1	0.008437615297
249	1	0.008390775961
250	1	0.008361304341
251	1	0.008315302295
252	1	0.008286360698
253	1	0.008241173738
254	1	0.008212748031
255	1	0.008168354728
256	1	0.008124443991
257	1	0.008096813759
258	1	0.008053663512
259	1	0.008010975768
260	1	0.007984108049
261	1	0.00794214945
262	1	0.007915743443
263	1	0.007874495501
264	1	0.007848539437
265	1	0.007807984285
266	1	0.007767850752
267	1	0.007728132256
268	1	0.007703123344
269	1	0.007664059704
270	1	0.007639465649
271	1	0.007615036166
272	1	0.007576849265
273	1	0.007539047772
274	1	0.007501625843
275	1	0.007478062014
276	1	0.007454652567
277	1	0.007418053096
278	1	0.007381815347
279	1	0.007359001706
280	1	0.007323335107
281	1	0.007300883203
282	1	0.007265774378
283	1	0.007243675694
284	1	0.007209111683
285	1	0.007174879774
286	1	0.007140975174
287	1	0.007119622329
288	1	0.007086234912
289	1	0.007065209766
290	1	0.007032327805
291	1	0.007011622887
292	1	0.006979235007
293	1	0.00694714846
294	1	0.006926939741
295	1	0.006895329553
296	1	0.006875422672
297	1	0.006844278328
298	1	0.006813418189
299	1	0.006793979271
300	1	0.006763568582
301	1	0.006744414494
302	1	0.00671444352
303	1	0.006695568058
304	1	0.006666027343
305	1	0.006636749254
306	1	0.006618306096
307	1	0.006589443507
308	1	0.006571263671
309	1	0.006542807811
310	1	0.006524885708
311	1	0.006496828051
312	1	0.006469013566
313	1	0.006451491636
314	1	0.006424062033
315	1	0.006404253779
316	1	0.006377224815
317	1	0.006357714047
318	1	0.006338332965
319	1	0.006319080192
320	1	0.006292762067
321	1	0.00627379421
322	1	0.006254950428
323	1	0.006236229426
324	1	0.00621059354
325	1	0.006192145598
326	1	0.006173816448
327	1	0.006155604867
328	1	0.006130624174
329	1	0.006112674463
330	1	0.00609483856
331	1	0.006077115313
332	1	0.006052764217
333	1	0.006035292265
334	1	0.006017929418
335	1	0.00600067459
336	1	0.005983526709
337	1	0.005959914667
338	1	0.005943005808
339	1	0.005926200584
340	1	0.005909497984
341	1	0.00589289701
342	1	0.005869989663
343	1	0.005853616244
344	1	0.005837341361
345	1	0.005821164068
346	1	0.005805083434
347	1	0.005782848584
348	1	0.005766984781
349	1	0.005751214749
350	1	0.005735537606
351	1	0.005719952482
352	1	0.005698359921
353	1	0.005682981583
354	1	0.005667692561
355	1	0.00565249203
356	1	0.005637379176
357	1	0.005622353195
358	1	0.005607413293
359	1	0.00558665367
360	1	0.005571907717
361	1	0.005557245373
362	1	0.005542665886
363	1	0.005528168514
364	1	0.00551375252
365	1	0.005499417182
366	1	0.005479441302
367	1	0.005465288145
368	1	0.005451213381
369	1	0.005437216321
370	1	0.005423296284
371	1	0.005409452599
372	1	0.005395684602
373	1	0.005381991636
374	1	0.005362850126
375	1	0.005349327123
376	1	0.0053358771
377	1	0.005322499434
378	1	0.005309193507
379	1	0.005295958711
380	1	0.005282794444
381	1	0.005269700111
382	1	0.005256675124
383	1	0.005238403802
384	1	0.005225536387
385	1	0.005212736473
386	1	0.0052000035
387	1	0.005187336915
388	1	0.005175450131
389	1	0.005157733568
390	1	0.005145984796
391	1	0.005128469946
392	1	0.00511615576
393	1	0.005104600467
394	1	0.005087365253
395	1	0.005075942207
396	1	0.005063885999
397	1	0.005046923694
398	1	0.005035686083
399	1	0.005024501441
