Deslocamento,Eventos_reais,Eventos_detectados,Diferenca_eventos,TP,FP,TN,FN,ACC,Precision,Recall,F1,Balanced_ACC
5,17,35,18,433,76,404,24,0.8932764140875133,0.8506876227897839,0.9474835886214442,0.8964803312629399,0.8945751276440554
10,16,23,7,215,38,202,14,0.8891257995735607,0.849802371541502,0.9388646288209607,0.8921161825726142,0.8902656477438137
15,16,21,5,140,31,129,13,0.8594249201277955,0.8187134502923976,0.9150326797385621,0.8641975308641975,0.860641339869281
20,15,20,5,105,16,103,11,0.8851063829787233,0.8677685950413223,0.9051724137931034,0.8860759493670886,0.8853593161402492
25,14,18,4,84,15,81,8,0.8776595744680851,0.8484848484848485,0.9130434782608695,0.8795811518324608,0.8783967391304348
30,15,18,3,70,11,70,6,0.89171974522293,0.8641975308641975,0.9210526315789473,0.89171974522293,0.8926250812215724
35,14,18,4,58,8,63,5,0.9029850746268657,0.8787878787878788,0.9206349206349206,0.8992248062015504,0.9039794321484462
40,14,16,2,52,15,45,6,0.8220338983050848,0.7761194029850746,0.896551724137931,0.832,0.8232758620689655
45,13,17,4,47,11,40,7,0.8285714285714286,0.8103448275862069,0.8703703703703703,0.8392857142857143,0.8273420479302832
50,13,16,3,41,5,43,5,0.8936170212765957,0.8913043478260869,0.8913043478260869,0.8913043478260869,0.8935688405797102
55,14,13,-1,39,9,34,4,0.8488372093023255,0.8125,0.9069767441860465,0.8571428571428571,0.8488372093023255
60,15,17,2,35,3,36,5,0.8987341772151899,0.9210526315789473,0.875,0.8974358974358975,0.8990384615384616
65,13,16,3,31,11,26,5,0.7808219178082192,0.7380952380952381,0.8611111111111112,0.7948717948717948,0.7819069069069069
70,14,20,6,27,9,29,2,0.835820895522388,0.75,0.9310344827586207,0.8307692307692308,0.8470961887477314
