teste,modelo,falha,janela,passo_cfg,passo_real,amostras_treino,amostras_teste,positivos_treino,negativos_treino,positivos_teste,negativos_teste,eventos_reais_teste,eventos_detectados,diferenca_eventos,accuracy,balanced_accuracy,precision_pos,recall_pos,f1_pos,specificity,tn,fp,fn,tp,path_cm,path_eventos
sem_erro,catboost,lacuna,20,5,5,3510,3510,128,3382,0,3510,0,0,0,1.0,1.0,0.0,0.0,0.0,0.9999999999997151,3510,0,0,0,C:\PROJETO\dataError_IC-master\resultados\sem_erro\MP25_1_20230907_0000_to_20240107_0000_sem_erro_catboost_lacuna_jan20_passo5_cm.png,C:\PROJETO\dataError_IC-master\resultados\sem_erro\MP25_1_20230907_0000_to_20240107_0000_sem_erro_catboost_lacuna_jan20_passo5_eventos.png
sem_erro,catboost,oscilacao,60,35,35,501,501,40,461,0,501,0,0,0,1.0,1.0,0.0,0.0,0.0,0.999999999998004,501,0,0,0,C:\PROJETO\dataError_IC-master\resultados\sem_erro\MP25_1_20230907_0000_to_20240107_0000_sem_erro_catboost_oscilacao_jan60_passo35_cm.png,C:\PROJETO\dataError_IC-master\resultados\sem_erro\MP25_1_20230907_0000_to_20240107_0000_sem_erro_catboost_oscilacao_jan60_passo35_eventos.png
sem_erro,catboost,queda,90,85,85,206,206,13,193,0,206,0,0,0,1.0,1.0,0.0,0.0,0.0,0.9999999999951457,206,0,0,0,C:\PROJETO\dataError_IC-master\resultados\sem_erro\MP25_1_20230907_0000_to_20240107_0000_sem_erro_catboost_queda_jan90_passo85_cm.png,C:\PROJETO\dataError_IC-master\resultados\sem_erro\MP25_1_20230907_0000_to_20240107_0000_sem_erro_catboost_queda_jan90_passo85_eventos.png
sem_erro,mlp,lacuna,20,5,5,3510,3510,128,3382,0,3510,0,0,0,1.0,1.0,0.0,0.0,0.0,0.9999999999997151,3510,0,0,0,C:\PROJETO\dataError_IC-master\resultados\sem_erro\MP25_1_20230907_0000_to_20240107_0000_sem_erro_mlp_lacuna_jan20_passo5_cm.png,C:\PROJETO\dataError_IC-master\resultados\sem_erro\MP25_1_20230907_0000_to_20240107_0000_sem_erro_mlp_lacuna_jan20_passo5_eventos.png
sem_erro,mlp,oscilacao,90,65,65,269,269,24,245,0,269,0,0,0,1.0,1.0,0.0,0.0,0.0,0.9999999999962825,269,0,0,0,C:\PROJETO\dataError_IC-master\resultados\sem_erro\MP25_1_20230907_0000_to_20240107_0000_sem_erro_mlp_oscilacao_jan90_passo65_cm.png,C:\PROJETO\dataError_IC-master\resultados\sem_erro\MP25_1_20230907_0000_to_20240107_0000_sem_erro_mlp_oscilacao_jan90_passo65_eventos.png
sem_erro,mlp,queda,70,45,45,389,389,24,365,0,389,0,0,0,1.0,1.0,0.0,0.0,0.0,0.9999999999974293,389,0,0,0,C:\PROJETO\dataError_IC-master\resultados\sem_erro\MP25_1_20230907_0000_to_20240107_0000_sem_erro_mlp_queda_jan70_passo45_cm.png,C:\PROJETO\dataError_IC-master\resultados\sem_erro\MP25_1_20230907_0000_to_20240107_0000_sem_erro_mlp_queda_jan70_passo45_eventos.png
sem_erro,random_forest,lacuna,20,5,5,3510,3510,128,3382,0,3510,0,0,0,1.0,1.0,0.0,0.0,0.0,0.9999999999997151,3510,0,0,0,C:\PROJETO\dataError_IC-master\resultados\sem_erro\MP25_1_20230907_0000_to_20240107_0000_sem_erro_random_forest_lacuna_jan20_passo5_cm.png,C:\PROJETO\dataError_IC-master\resultados\sem_erro\MP25_1_20230907_0000_to_20240107_0000_sem_erro_random_forest_lacuna_jan20_passo5_eventos.png
sem_erro,random_forest,oscilacao,50,35,35,501,501,36,465,0,501,0,0,0,1.0,1.0,0.0,0.0,0.0,0.999999999998004,501,0,0,0,C:\PROJETO\dataError_IC-master\resultados\sem_erro\MP25_1_20230907_0000_to_20240107_0000_sem_erro_random_forest_oscilacao_jan50_passo35_cm.png,C:\PROJETO\dataError_IC-master\resultados\sem_erro\MP25_1_20230907_0000_to_20240107_0000_sem_erro_random_forest_oscilacao_jan50_passo35_eventos.png
sem_erro,random_forest,queda,90,85,85,206,206,13,193,0,206,0,0,0,1.0,1.0,0.0,0.0,0.0,0.9999999999951457,206,0,0,0,C:\PROJETO\dataError_IC-master\resultados\sem_erro\MP25_1_20230907_0000_to_20240107_0000_sem_erro_random_forest_queda_jan90_passo85_cm.png,C:\PROJETO\dataError_IC-master\resultados\sem_erro\MP25_1_20230907_0000_to_20240107_0000_sem_erro_random_forest_queda_jan90_passo85_eventos.png
sem_erro,xgboost,lacuna,20,5,5,3510,3510,128,3382,0,3510,0,0,0,1.0,1.0,0.0,0.0,0.0,0.9999999999997151,3510,0,0,0,C:\PROJETO\dataError_IC-master\resultados\sem_erro\MP25_1_20230907_0000_to_20240107_0000_sem_erro_xgboost_lacuna_jan20_passo5_cm.png,C:\PROJETO\dataError_IC-master\resultados\sem_erro\MP25_1_20230907_0000_to_20240107_0000_sem_erro_xgboost_lacuna_jan20_passo5_eventos.png
