Deslocamento,Eventos_reais,Eventos_detectados,Diferenca_eventos,TP,FP,TN,FN,ACC,Precision,Recall,F1,Balanced_ACC
5,13,33,20,413,153,321,48,0.7850267379679144,0.7296819787985865,0.89587852494577,0.804284323271665,0.7865468574095938
10,13,32,19,207,81,158,22,0.7799145299145299,0.71875,0.9039301310043668,0.8007736943907157,0.7825089985565767
15,13,29,16,138,57,101,16,0.7660256410256411,0.7076923076923077,0.8961038961038961,0.7908309455587392,0.7676722012165049
20,13,20,7,105,49,70,10,0.7478632478632479,0.6818181818181818,0.9130434782608695,0.7806691449814126,0.7506393861892583
25,11,21,10,82,34,62,9,0.7700534759358288,0.7068965517241379,0.9010989010989011,0.7922705314009661,0.7734661172161172
30,10,16,6,71,32,48,5,0.7628205128205128,0.6893203883495146,0.9342105263157895,0.7932960893854749,0.7671052631578947
35,10,15,5,57,26,41,10,0.7313432835820896,0.6867469879518072,0.8507462686567164,0.76,0.7313432835820896
40,9,15,6,53,24,35,5,0.7521367521367521,0.6883116883116883,0.9137931034482759,0.7851851851851852,0.7535067212156634
45,10,17,7,45,22,32,5,0.7403846153846154,0.6716417910447762,0.9,0.7692307692307693,0.7462962962962962
50,10,13,3,45,21,27,1,0.7659574468085106,0.6818181818181818,0.9782608695652174,0.8035714285714286,0.7703804347826086
55,9,13,4,39,16,27,3,0.7764705882352941,0.7090909090909091,0.9285714285714286,0.8041237113402062,0.7782392026578073
60,9,14,5,34,12,28,4,0.7948717948717948,0.7391304347826086,0.8947368421052632,0.8095238095238095,0.7973684210526315
65,8,13,5,32,15,20,5,0.7222222222222222,0.6808510638297872,0.8648648648648649,0.7619047619047619,0.7181467181467182
70,8,14,6,30,13,20,4,0.746268656716418,0.6976744186046512,0.8823529411764706,0.7792207792207793,0.7442067736185383
75,9,13,4,27,7,26,3,0.8412698412698413,0.7941176470588235,0.9,0.84375,0.843939393939394
80,8,12,4,24,7,21,7,0.7627118644067796,0.7741935483870968,0.7741935483870968,0.7741935483870968,0.7620967741935484
