Deslocamento,Eventos_reais,Eventos_detectados,Diferenca_eventos,TP,FP,TN,FN,ACC,Precision,Recall,F1,Balanced_ACC
5,12,25,13,412,149,331,45,0.7929562433297759,0.7344028520499108,0.9015317286652079,0.8094302554027505,0.7955575309992706
10,11,24,13,206,74,168,21,0.7974413646055437,0.7357142857142858,0.9074889867841409,0.8126232741617357,0.8008519314085993
15,12,22,10,134,47,114,18,0.792332268370607,0.7403314917127072,0.881578947368421,0.8048048048048048,0.7948267407649559
20,10,21,11,100,37,84,14,0.7829787234042553,0.7299270072992701,0.8771929824561403,0.796812749003984,0.7857039292445991
25,10,17,7,80,25,71,12,0.8031914893617021,0.7619047619047619,0.8695652173913043,0.8121827411167513,0.8045742753623188
30,9,20,11,68,20,60,9,0.8152866242038217,0.7727272727272727,0.8831168831168831,0.8242424242424242,0.8165584415584415
35,11,18,7,53,19,52,10,0.7835820895522388,0.7361111111111112,0.8412698412698413,0.7851851851851852,0.7868321037335122
40,10,19,9,54,16,44,4,0.8305084745762712,0.7714285714285715,0.9310344827586207,0.84375,0.832183908045977
45,11,15,4,39,14,40,12,0.7523809523809524,0.7358490566037735,0.7647058823529411,0.75,0.7527233115468409
50,9,16,7,39,14,36,5,0.7978723404255319,0.7358490566037735,0.8863636363636364,0.8041237113402062,0.8031818181818182
55,9,16,7,39,13,29,5,0.7906976744186046,0.75,0.8863636363636364,0.8125,0.7884199134199135
60,9,14,5,34,15,26,4,0.759493670886076,0.6938775510204082,0.8947368421052632,0.7816091954022989,0.7644415917843389
65,11,14,3,29,16,24,4,0.726027397260274,0.6444444444444445,0.8787878787878788,0.7435897435897436,0.7393939393939394
70,9,14,5,29,13,23,2,0.7761194029850746,0.6904761904761905,0.9354838709677419,0.7945205479452054,0.7871863799283154
