falha,janela,passo_cfg,passo_real,amostras,positivos,negativos,splits_validos,accuracy,balanced_accuracy,precision_pos,recall_pos,f1_pos,tn,fp,fn,tp
oscilacao,70,1,1,12891,514,12377,5,0.9592178770949721,0.6997402911103668,0.5220994475138122,0.41629955947136565,0.4632352941176471,10113,173,265,189
oscilacao,90,5,5,2575,103,2472,5,0.9524475524475524,0.7073654193907358,0.43956043956043955,0.43956043956043955,0.43956043956043955,2003,51,51,40
oscilacao,40,n/3,13,994,42,952,5,0.9551515151515152,0.689873417721519,0.4666666666666667,0.4,0.4307692307692308,774,16,21,14
oscilacao,50,1,1,12911,525,12386,5,0.9572291957229195,0.68289294012343,0.4915254237288136,0.3832599118942731,0.4306930693069307,10121,180,280,174
oscilacao,80,5,5,2577,103,2474,5,0.9533799533799534,0.6868479621644179,0.4444444444444444,0.3956043956043956,0.4186046511627907,2009,45,55,36
oscilacao,100,5,5,2573,103,2470,5,0.9514018691588785,0.6910956296022182,0.42528735632183906,0.4065934065934066,0.4157303370786517,1999,50,54,37
oscilacao,100,1,1,12861,514,12347,5,0.95221651889874,0.6697990809905519,0.42487046632124353,0.36123348017621143,0.3904761904761905,10039,222,290,164
oscilacao,50,n/3,16,807,33,774,5,0.9417910447761194,0.6238904728602936,0.3076923076923077,0.27586206896551724,0.2909090909090909,623,18,21,8
oscilacao,60,n/3,20,646,24,622,5,0.9383177570093458,0.6253474152306837,0.25,0.2857142857142857,0.26666666666666666,496,18,15,6
oscilacao,70,n/3,23,561,23,538,5,0.9182795698924732,0.5715894465894467,0.16,0.19047619047619047,0.17391304347826086,423,21,17,4
oscilacao,90,n/3,30,430,17,413,5,0.9295774647887324,0.5523669878508588,0.13333333333333333,0.14285714285714285,0.13793103448275862,328,13,12,2
oscilacao,80,n/3,26,496,19,477,5,0.9292682926829269,0.4847328244274809,0.0,0.0,0.0,381,12,17,0
queda,50,5,5,2583,32,2551,5,0.9995348837209302,0.9821428571428572,1.0,0.9642857142857143,0.9818181818181818,2122,0,1,27
queda,80,5,5,2577,32,2545,5,0.9986013986013986,0.9464285714285714,1.0,0.8928571428571429,0.9433962264150944,2117,0,3,25
queda,60,1,1,12901,171,12730,5,0.9982325581395349,0.9756245986086597,0.9210526315789473,0.9523809523809523,0.9364548494983278,10591,12,7,140
queda,10,1,1,12951,171,12780,5,0.998239110287303,0.9655635814412207,0.9383561643835616,0.9319727891156463,0.9351535836177475,10634,9,10,137
queda,80,1,1,12881,171,12710,5,0.9980428704566635,0.9721749230732641,0.9144736842105263,0.9455782312925171,0.9297658862876255,10570,13,8,139
queda,40,5,5,2585,32,2553,5,0.998139534883721,0.9461929446613707,0.9615384615384616,0.8928571428571429,0.9259259259259259,2121,1,3,25
queda,70,5,5,2579,32,2547,5,0.9981351981351981,0.9461923881503476,0.9615384615384616,0.8928571428571429,0.9259259259259259,2116,1,3,25
queda,50,1,1,12911,171,12740,5,0.997954439795444,0.9620665573921876,0.9251700680272109,0.9251700680272109,0.9251700680272109,10597,11,11,136
queda,60,5,5,2581,32,2549,5,0.998139534883721,0.9285714285714286,1.0,0.8571428571428571,0.9230769230769231,2122,0,4,24
queda,90,5,5,2575,32,2543,5,0.9976689976689976,0.9107142857142857,1.0,0.8214285714285714,0.9019607843137255,2117,0,5,23
queda,80,n/3,26,496,6,490,3,0.9959349593495935,0.9,1.0,0.8,0.8888888888888888,241,0,1,4
queda,100,n/3,33,390,6,384,3,0.9948717948717949,0.9,1.0,0.8,0.8888888888888888,190,0,1,4
queda,100,5,5,2573,32,2541,5,0.997196261682243,0.9104775432900433,0.9583333333333334,0.8214285714285714,0.8846153846153846,2111,1,5,23
queda,90,1,1,12871,171,12700,5,0.9968298368298368,0.941373316201126,0.8843537414965986,0.8843537414965986,0.8843537414965986,10561,17,17,130
queda,30,n/3,10,1294,18,1276,5,0.9962790697674418,0.9365557129367328,0.875,0.875,0.875,1057,2,2,14
queda,70,1,1,12891,171,12720,5,0.9962756052141527,0.9343829290424751,0.8590604026845637,0.8707482993197279,0.8648648648648649,10572,21,19,128
queda,40,1,1,12921,171,12750,5,0.9960984672549931,0.9409996245625769,0.8387096774193549,0.8843537414965986,0.8609271523178808,10593,25,17,130
queda,10,n/3,3,4317,57,4260,5,0.9958275382475661,0.9676957077247142,0.7931034482758621,0.9387755102040817,0.8598130841121495,3534,12,3,46
queda,100,1,1,12861,171,12690,5,0.9952403173121792,0.9372141930201301,0.7962962962962963,0.8775510204081632,0.8349514563106796,10535,33,18,129
queda,40,n/3,13,994,14,980,5,0.9951515151515151,0.9154366543665438,0.8333333333333334,0.8333333333333334,0.8333333333333334,811,2,2,10
queda,30,5,5,2587,32,2555,5,0.9948955916473318,0.9445479884478474,0.7575757575757576,0.8928571428571429,0.819672131147541,2119,8,3,25
queda,20,n/3,6,2157,29,2128,5,0.9944289693593314,0.9380225988700566,0.7586206896551724,0.88,0.8148148148148148,1763,7,3,22
queda,20,5,5,2589,32,2557,5,0.9948955916473318,0.9093038484787427,0.7931034482758621,0.8214285714285714,0.8070175438596491,2121,6,5,23
queda,70,n/3,23,561,10,551,4,0.9919354838709677,0.8333333333333333,1.0,0.6666666666666666,0.8,363,0,3,6
queda,20,1,1,12941,171,12770,5,0.9901669758812616,0.9547634722091602,0.5895196506550219,0.9183673469387755,0.7180851063829787,10539,94,12,135
queda,60,n/3,20,646,10,636,5,0.9869158878504672,0.8841360371778623,0.5833333333333334,0.7777777777777778,0.6666666666666666,521,5,2,7
queda,30,1,1,12931,171,12760,5,0.9860788863109049,0.932565498913152,0.4942528735632184,0.8775510204081632,0.6323529411764706,10496,132,18,129
queda,50,n/3,16,807,11,796,5,0.9895522388059701,0.8303076147251639,0.6,0.6666666666666666,0.631578947368421,657,4,3,6
queda,10,5,5,2591,32,2559,5,0.980046403712297,0.9194035865403989,0.38095238095238093,0.8571428571428571,0.5274725274725275,2088,39,4,24
queda,90,n/3,30,430,4,426,1,0.971830985915493,0.5,0.0,0.0,0.0,69,0,2,0
stuck,20,5,5,2589,141,2448,5,0.9160092807424594,0.7045864045864045,0.3236994219653179,0.4666666666666667,0.3822525597269625,1918,117,64,56
stuck,10,5,5,2591,143,2448,5,0.88584686774942,0.7631142506142505,0.2717391304347826,0.625,0.3787878787878788,1834,201,45,75
stuck,10,n/3,3,4317,239,4078,5,0.8837273991655077,0.7521717689010281,0.26521739130434785,0.6039603960396039,0.3685800604229607,3055,338,80,122
stuck,20,1,1,12941,705,12236,5,0.9142857142857143,0.6773892082135866,0.30392156862745096,0.4105960264900662,0.3492957746478873,9608,568,356,248
stuck,10,1,1,12951,715,12236,5,0.8854494902687674,0.7212847656112857,0.253125,0.5364238410596026,0.34394904458598724,9230,956,280,324
stuck,20,n/3,6,2157,117,2040,5,0.9002785515320334,0.6884218289085545,0.26627218934911245,0.45,0.3345724907063197,1571,124,55,45
stuck,30,n/3,10,1294,70,1224,5,0.9051162790697674,0.6439655172413793,0.25,0.35,0.2916666666666667,952,63,39,21
stuck,30,5,5,2587,139,2448,5,0.9146171693735499,0.6293509418509419,0.26811594202898553,0.30833333333333335,0.2868217054263566,1934,101,83,37
stuck,30,1,1,12931,695,12236,5,0.9216705336426915,0.6057786844951332,0.2785977859778598,0.25,0.26352530541012215,9780,391,453,151
stuck,60,1,1,12901,694,12207,5,0.9347906976744186,0.5785229359953944,0.3440514469453376,0.1771523178807947,0.23387978142076501,9942,204,497,107
stuck,70,5,5,2579,138,2441,5,0.937995337995338,0.5673456790123457,0.3673469387755102,0.15,0.21301775147928995,1994,31,102,18
stuck,40,n/3,13,994,55,939,5,0.9333333333333333,0.5630522827687776,0.35,0.14285714285714285,0.2028985507246377,763,13,42,7
stuck,40,1,1,12921,694,12227,5,0.9034835113794705,0.5634627692821077,0.1669218989280245,0.1804635761589404,0.17342879872712808,9617,544,495,109
stuck,50,5,5,2583,138,2445,5,0.9283720930232559,0.5543513957307061,0.24242424242424243,0.13333333333333333,0.17204301075268819,1980,50,104,16
stuck,60,5,5,2581,138,2443,5,0.9330232558139535,0.5489737274220032,0.2692307692307692,0.11666666666666667,0.16279069767441862,1992,38,106,14
stuck,40,5,5,2585,138,2447,5,0.8967441860465116,0.5572044334975369,0.14583333333333334,0.175,0.1590909090909091,1907,123,99,21
stuck,50,n/3,16,807,47,760,5,0.9044776119402985,0.5501182674783822,0.17142857142857143,0.14634146341463414,0.15789473684210525,600,29,35,6
stuck,50,1,1,12911,694,12217,5,0.9227336122733613,0.5456535943021958,0.19571045576407506,0.12086092715231789,0.14943705220061412,9851,300,531,73
stuck,70,1,1,12891,694,12197,5,0.9277467411545623,0.5421169446520696,0.2152317880794702,0.1076158940397351,0.1434878587196468,9899,237,539,65
stuck,100,1,1,12861,694,12167,5,0.9297246850209986,0.5346634149025289,0.21011673151750973,0.08940397350993377,0.1254355400696864,9908,203,550,54
stuck,100,5,5,2573,138,2435,5,0.9331775700934579,0.5256600660066006,0.20512820512820512,0.06666666666666667,0.10062893081761007,1989,31,112,8
stuck,60,n/3,20,646,24,622,5,0.9327102803738317,0.5310820826385029,0.10526315789473684,0.09523809523809523,0.1,497,17,19,2
stuck,80,5,5,2577,138,2439,5,0.9314685314685315,0.5168518518518519,0.15384615384615385,0.05,0.07547169811320754,1992,33,114,6
stuck,90,1,1,12871,694,12177,5,0.9241958041958042,0.5099136540574283,0.09961685823754789,0.04304635761589404,0.06011560693641618,9886,235,578,26
stuck,90,5,5,2575,138,2437,5,0.9230769230769231,0.5084876543209876,0.09090909090909091,0.041666666666666664,0.05714285714285714,1975,50,115,5
stuck,80,1,1,12881,694,12187,5,0.9265610438024231,0.5080400856492957,0.09649122807017543,0.03642384105960265,0.052884615384615384,9920,206,582,22
stuck,70,n/3,23,561,30,531,5,0.9311827956989247,0.49316628701594534,0.0,0.0,0.0,433,6,26,0
stuck,80,n/3,26,496,28,468,5,0.9365853658536586,0.49740932642487046,0.0,0.0,0.0,384,2,24,0
stuck,90,n/3,30,430,23,407,5,0.9408450704225352,0.49702380952380953,0.0,0.0,0.0,334,2,19,0
stuck,100,n/3,33,390,21,369,5,0.9353846153846154,0.495114006514658,0.0,0.0,0.0,304,3,18,0
stuck_at_zero,10,5,5,2591,166,2425,5,0.9252900232018562,0.908696428051161,0.45318352059925093,0.8897058823529411,0.6004962779156328,1873,146,15,121
stuck_at_zero,30,n/3,10,1294,84,1210,5,0.9274418604651162,0.8802402973463567,0.4634146341463415,0.8260869565217391,0.59375,940,66,12,57
stuck_at_zero,10,n/3,3,4317,275,4042,5,0.9190542420027816,0.9112001318826245,0.4300847457627119,0.9022222222222223,0.5824964131994261,3101,269,22,203
stuck_at_zero,10,1,1,12951,827,12124,5,0.9201112140871177,0.9029418092540993,0.4330195510499638,0.8833087149187593,0.5811467444120505,9330,783,79,598
stuck_at_zero,70,5,5,2579,165,2414,5,0.9337995337995338,0.8309830029572804,0.485,0.7132352941176471,0.5773809523809523,1906,103,39,97
stuck_at_zero,20,5,5,2589,166,2423,5,0.9262180974477958,0.8646170206567025,0.45188284518828453,0.7941176470588235,0.576,1888,131,28,108
stuck_at_zero,80,5,5,2577,163,2414,5,0.9342657342657342,0.8243767019002723,0.48717948717948717,0.6985294117647058,0.5740181268882175,1909,100,41,95
stuck_at_zero,30,5,5,2587,166,2421,5,0.9280742459396751,0.8381770241529004,0.45662100456621,0.7352941176470589,0.5633802816901409,1900,119,36,100
stuck_at_zero,100,5,5,2573,160,2413,5,0.9322429906542056,0.8061817541387812,0.47619047619047616,0.6617647058823529,0.5538461538461539,1905,99,46,90
stuck_at_zero,80,n/3,26,496,28,468,5,0.9365853658536586,0.8232782833389507,0.45714285714285713,0.6956521739130435,0.5517241379310345,368,19,7,16
stuck_at_zero,20,1,1,12941,827,12114,5,0.9187384044526902,0.8491528394903249,0.41982272360999195,0.7695716395864106,0.543274244004171,9383,720,156,521
stuck_at_zero,100,1,1,12861,797,12064,5,0.9289780681287915,0.8064384143798617,0.45740365111561865,0.6661742983751846,0.5423932651834035,9503,535,226,451
stuck_at_zero,90,5,5,2575,161,2414,5,0.9296037296037296,0.8013223582115774,0.46113989637305697,0.6544117647058824,0.541033434650456,1905,104,47,89
stuck_at_zero,20,n/3,6,2157,138,2019,5,0.9186629526462395,0.8451564193490682,0.4195121951219512,0.7610619469026548,0.5408805031446541,1563,119,27,86
stuck_at_zero,90,n/3,30,430,28,402,5,0.9183098591549296,0.8349266631744369,0.425,0.7391304347826086,0.5396825396825397,309,23,6,17
stuck_at_zero,80,1,1,12881,808,12073,5,0.9303821062441752,0.7954646136187218,0.4626865671641791,0.6410635155096012,0.5374613003095975,9549,504,243,434
stuck_at_zero,60,n/3,20,646,43,603,5,0.9158878504672897,0.7921958102680995,0.42857142857142855,0.6486486486486487,0.5161290322580645,466,32,13,24
stuck_at_zero,60,5,5,2581,166,2415,5,0.9176744186046512,0.8120728430398971,0.4104803493449782,0.6911764705882353,0.5150684931506849,1879,135,42,94
stuck_at_zero,40,n/3,13,994,64,930,5,0.9163636363636364,0.8118718280425913,0.4044943820224719,0.6923076923076923,0.5106382978723404,720,53,16,36
stuck_at_zero,100,n/3,33,390,26,364,5,0.9138461538461539,0.7851785178517852,0.4117647058823529,0.6363636363636364,0.5,283,20,8,14
stuck_at_zero,60,1,1,12901,827,12074,5,0.917953488372093,0.7888133024783188,0.4044734389561976,0.6410635155096012,0.496,9434,639,243,434
stuck_at_zero,50,5,5,2583,166,2417,5,0.9167441860465116,0.7910070681698698,0.4018264840182648,0.6470588235294118,0.49577464788732395,1883,131,48,88
stuck_at_zero,70,1,1,12891,818,12073,5,0.9298882681564246,0.7490374158312234,0.45308641975308644,0.5420974889217134,0.49361129791526565,9620,443,310,367
stuck_at_zero,30,1,1,12931,827,12104,5,0.9156380510440836,0.792378194433108,0.39587073608617596,0.6514032496307238,0.49246231155778897,9425,673,236,441
stuck_at_zero,40,5,5,2585,166,2419,5,0.9195348837209303,0.7719273906186108,0.4079601990049751,0.6029411764705882,0.486646884272997,1895,119,54,82
stuck_at_zero,50,1,1,12911,827,12084,5,0.9142724314272431,0.7820219422917785,0.3885350318471338,0.6307237813884786,0.48085585585585583,9406,672,250,427
stuck_at_zero,90,1,1,12871,798,12073,5,0.9213053613053613,0.7589409093368081,0.41145281018027574,0.5731166912850812,0.47901234567901235,9493,555,289,388
stuck_at_zero,40,1,1,12921,827,12094,5,0.9241058987459358,0.7493648214764723,0.42081447963800905,0.5494830132939439,0.4766175528507367,9576,512,305,372
stuck_at_zero,50,n/3,16,807,52,755,5,0.908955223880597,0.7848043676069154,0.3698630136986301,0.6428571428571429,0.46956521739130436,582,46,15,27
stuck_at_zero,70,n/3,23,561,37,524,5,0.896774193548387,0.7586206896551724,0.3333333333333333,0.6,0.42857142857142855,399,36,12,18
