variavel,cenario,modelo,falha,accuracy_mean,accuracy_std,balanced_accuracy_mean,balanced_accuracy_std,precision_pos_mean,precision_pos_std,recall_pos_mean,recall_pos_std,f1_pos_mean,f1_pos_std,specificity_mean,specificity_std,eventos_reais_teste_mean,eventos_reais_teste_std,eventos_detectados_mean,eventos_detectados_std,diferenca_eventos_mean,diferenca_eventos_std,fp_mean,fp_std,fn_mean,fn_std,tp_mean,tp_std,tn_mean,tn_std
"MP2,5_1",com_erro,catboost,lacuna,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.999999999998504,9.586748495955666e-14,23.0,3.3166247903554,23.0,3.3166247903554,0.0,0.0,0.0,0.0,0.0,0.0,276.4,41.67493251344265,670.6,41.67493251344267
"MP2,5_1",com_erro,catboost,oscilacao,0.8151359844409292,0.06462149539295972,0.7969216674332443,0.07541430651213815,0.8545378974473803,0.05922389919002107,0.8618717280419409,0.07304836808192261,0.8559729805663061,0.04637872386931923,0.7319716068004698,0.13707609455196473,11.4,2.3021728866442674,11.6,3.361547262794322,0.2,1.0954451150103321,12.0,13.546217184144068,8.4,4.219004621945797,60.8,44.189365236445745,28.6,15.883954167649817
"MP2,5_1",com_erro,catboost,queda,0.8803158194615801,0.01899404839203775,0.8775986998146708,0.02276840331364906,0.8845242165242165,0.04234313363921307,0.8661793372319687,0.04809604927289108,0.8748050686452462,0.03942867210437163,0.8890180623715273,0.03254736463476962,11.2,2.2803508501982757,11.4,2.1908902300206643,0.2,0.4472135954999579,3.8,0.8366600265340756,4.8,2.04939015319192,33.0,13.856406460551018,32.2,9.654014708917737
"MP2,5_1",com_erro,mlp,lacuna,0.986979512922647,0.00877817503375617,0.9854047648386344,0.0032050271693270676,1.0,0.0,0.9708095296772689,0.006410054338654049,0.9851800110496145,0.003296609153103658,0.9999999999973159,1.979078356989357e-12,18.0,4.301162633521313,18.0,4.301162633521313,0.0,0.0,0.0,0.0,10.2,6.870225614927068,321.2,155.56092054240358,516.6,256.8419747626933
"MP2,5_1",com_erro,mlp,oscilacao,0.817263997064574,0.0590293344855791,0.8076880137105906,0.07032034116351446,0.8853666791612461,0.05272020978152307,0.8360312980764519,0.05226173984522022,0.8590340904420166,0.040609571245105294,0.7793447293078207,0.10982342449897449,10.0,1.4142135623730951,10.0,1.5811388300841898,0.0,0.7071067811865476,4.6,2.3021728866442674,6.8,1.6431676725154984,36.0,9.40744386111339,17.6,6.348228099241552
"MP2,5_1",com_erro,mlp,queda,0.846235503822147,0.07657718948178906,0.8469190760758366,0.0670072616557979,0.8490524984187223,0.132992757916115,0.8271514041514042,0.08159602140350596,0.8306451612903226,0.07369742819034693,0.8666867479770348,0.12594363915386067,12.6,4.8270073544588685,13.2,5.540758070878027,0.6,0.8944271909999159,4.8,3.96232255123179,5.8,3.03315017762062,28.6,11.171392035015153,47.4,47.43732707478363
"MP2,5_1",com_erro,random_forest,lacuna,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.999999999998504,9.586748495955666e-14,23.0,3.3166247903554,23.0,3.3166247903554,0.0,0.0,0.0,0.0,0.0,0.0,276.4,41.67493251344265,670.6,41.67493251344267
"MP2,5_1",com_erro,random_forest,oscilacao,0.8176110109872707,0.05770957326562785,0.8134671670248078,0.04598685588635201,0.887014977359805,0.05563973274448245,0.8432921245421244,0.11782095812202718,0.8584587539603676,0.04888998455778642,0.7836422094701672,0.11667934642306609,9.8,1.7888543819998315,10.2,1.9235384061671348,0.4,0.5477225575051661,7.0,7.54983443527075,7.0,4.898979485566356,43.6,21.501162759255603,19.4,6.5038450166036395
"MP2,5_1",com_erro,random_forest,queda,0.8611657496732124,0.06234654770279461,0.8653747702029697,0.05902029965784326,0.8530441854161019,0.117860468352633,0.8606918081918081,0.056389244444088445,0.8535855628520339,0.07573619801750782,0.8700577321896643,0.08402563394806188,11.2,2.2803508501982757,11.4,2.3021728866442674,0.2,0.447213595499958,4.8,2.7748873851023217,6.4,7.092249290598858,33.8,20.51097267318154,34.2,15.770225109363532
"MP2,5_1",com_erro,xgboost,lacuna,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.999999999998504,9.586748495955666e-14,23.0,3.3166247903554,23.0,3.3166247903554,0.0,0.0,0.0,0.0,0.0,0.0,276.4,41.67493251344265,670.6,41.67493251344267
